Rk,Player,G,Season,Age,Team,PLAY_G,PLAY_GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PLAY_PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
1452,Tony Parker,21,2012-13,30,SAS,21,21,36.4,8.0,17.4,7.4,15.9,0.5,1.5,4.1,5.3,0.7,2.6,3.2,7.0,1.1,0.1,2.5,1.2,20.6,.458,.467,.355,.777,.521,.473,G,parketo01
1453,Tony Parker,23,2013-14,31,SAS,23,23,31.3,7.3,15.0,6.7,13.5,0.6,1.5,2.2,3.0,0.2,1.7,2.0,4.8,0.7,0.1,2.7,1.6,17.4,.486,.498,.371,.729,.531,.504,G,parketo01
1454,Tony Parker,7,2014-15,32,SAS,7,7,30.0,4.7,13.0,4.7,11.7,0.0,1.3,1.4,2.4,0.6,2.7,3.3,3.6,0.3,0.0,1.6,2.0,10.9,.363,.402,.000,.588,.386,.363,G,parketo01
1455,Tony Parker,10,2015-16,33,SAS,10,10,26.4,4.4,9.8,4.0,8.2,0.4,1.6,1.2,1.4,0.1,2.1,2.2,5.3,0.6,0.2,1.8,1.5,10.4,.449,.488,.250,.857,.499,.469,G,parketo01
1456,Tony Parker,8,2016-17,34,SAS,8,8,26.4,6.4,12.1,5.0,9.8,1.4,2.4,1.8,1.8,0.3,2.3,2.5,3.1,0.5,0.0,1.5,1.3,15.9,.526,.513,.579,1.000,.616,.582,G,parketo01
1457,Tony Parker,5,2017-18,35,SAS,5,0,13.4,2.8,7.4,2.8,6.4,0.0,1.0,1.0,1.4,0.0,0.8,0.8,1.2,0.4,0.0,0.8,0.4,6.6,.378,.438,.000,.714,.412,.378,G,parketo01
1458,Chandler Parsons,6,2012-13,24,HOU,6,6,39.7,7.0,15.5,4.3,8.8,2.7,6.7,1.5,2.3,1.2,5.3,6.5,3.7,0.2,0.3,3.0,3.2,18.2,.452,.491,.400,.643,.550,.538,F,parsoch01
1459,Chandler Parsons,6,2013-14,25,HOU,6,6,41.7,7.7,17.5,5.5,11.5,2.2,6.0,1.8,2.5,1.0,5.8,6.8,2.3,0.7,0.3,0.8,3.2,19.3,.438,.478,.361,.733,.520,.500,F,parsoch01
1460,Eric Paschall,4,2021-22,25,UTA,4,0,6.0,0.8,1.5,0.5,1.0,0.3,0.5,0.3,0.3,0.3,1.0,1.3,0.0,0.3,0.0,0.0,0.8,2.0,.500,.500,.500,1.000,.621,.583,F,pascher01
1461,Lamar Patterson,4,2015-16,24,ATL,4,0,5.0,0.5,1.8,0.3,1.0,0.3,0.8,0.3,0.3,0.0,1.3,1.3,0.8,0.3,0.0,1.0,0.3,1.5,.286,.250,.333,1.000,.403,.357,G-F,pattela01
1462,Patrick Patterson,7,2013-14,24,TOR,7,0,28.4,3.7,6.9,2.7,4.3,1.0,2.6,2.0,2.6,1.7,5.0,6.7,1.3,0.4,0.4,0.9,1.9,10.4,.542,.633,.389,.778,.653,.615,F,pattepa01
1463,Patrick Patterson,4,2014-15,25,TOR,4,0,26.5,3.8,6.8,2.0,3.0,1.8,3.8,1.0,1.0,1.0,2.5,3.5,1.3,0.8,0.0,0.8,1.3,10.3,.556,.667,.467,1.000,.713,.685,F,pattepa01
1464,Patrick Patterson,20,2015-16,26,TOR,20,9,29.2,2.8,6.8,1.7,3.3,1.1,3.5,1.1,1.3,1.5,2.4,3.9,1.2,0.4,0.5,0.9,1.6,7.7,.404,.515,.300,.846,.519,.482,F,pattepa01
1465,Patrick Patterson,10,2016-17,27,TOR,10,1,18.5,1.0,3.6,0.2,1.0,0.8,2.6,0.6,0.6,0.1,1.9,2.0,2.0,0.7,0.2,0.6,0.4,3.4,.278,.200,.308,1.000,.440,.389,F,pattepa01
1466,Patrick Patterson,6,2017-18,28,OKC,6,0,9.7,0.5,1.0,0.2,0.3,0.3,0.7,0.0,0.0,0.2,1.7,1.8,0.5,0.2,0.0,0.5,1.3,1.3,.500,.500,.500,,.667,.667,F,pattepa01
1467,Chris Paul,11,2011-12,26,LAC,11,11,38.5,6.4,14.9,5.2,11.4,1.2,3.5,3.7,4.3,0.5,4.5,5.1,7.9,2.7,0.1,3.9,2.7,17.6,.427,.456,.333,.872,.525,.466,G,paulch01
1468,Chris Paul,6,2012-13,27,LAC,6,6,37.3,8.2,15.3,7.2,12.2,1.0,3.2,5.5,6.2,0.5,3.5,4.0,6.3,1.8,0.0,1.5,2.8,22.8,.533,.589,.316,.892,.633,.565,G,paulch01
1469,Chris Paul,13,2013-14,28,LAC,13,13,36.3,7.1,15.2,4.6,9.8,2.5,5.4,3.2,4.1,0.9,3.3,4.2,10.3,2.8,0.0,3.0,3.8,19.8,.467,.472,.457,.774,.583,.548,G,paulch01
1470,Chris Paul,12,2014-15,29,LAC,12,12,37.1,7.9,15.8,5.7,10.3,2.3,5.4,4.0,4.3,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1,.503,.548,.415,.941,.627,.574,G,paulch01
1471,Chris Paul,4,2015-16,30,LAC,4,4,31.3,9.3,19.0,7.8,14.0,1.5,5.0,3.8,3.8,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8,.487,.554,.300,1.000,.575,.526,G,paulch01
1472,Chris Paul,7,2016-17,31,LAC,7,7,37.1,9.6,19.3,7.6,13.9,2.0,5.4,4.1,4.7,0.6,4.4,5.0,9.9,1.7,0.1,2.7,3.4,25.3,.496,.546,.368,.879,.592,.548,G,paulch01
1473,Chris Paul,15,2017-18,32,HOU,15,15,34.5,7.9,17.1,5.4,10.5,2.5,6.6,2.9,3.5,0.6,5.3,5.9,5.8,2.0,0.3,1.9,3.1,21.1,.459,.513,.374,.830,.565,.531,G,paulch01
1474,Chris Paul,11,2018-19,33,HOU,11,11,36.1,6.0,13.5,4.5,7.7,1.5,5.7,3.5,4.1,1.3,5.1,6.4,5.5,2.2,0.6,3.4,3.3,17.0,.446,.576,.270,.844,.557,.503,G,paulch01
1475,Chris Paul,7,2019-20,34,OKC,7,7,37.3,7.9,16.0,5.6,9.9,2.3,6.1,3.3,3.7,0.4,7.0,7.4,5.3,1.6,0.4,3.3,2.6,21.3,.491,.565,.372,.885,.604,.563,G,paulch01
1476,Chris Paul,20,2020-21,35,PHO,20,20,34.2,7.5,15.0,6.0,11.8,1.5,3.3,2.9,3.3,0.5,3.1,3.5,8.6,1.2,0.2,2.2,2.4,19.2,.497,.511,.446,.877,.584,.545,G,paulch01
1477,Chris Paul,13,2021-22,36,PHO,13,13,34.5,6.7,11.9,5.2,8.2,1.5,3.8,2.7,2.8,0.5,3.6,4.2,8.3,1.5,0.2,2.4,3.1,17.5,.561,.642,.388,.946,.666,.623,G,paulch01
1478,Sasha Pavlović,10,2011-12,28,BOS,10,0,4.0,0.3,0.9,0.2,0.4,0.1,0.5,0.0,0.0,0.2,0.3,0.5,0.1,0.1,0.1,0.4,0.4,0.7,.333,.500,.200,,.389,.389,G-F,pavloal01
1479,Cameron Payne,10,2015-16,21,OKC,10,0,6.4,0.7,2.6,0.5,1.6,0.2,1.0,0.2,0.4,0.0,0.4,0.4,0.8,0.2,0.2,0.8,0.7,1.8,.269,.313,.200,.500,.324,.308,G,payneca01
1480,Cameron Payne,22,2020-21,26,PHO,22,2,19.0,3.7,8.8,2.6,5.6,1.1,3.1,0.7,0.8,0.3,2.2,2.5,3.2,0.8,0.5,1.1,1.8,9.3,.425,.460,.362,.889,.510,.490,G,payneca01
1481,Cameron Payne,13,2021-22,27,PHO,13,0,13.2,1.7,5.7,1.3,3.4,0.4,2.3,0.4,0.5,0.2,1.4,1.5,2.1,0.5,0.1,1.0,1.9,4.2,.297,.386,.167,.833,.352,.331,G,payneca01
1482,Gary Payton II,12,2021-22,29,GSW,12,2,16.9,2.4,3.7,1.8,2.4,0.7,1.3,1.0,1.5,1.1,2.0,3.1,1.3,1.2,0.6,0.5,1.9,6.5,.659,.724,.533,.667,.751,.750,G,paytoga02
1483,Kendrick Perkins,20,2011-12,27,OKC,20,20,25.9,1.9,4.5,1.9,4.5,0.0,0.0,1.0,1.3,1.8,4.5,6.2,0.7,0.4,1.3,1.5,3.0,4.7,.416,.416,,.800,.470,.416,C,perkike01
1484,Kendrick Perkins,11,2012-13,28,OKC,11,11,19.1,0.9,3.5,0.9,3.4,0.0,0.1,0.4,0.4,1.4,2.4,3.7,0.6,0.7,0.5,2.1,3.5,2.2,.263,.270,.000,1.000,.302,.263,C,perkike01
1485,Kendrick Perkins,19,2013-14,29,OKC,19,19,20.2,1.3,2.4,1.3,2.4,0.0,0.0,0.6,0.8,1.7,3.6,5.4,0.7,0.2,0.3,1.3,3.4,3.2,.533,.533,,.800,.581,.533,C,perkike01
1486,Kendrick Perkins,8,2014-15,30,CLE,8,0,4.1,0.3,1.0,0.3,1.0,0.0,0.0,0.8,1.3,0.3,0.9,1.1,0.0,0.0,0.4,0.5,0.8,1.3,.250,.250,,.600,.403,.250,C,perkike01
1487,Reggie Perry,5,2020-21,20,BRK,5,0,4.4,1.4,2.6,1.0,1.6,0.4,1.0,0.0,0.0,0.8,0.4,1.2,0.2,0.2,0.0,0.6,0.8,3.2,.538,.625,.400,,.615,.615,F-C,perryre01
1488,Johan Petro,6,2012-13,27,ATL,6,4,16.8,2.3,4.5,2.3,4.5,0.0,0.0,0.2,0.3,0.7,3.0,3.7,0.7,0.2,0.7,0.5,3.0,4.8,.519,.519,,.500,.520,.519,C,petrojo01
1489,Paul Pierce,20,2011-12,34,BOS,20,20,38.9,6.0,15.6,4.7,11.2,1.4,4.4,5.5,6.2,0.7,5.4,6.1,3.1,1.5,0.9,2.8,3.4,18.9,.386,.415,.310,.894,.516,.429,F-G,piercpa01
1490,Paul Pierce,6,2012-13,35,BOS,6,6,42.5,6.5,17.7,4.7,10.8,1.8,6.8,4.3,4.8,0.7,5.0,5.7,5.3,0.8,0.5,5.3,3.5,19.2,.368,.431,.268,.897,.484,.420,F-G,piercpa01
1491,Paul Pierce,12,2013-14,36,BRK,12,12,30.7,5.0,10.8,3.4,6.3,1.6,4.4,2.1,2.7,0.3,4.2,4.5,2.0,1.2,0.3,1.7,3.7,13.7,.465,.539,.358,.781,.573,.539,F-G,piercpa01
1492,Paul Pierce,10,2014-15,37,WAS,10,10,29.8,4.8,9.9,1.5,3.6,3.3,6.3,1.7,2.0,0.0,4.2,4.2,0.9,0.6,0.7,1.0,3.3,14.6,.485,.417,.524,.850,.677,.652,F-G,piercpa01
1493,Paul Pierce,5,2015-16,38,LAC,5,1,10.8,0.4,2.4,0.2,1.4,0.2,1.0,0.2,0.8,0.0,1.2,1.2,0.2,0.4,0.0,0.4,1.2,1.2,.167,.143,.200,.250,.218,.208,F-G,piercpa01
1494,Paul Pierce,7,2016-17,39,LAC,7,0,14.4,1.1,2.6,0.6,1.1,0.6,1.4,0.1,0.1,0.3,1.7,2.0,1.0,0.3,0.0,0.6,1.6,3.0,.444,.500,.400,1.000,.569,.556,F-G,piercpa01
1495,Mickaël Piétrus,20,2011-12,29,BOS,20,1,19.7,1.2,3.7,0.6,1.0,0.6,2.7,0.5,0.8,0.6,1.5,2.1,0.1,0.7,0.3,0.5,2.5,3.5,.329,.632,.222,.563,.431,.411,G-F,pietrmi01
1496,Mason Plumlee,10,2013-14,23,BRK,10,0,11.4,0.7,1.6,0.7,1.6,0.0,0.0,0.8,1.8,0.5,1.8,2.3,0.2,0.3,0.7,0.9,2.4,2.2,.438,.438,,.444,.460,.438,C-F,plumlma01
1497,Mason Plumlee,6,2014-15,24,BRK,6,0,8.2,0.7,1.0,0.7,1.0,0.0,0.0,0.7,1.8,0.3,1.0,1.3,0.3,0.7,0.3,0.5,1.7,2.0,.667,.667,,.364,.554,.667,C-F,plumlma01
1498,Mason Plumlee,11,2015-16,25,POR,11,11,27.8,2.5,6.4,2.5,6.4,0.0,0.0,1.9,3.0,3.4,8.5,11.8,4.8,0.6,1.0,2.3,3.8,7.0,.400,.400,,.636,.456,.400,C-F,plumlma01
1499,Mason Plumlee,14,2018-19,28,DEN,14,0,15.6,1.7,3.4,1.7,3.3,0.0,0.1,1.1,2.0,1.9,2.6,4.4,1.5,0.5,0.7,0.6,2.8,4.6,.511,.522,.000,.571,.539,.511,C-F,plumlma01
1500,Mason Plumlee,19,2019-20,29,DEN,19,0,10.8,1.0,2.1,1.0,2.0,0.0,0.1,0.4,0.6,1.6,1.6,3.2,1.3,0.2,0.4,0.6,2.1,2.4,.487,.500,.000,.667,.519,.487,C-F,plumlma01
1501,Jakob Poeltl,6,2016-17,21,TOR,6,0,4.3,0.8,1.8,0.8,1.8,0.0,0.0,0.0,0.3,1.0,1.0,2.0,0.0,0.2,0.2,0.0,0.5,1.7,.455,.455,,.000,.421,.455,C,poeltja01
1502,Jakob Poeltl,9,2017-18,22,TOR,9,0,15.6,1.9,3.4,1.9,3.3,0.0,0.1,1.7,2.1,1.7,2.3,4.0,0.7,0.3,0.4,0.9,2.8,5.4,.548,.567,.000,.789,.622,.548,C,poeltja01
1503,Jakob Poeltl,7,2018-19,23,SAS,7,7,25.3,3.3,5.1,3.3,5.0,0.0,0.1,0.7,1.3,3.6,4.1,7.7,1.7,0.3,0.7,0.4,3.7,7.3,.639,.657,.000,.556,.638,.639,C,poeltja01
1504,Quincy Pondexter,7,2011-12,23,MEM,7,0,16.3,1.7,2.6,1.4,2.0,0.3,0.6,1.0,1.3,0.4,1.9,2.3,0.3,0.6,0.0,0.7,1.9,4.7,.667,.714,.500,.778,.751,.722,G-F,pondequ01
1505,Quincy Pondexter,15,2012-13,24,MEM,15,0,23.8,3.1,6.3,1.5,2.7,1.6,3.5,1.1,1.9,0.6,1.9,2.5,0.7,0.7,0.1,0.6,2.1,8.9,.489,.537,.453,.607,.625,.617,G-F,pondequ01
1506,Quincy Pondexter,4,2014-15,26,NOP,4,4,31.0,2.5,7.0,1.8,4.5,0.8,2.5,1.5,1.8,0.8,4.3,5.0,3.0,1.8,0.0,0.3,3.3,7.3,.357,.389,.300,.857,.467,.411,G-F,pondequ01
1507,Quincy Pondexter,5,2018-19,30,SAS,5,0,2.4,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.0,.000,.000,.000,,.000,.000,G-F,pondequ01
1508,Jordan Poole,22,2021-22,22,GSW,22,5,27.5,5.9,11.5,3.6,5.7,2.3,5.8,3.0,3.2,0.5,2.4,2.8,3.8,0.8,0.4,2.4,2.8,17.0,.508,.627,.391,.915,.654,.606,G,poolejo01
1509,Michael Porter Jr.,19,2019-20,21,DEN,19,3,23.7,4.1,8.6,2.3,3.9,1.8,4.7,1.4,1.8,1.1,5.6,6.7,0.8,0.7,0.3,1.3,2.3,11.4,.476,.587,.382,.743,.602,.579,F,portemi01
1510,Michael Porter Jr.,10,2020-21,22,DEN,10,10,33.2,6.4,13.5,3.5,6.2,2.9,7.3,1.7,2.1,1.2,5.0,6.2,1.3,1.1,0.3,1.6,3.1,17.4,.474,.565,.397,.810,.603,.581,F,portemi01
1511,Otto Porter Jr.,10,2014-15,21,WAS,10,0,33.1,3.9,8.8,2.7,5.6,1.2,3.2,1.0,2.1,2.4,5.6,8.0,1.8,1.2,0.2,0.6,1.6,10.0,.443,.482,.375,.476,.514,.511,F,porteot01
1512,Otto Porter Jr.,13,2016-17,23,WAS,13,13,32.9,4.5,8.4,3.6,5.4,0.8,3.0,2.4,2.7,1.2,5.8,6.9,1.8,1.6,0.5,0.8,2.0,12.2,.532,.671,.282,.886,.635,.583,F,porteot01
1513,Otto Porter Jr.,5,2017-18,24,WAS,5,5,31.6,4.0,8.2,3.0,5.8,1.0,2.4,1.0,1.6,0.2,4.8,5.0,1.6,1.2,1.0,0.6,1.2,10.0,.488,.517,.417,.625,.562,.549,F,porteot01
1514,Otto Porter Jr.,19,2021-22,28,GSW,19,3,19.5,2.0,4.1,1.0,1.6,1.0,2.5,0.4,0.5,0.6,2.8,3.4,1.8,0.9,0.3,0.6,1.8,5.4,.494,.633,.404,.778,.630,.617,F,porteot01
1515,Bobby Portis,6,2016-17,21,CHI,6,0,20.2,2.8,5.5,1.8,3.3,1.0,2.2,0.0,0.0,0.8,5.2,6.0,1.2,0.5,0.5,1.0,1.7,6.7,.515,.550,.462,,.606,.606,F,portibo01
1516,Bobby Portis,20,2020-21,25,MIL,20,2,18.3,3.5,7.6,2.6,5.0,0.9,2.6,0.9,1.3,1.7,3.4,5.0,0.6,0.7,0.4,0.5,1.6,8.8,.464,.525,.346,.720,.543,.523,F,portibo01
1517,Bobby Portis,12,2021-22,26,MIL,12,5,24.8,4.0,9.6,2.8,5.7,1.2,3.9,1.4,1.8,2.1,7.9,10.0,0.8,0.4,0.3,1.3,2.2,10.6,.417,.500,.298,.773,.509,.478,F,portibo01
1518,Kristaps Porziņģis,7,2020-21,25,DAL,7,7,33.3,4.9,10.3,3.7,6.4,1.1,3.9,2.3,2.7,1.0,4.4,5.4,1.3,1.3,0.7,0.4,2.7,13.1,.472,.578,.296,.842,.572,.528,F-C,porzikr01
1519,Dwight Powell,4,2015-16,24,DAL,4,0,16.0,2.3,4.8,2.3,4.5,0.0,0.3,1.5,2.8,2.3,2.0,4.3,1.0,0.3,0.0,0.3,1.3,6.0,.474,.500,.000,.545,.503,.474,F-C,poweldw01
1520,Dwight Powell,7,2020-21,29,DAL,7,0,7.4,1.0,1.1,1.0,1.1,0.0,0.0,0.7,0.9,0.7,1.1,1.9,0.9,0.3,0.0,0.1,1.1,2.7,.875,.875,,.833,.893,.875,F-C,poweldw01
1521,Dwight Powell,18,2021-22,30,DAL,18,18,13.8,1.2,1.9,1.2,1.8,0.0,0.1,0.8,1.3,0.9,1.7,2.6,0.2,0.2,0.3,0.5,2.2,3.2,.629,.667,.000,.609,.643,.629,F-C,poweldw01
1522,Norman Powell,18,2015-16,22,TOR,18,3,11.4,1.5,3.9,1.1,2.4,0.4,1.4,0.4,0.4,0.2,1.3,1.5,0.3,0.7,0.1,0.3,1.0,3.8,.386,.455,.269,.875,.462,.436,G,powelno01
1523,Norman Powell,9,2016-17,23,TOR,9,5,25.2,3.9,9.1,2.2,5.3,1.7,3.8,2.2,2.7,0.6,2.6,3.1,1.6,1.1,0.3,1.7,2.8,11.7,.427,.417,.441,.833,.567,.518,G,powelno01
1524,Norman Powell,6,2017-18,24,TOR,6,0,6.7,0.7,2.3,0.5,1.2,0.2,1.2,0.5,0.7,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.7,2.0,.286,.429,.143,.750,.381,.321,G,powelno01
1525,Norman Powell,23,2018-19,25,TOR,23,0,15.9,2.4,5.5,1.4,2.8,1.0,2.7,0.6,0.8,0.2,2.0,2.2,1.1,0.4,0.0,0.5,1.3,6.5,.444,.500,.387,.737,.558,.540,G,powelno01
1526,Norman Powell,11,2019-20,26,TOR,11,0,24.8,4.6,9.5,2.6,4.7,2.0,4.7,2.1,2.6,0.4,2.0,2.4,1.0,0.5,0.3,1.0,2.6,13.4,.490,.558,.423,.793,.629,.596,G,powelno01
1527,Norman Powell,6,2020-21,27,POR,6,6,36.0,6.3,12.7,4.7,8.3,1.7,4.3,2.7,3.0,0.5,1.7,2.2,2.0,0.8,1.0,1.2,2.8,17.0,.500,.560,.385,.889,.608,.566,G,powelno01
1528,A.J. Price,4,2011-12,25,IND,4,0,1.8,0.3,0.5,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.0,0.0,0.0,0.0,0.5,.500,.500,,,.500,.500,G,priceaj01
1529,Pablo Prigioni,11,2012-13,35,NYK,11,10,20.9,1.5,3.9,0.4,1.2,1.2,2.7,0.2,0.4,0.2,1.4,1.5,3.2,1.3,0.1,0.5,1.9,4.5,.395,.308,.433,.500,.547,.547,G,prigipa01
1530,Pablo Prigioni,17,2014-15,37,HOU,17,0,17.2,1.1,3.4,0.4,0.9,0.7,2.4,0.2,0.2,0.4,0.8,1.1,2.3,0.9,0.0,0.7,2.4,3.1,.333,.438,.293,.750,.451,.439,G,prigipa01
1531,Pablo Prigioni,5,2015-16,38,LAC,5,0,5.2,0.0,1.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.2,0.6,1.4,0.0,0.0,0.6,1.6,0.0,.000,.000,.000,,.000,.000,G,prigipa01
1532,Taurean Prince,6,2016-17,22,ATL,6,6,31.2,4.8,8.7,4.2,6.3,0.7,2.3,0.8,0.8,1.2,4.2,5.3,1.3,0.3,0.2,1.2,1.5,11.2,.558,.658,.286,1.000,.618,.596,F,princta02
1533,Taurean Prince,5,2021-22,27,MIN,5,0,13.0,2.0,5.4,1.2,2.6,0.8,2.8,1.2,1.4,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1.0,6.0,.370,.462,.286,.857,.499,.444,F,princta02
1534,Tayshaun Prince,15,2012-13,32,MEM,15,15,30.3,2.9,8.1,2.5,6.8,0.3,1.3,0.9,1.5,0.8,3.0,3.8,1.9,0.5,0.3,0.7,1.2,7.0,.355,.373,.263,.609,.400,.376,F,princta01
1535,Tayshaun Prince,7,2013-14,33,MEM,7,6,16.1,1.4,3.7,1.3,3.1,0.1,0.6,0.0,0.0,0.6,0.9,1.4,0.9,0.1,0.0,0.1,1.1,3.0,.385,.409,.250,,.404,.404,F,princta01
1536,Payton Pritchard,5,2020-21,23,BOS,5,0,13.4,1.2,3.4,0.6,1.4,0.6,2.0,0.4,0.4,0.4,1.4,1.8,2.4,0.4,0.0,0.6,0.8,3.4,.353,.429,.300,1.000,.475,.441,G,pritcpa01
1537,Payton Pritchard,24,2021-22,24,BOS,24,0,12.9,1.8,4.3,0.8,1.3,1.0,3.0,0.2,0.3,0.4,1.5,1.9,1.6,0.3,0.1,0.4,1.0,4.8,.422,.633,.333,.667,.545,.539,G,pritcpa01
1538,Immanuel Quickley,5,2020-21,21,NYK,5,0,15.4,2.0,6.6,1.2,4.4,0.8,2.2,1.0,1.4,0.0,1.4,1.4,1.0,0.6,0.0,1.2,1.6,5.8,.303,.273,.364,.714,.402,.364,G,quickim01
1539,Julius Randle,5,2020-21,26,NYK,5,5,36.0,5.6,18.8,3.4,12.2,2.2,6.6,4.6,5.4,2.2,9.4,11.6,4.0,0.6,0.0,4.6,3.6,18.0,.298,.279,.333,.852,.425,.356,F-C,randlju01
1540,Anthony Randolph,5,2012-13,23,DEN,5,0,6.0,1.8,2.2,1.8,2.2,0.0,0.0,1.6,2.2,0.0,1.2,1.2,0.0,0.4,0.0,0.4,0.8,5.2,.818,.818,,.727,.821,.818,F,randoan01
1541,Zach Randolph,7,2011-12,30,MEM,7,7,35.4,5.3,12.6,5.3,12.0,0.0,0.6,3.1,5.0,3.9,6.0,9.9,0.9,1.0,0.6,1.6,3.6,13.7,.420,.440,.000,.629,.464,.420,F-C,randoza01
1542,Zach Randolph,15,2012-13,31,MEM,15,15,36.9,6.6,14.3,6.6,14.3,0.0,0.1,4.2,6.3,3.9,6.1,10.0,1.6,0.7,0.5,2.1,3.5,17.4,.460,.463,.000,.670,.509,.460,F-C,randoza01
1543,Zach Randolph,6,2013-14,32,MEM,6,6,39.0,7.0,17.3,7.0,17.2,0.0,0.2,4.2,6.8,2.8,5.8,8.7,2.3,0.8,0.2,1.7,2.2,18.2,.404,.408,.000,.610,.447,.404,F-C,randoza01
1544,Zach Randolph,11,2014-15,33,MEM,11,11,34.7,6.5,15.3,6.4,14.8,0.1,0.5,2.6,3.0,2.9,5.5,8.5,2.1,0.5,0.0,2.1,3.4,15.6,.423,.429,.200,.879,.471,.426,F-C,randoza01
1545,Zach Randolph,4,2015-16,34,MEM,4,4,30.0,5.8,15.5,5.8,15.5,0.0,0.0,1.5,1.8,3.8,5.0,8.8,1.8,0.3,0.0,1.8,2.5,13.0,.371,.371,,.857,.400,.371,F-C,randoza01
1546,Zach Randolph,6,2016-17,35,MEM,6,4,31.8,5.8,13.8,5.7,12.7,0.2,1.2,1.3,1.8,1.5,6.7,8.2,0.7,0.8,0.3,1.2,2.3,13.2,.422,.447,.143,.727,.450,.428,F-C,randoza01
1547,Cam Reddish,4,2020-21,21,ATL,4,0,23.0,4.8,9.0,2.5,5.5,2.3,3.5,1.0,1.3,0.3,3.3,3.5,1.8,1.5,0.5,1.3,2.8,12.8,.528,.455,.643,.800,.668,.653,F,reddica01
1548,J.J. Redick,5,2011-12,27,ORL,5,0,24.6,3.8,8.8,3.0,5.0,0.8,3.8,2.4,2.8,0.0,1.0,1.0,3.2,0.2,0.0,1.2,0.8,10.8,.432,.600,.211,.857,.538,.477,G,redicjj01
1549,J.J. Redick,4,2012-13,28,MIL,4,0,17.3,2.8,6.3,1.8,3.3,1.0,3.0,0.8,0.8,0.0,0.8,0.8,1.3,0.3,0.0,1.5,2.3,7.3,.440,.538,.333,1.000,.551,.520,G,redicjj01
1550,J.J. Redick,13,2013-14,29,LAC,13,13,27.0,4.7,10.2,2.7,5.2,2.0,5.0,1.9,2.0,0.3,1.4,1.7,1.5,0.8,0.0,1.0,1.8,13.3,.459,.515,.400,.962,.599,.556,G,redicjj01
1551,J.J. Redick,14,2014-15,30,LAC,14,14,38.6,5.0,11.5,2.5,5.2,2.5,6.3,2.4,2.5,0.0,2.1,2.1,1.7,0.7,0.4,1.9,2.6,14.9,.435,.479,.398,.943,.590,.543,G,redicjj01
1552,J.J. Redick,6,2015-16,31,LAC,6,6,27.7,5.7,13.2,3.8,8.0,1.8,5.2,0.3,0.5,0.2,1.8,2.0,0.8,0.2,0.2,0.8,1.8,13.5,.430,.479,.355,.667,.504,.500,G,redicjj01
1553,J.J. Redick,7,2016-17,32,LAC,7,7,29.4,2.7,7.1,1.4,3.4,1.3,3.7,2.4,2.9,0.0,1.7,1.7,0.9,0.3,0.0,1.9,2.4,9.1,.380,.417,.346,.850,.544,.470,G,redicjj01
1554,J.J. Redick,10,2017-18,33,PHI,10,10,34.2,6.0,13.5,3.4,6.0,2.6,7.5,3.6,4.2,0.3,1.2,1.5,2.6,0.8,0.1,1.1,2.1,18.2,.444,.567,.347,.857,.593,.541,G,redicjj01
1555,J.J. Redick,12,2018-19,34,PHI,12,12,31.3,4.5,10.3,1.5,3.1,3.0,7.3,1.4,1.7,0.1,1.3,1.4,1.6,0.1,0.3,1.8,2.7,13.4,.435,.486,.414,.850,.606,.581,G,redicjj01
1556,Paul Reed,12,2021-22,22,PHI,12,0,11.7,1.6,3.0,1.4,2.8,0.2,0.3,0.3,0.6,1.8,2.0,3.8,0.8,0.8,0.5,0.8,2.4,3.7,.528,.515,.667,.571,.563,.556,F,reedpa01
1557,Naz Reid,5,2021-22,22,MIN,5,0,10.8,1.4,3.4,0.8,2.0,0.6,1.4,1.4,1.4,0.4,2.4,2.8,0.0,0.2,1.2,1.0,2.8,4.8,.412,.400,.429,1.000,.598,.500,F,reidna01
1558,Jason Richardson,5,2011-12,31,ORL,5,5,29.6,4.2,10.6,2.2,5.2,2.0,5.4,1.0,2.4,0.8,3.0,3.8,1.0,1.2,0.4,1.2,1.4,11.4,.396,.423,.370,.417,.489,.491,G,richaja01
1559,Josh Richardson,14,2015-16,22,MIA,14,0,27.6,2.4,6.4,1.1,3.1,1.2,3.3,0.7,1.0,0.7,2.9,3.6,1.6,0.4,0.9,0.9,2.6,6.6,.371,.372,.370,.714,.489,.466,G,richajo01
1560,Josh Richardson,5,2017-18,24,MIA,5,5,26.0,3.0,8.0,1.8,4.2,1.2,3.8,1.2,1.4,0.8,2.2,3.0,2.8,2.2,1.0,1.0,3.4,8.4,.375,.429,.316,.857,.487,.450,G,richajo01
