Player,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
Alonzo Gee,25-29,287,20.7,2.2,5.0,1.8,3.7,0.4,1.3,1.1,1.5,0.7,2.1,2.9,1.0,0.9,0.2,0.9,1.9,5.8,0.436,0.478,0.315,0.739,0.518,0.477,G
Rudy Gay,26-36,683,27.5,5.4,12.0,4.3,8.8,1.1,3.1,2.6,3.1,1.1,4.4,5.5,2.1,0.9,0.6,1.8,2.1,14.4,0.448,0.484,0.345,0.823,0.538,0.493,F
Pau Gasol,32-38,430,28.6,5.5,11.5,5.1,10.6,0.4,0.9,2.7,3.5,2.0,7.2,9.2,3.1,0.4,1.4,1.8,1.8,14.0,0.479,0.485,0.409,0.757,0.538,0.494,C-F
Marc Gasol,28-36,594,31.6,5.4,11.6,4.6,9.6,0.7,2.0,3.1,3.8,1.2,5.9,7.1,3.8,0.9,1.3,2.0,2.6,14.5,0.462,0.482,0.363,0.808,0.547,0.493,C
Usman Garuba,19-20,99,12.2,1.1,2.2,0.8,1.4,0.3,0.8,0.3,0.5,1.4,2.5,3.9,0.8,0.5,0.4,0.5,1.6,2.8,0.475,0.535,0.367,0.63,0.558,0.541,F
Diante Garrett,24-25,90,13.3,1.3,3.5,0.9,2.3,0.4,1.2,0.2,0.2,0.2,1.1,1.2,1.7,0.6,0.1,1.0,0.9,3.2,0.373,0.384,0.351,0.682,0.445,0.435,G
Kevin Garnett,36-39,207,22.4,3.7,7.9,3.7,7.7,0.0,0.1,1.2,1.5,1.0,5.6,6.5,1.8,0.9,0.6,1.2,2.2,8.7,0.477,0.483,0.111,0.783,0.51,0.478,F-C
Darius Garland,20-23,250,34.0,6.8,15.2,4.6,9.5,2.2,5.7,2.7,3.1,0.5,2.1,2.6,6.7,1.1,0.1,3.0,1.9,18.5,0.449,0.485,0.387,0.871,0.559,0.521,G
Francisco García,31-33,127,18.2,2.0,5.2,0.8,1.9,1.1,3.3,0.2,0.3,0.3,1.6,1.8,1.1,0.6,0.6,0.6,1.8,5.4,0.385,0.446,0.35,0.659,0.503,0.496,F-G
Langston Galloway,23-30,452,21.8,2.9,7.3,1.5,3.4,1.4,3.8,0.9,1.1,0.5,2.0,2.4,1.6,0.7,0.1,0.6,1.6,8.1,0.397,0.43,0.368,0.816,0.521,0.494,G
Danilo Gallinari,24-33,514,29.5,5.0,11.5,2.9,6.3,2.0,5.2,4.3,4.8,0.7,4.3,5.0,2.0,0.7,0.3,1.2,1.6,16.2,0.431,0.466,0.388,0.886,0.595,0.519,F
Daniel Gafford,21-24,247,18.0,3.3,4.7,3.3,4.7,0.0,0.0,1.4,2.1,1.9,2.9,4.8,0.8,0.4,1.3,0.9,2.2,8.0,0.706,0.706,0.0,0.665,0.714,0.706,F
Wenyen Gabriel,22-25,145,12.8,1.8,3.3,1.5,2.5,0.3,0.8,0.7,1.1,1.4,2.0,3.4,0.5,0.4,0.4,0.6,2.0,4.5,0.531,0.599,0.319,0.624,0.588,0.57,F
Markelle Fultz,19-24,191,26.3,4.9,10.5,4.5,9.0,0.4,1.4,1.6,2.1,0.8,2.6,3.5,5.0,1.2,0.3,2.0,2.0,11.8,0.472,0.502,0.278,0.734,0.519,0.491,G
Channing Frye,30-35,390,20.0,2.7,6.3,1.2,2.4,1.5,4.0,0.6,0.7,0.5,3.2,3.6,0.9,0.5,0.5,0.8,2.1,7.6,0.432,0.51,0.386,0.846,0.572,0.553,C-F
Joel Freeland,25-27,151,12.1,1.4,3.0,1.4,3.0,0.0,0.0,0.4,0.5,1.3,2.2,3.4,0.4,0.2,0.4,0.5,1.7,3.2,0.459,0.461,0.0,0.728,0.486,0.459,F-C
Enes Freedom,20-29,682,22.3,4.9,8.8,4.8,8.6,0.1,0.2,2.0,2.6,3.1,5.0,8.1,0.9,0.4,0.5,1.5,2.2,11.8,0.55,0.557,0.291,0.783,0.592,0.554,C
Tim Frazier,24-31,289,17.6,1.8,4.4,1.3,3.0,0.5,1.4,0.9,1.2,0.5,1.8,2.3,4.0,0.7,0.1,1.3,1.8,4.9,0.4,0.436,0.323,0.723,0.491,0.451,G
Randy Foye,29-33,363,24.1,3.0,7.8,1.3,3.2,1.7,4.5,1.2,1.4,0.3,1.8,2.1,2.4,0.7,0.3,1.3,2.0,8.9,0.386,0.414,0.366,0.835,0.527,0.493,G
De'Aaron Fox,20-25,395,32.3,7.5,15.8,6.2,12.0,1.2,3.8,4.0,5.5,0.5,3.1,3.7,6.2,1.3,0.4,2.7,2.6,20.2,0.472,0.521,0.321,0.736,0.554,0.511,G
Evan Fournier,20-30,672,28.2,5.0,11.3,3.0,6.1,2.0,5.2,2.0,2.5,0.4,2.3,2.7,2.5,0.9,0.2,1.6,2.4,14.0,0.443,0.498,0.379,0.799,0.563,0.53,G-F
Bryn Forbes,23-29,431,19.9,3.2,7.2,1.5,3.2,1.7,4.1,0.8,0.9,0.2,1.5,1.7,1.2,0.4,0.0,0.7,1.4,8.8,0.436,0.469,0.41,0.826,0.572,0.551,G
Simone Fontecchio,27,52,14.7,2.2,6.0,1.0,2.3,1.2,3.7,0.7,0.8,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,0.369,0.43,0.33,0.795,0.495,0.47,F
Malachi Flynn,22-24,144,15.0,2.0,5.3,1.1,2.6,0.9,2.7,0.6,0.8,0.2,1.5,1.8,1.9,0.5,0.1,0.6,1.2,5.5,0.374,0.414,0.335,0.752,0.484,0.459,G
Derek Fisher,38-39,114,17.6,1.7,4.6,0.7,1.9,1.0,2.7,0.8,1.0,0.1,1.3,1.4,1.4,0.8,0.1,0.7,1.9,5.3,0.375,0.366,0.382,0.826,0.526,0.489,G
Dorian Finney-Smith,23-29,460,27.8,3.0,6.9,1.5,2.8,1.5,4.1,0.7,1.0,1.5,3.1,4.6,1.4,0.8,0.4,0.9,2.2,8.2,0.437,0.557,0.357,0.723,0.561,0.544,F
Landry Fields,24-26,107,14.7,1.4,3.1,1.4,2.9,0.0,0.2,0.5,0.8,0.8,2.0,2.7,0.9,0.5,0.1,0.6,0.9,3.3,0.45,0.471,0.143,0.654,0.483,0.455,F
Yogi Ferrell,23-27,259,20.1,2.8,6.6,1.7,3.6,1.1,3.1,1.0,1.2,0.3,1.8,2.1,2.3,0.6,0.1,0.8,1.4,7.7,0.42,0.467,0.365,0.835,0.537,0.504,G
Terrance Ferguson,19-22,204,19.6,1.6,4.1,0.7,1.2,1.0,2.9,0.3,0.4,0.4,0.9,1.3,0.7,0.5,0.2,0.5,2.3,4.5,0.404,0.57,0.334,0.753,0.536,0.522,G-F
Raymond Felton,28-34,437,23.4,3.3,8.0,2.4,5.4,0.9,2.6,1.0,1.3,0.5,2.0,2.5,3.5,0.9,0.2,1.4,1.6,8.5,0.413,0.454,0.328,0.797,0.496,0.467,G
Cristiano Felício,23-28,252,14.1,1.7,3.0,1.7,2.9,0.0,0.1,0.9,1.3,1.5,2.4,3.9,0.7,0.3,0.2,0.6,1.4,4.3,0.572,0.582,0.0,0.673,0.602,0.572,F-C
Derrick Favors,21-30,647,25.2,4.6,8.6,4.6,8.3,0.1,0.3,1.9,2.9,2.5,4.9,7.4,1.2,0.8,1.2,1.3,2.4,11.2,0.538,0.55,0.198,0.671,0.57,0.541,F-C
Vítor Luiz Faverani,25,37,13.2,1.7,4.0,1.4,2.9,0.3,1.1,0.6,1.0,1.1,2.3,3.5,0.4,0.4,0.7,1.1,2.0,4.4,0.435,0.486,0.3,0.649,0.502,0.476,C
Jordan Farmar,27-30,91,19.4,2.8,7.0,1.5,3.5,1.4,3.4,0.7,0.9,0.4,1.5,1.9,3.4,0.8,0.2,1.6,1.5,7.7,0.407,0.412,0.402,0.8,0.527,0.506,G
Kenneth Faried,23-29,432,24.7,4.7,8.6,4.6,8.5,0.0,0.1,2.2,3.3,3.1,5.1,8.2,1.0,0.7,0.8,1.3,2.5,11.5,0.543,0.547,0.222,0.653,0.573,0.544,F-C
Festus Ezeli,23-26,170,14.1,1.6,3.2,1.6,3.2,0.0,0.0,1.0,1.7,1.7,2.5,4.3,0.4,0.3,1.0,0.8,1.9,4.2,0.513,0.513,0.0,0.557,0.536,0.513,C
Dante Exum,19-25,245,18.6,2.1,5.1,1.4,2.9,0.7,2.2,0.8,1.1,0.4,1.4,1.8,2.1,0.4,0.2,1.3,1.8,5.7,0.407,0.485,0.305,0.764,0.507,0.473,G
Tyreke Evans,23-29,402,28.1,5.4,12.4,4.4,9.5,1.0,2.9,2.7,3.5,0.8,3.6,4.4,4.6,1.1,0.3,2.3,2.1,14.5,0.439,0.468,0.346,0.752,0.521,0.479,G-F
Reggie Evans,32-34,181,20.1,1.4,3.0,1.4,3.0,0.0,0.0,1.4,2.5,2.6,5.8,8.4,0.5,0.7,0.1,1.2,2.3,4.2,0.464,0.465,0.0,0.546,0.505,0.464,F
Jawun Evans,21-22,56,15.1,1.6,4.8,1.4,3.8,0.3,1.0,0.7,0.9,0.2,1.5,1.7,2.0,0.7,0.1,0.9,1.9,4.2,0.345,0.367,0.263,0.776,0.411,0.373,G
Drew Eubanks,21-25,248,16.0,2.5,4.0,2.4,3.9,0.1,0.2,1.2,1.6,1.5,3.2,4.7,1.0,0.4,0.9,0.9,1.7,6.1,0.607,0.619,0.341,0.725,0.646,0.615,F
Tyler Ennis,20-23,186,12.6,1.7,4.1,1.4,3.0,0.4,1.1,0.4,0.5,0.3,1.1,1.3,1.9,0.5,0.1,0.9,1.3,4.2,0.419,0.458,0.317,0.768,0.484,0.463,G
James Ennis III,24-31,395,20.3,2.3,5.0,1.5,2.8,0.8,2.2,1.3,1.6,1.0,2.3,3.3,0.9,0.6,0.3,0.8,2.0,6.7,0.457,0.534,0.36,0.797,0.582,0.537,F
Joel Embiid,22-28,394,31.8,9.0,17.9,7.8,14.5,1.2,3.4,8.1,9.9,2.2,8.9,11.2,3.4,0.9,1.7,3.4,3.1,27.2,0.501,0.54,0.337,0.819,0.611,0.533,C
Monta Ellis,27-31,399,33.9,6.2,14.2,5.2,11.0,0.9,3.1,2.8,3.6,0.4,2.8,3.2,4.8,1.7,0.4,2.6,2.2,16.0,0.435,0.473,0.302,0.771,0.51,0.468,G
Wayne Ellington,25-34,581,21.6,3.0,7.4,1.2,2.6,1.8,4.8,0.6,0.8,0.3,1.9,2.2,1.2,0.6,0.1,0.6,1.2,8.5,0.41,0.46,0.383,0.848,0.553,0.534,G
CJ Elleby,20-21,88,15.5,1.7,4.3,1.2,2.4,0.5,1.8,0.8,1.1,0.9,2.1,2.9,1.1,0.5,0.3,0.7,1.6,4.6,0.39,0.477,0.275,0.717,0.487,0.449,F
Kessler Edwards,21-22,84,16.3,1.7,4.3,1.0,2.0,0.8,2.3,0.3,0.4,0.8,2.0,2.8,0.6,0.5,0.4,0.7,1.5,4.6,0.406,0.479,0.34,0.794,0.512,0.496,F
Anthony Edwards,19-21,223,34.2,7.9,17.9,5.2,10.3,2.7,7.6,3.4,4.4,0.8,4.3,5.1,3.7,1.4,0.6,2.7,2.1,21.8,0.441,0.506,0.352,0.77,0.55,0.516,G
Tari Eason,21,82,21.5,3.6,8.0,2.9,6.0,0.7,2.1,1.3,1.8,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3,0.448,0.486,0.343,0.752,0.525,0.493,F
Cleanthony Early,23-24,56,14.3,1.6,4.5,1.1,2.8,0.5,1.8,0.7,0.9,0.5,1.7,2.2,0.8,0.5,0.3,0.9,1.3,4.3,0.346,0.4,0.263,0.75,0.435,0.398,F
Jalen Duren,19,67,24.9,3.9,5.9,3.9,5.9,0.0,0.0,1.4,2.3,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,0.648,0.652,0.0,0.611,0.655,0.648,C
Kevin Durant,24-34,606,35.8,9.6,18.4,7.4,13.0,2.1,5.4,6.6,7.4,0.5,6.8,7.3,5.3,1.0,1.2,3.2,1.9,27.9,0.519,0.571,0.395,0.891,0.643,0.577,F-G
Kris Dunn,22-28,267,24.2,3.5,8.1,2.9,6.3,0.5,1.7,1.0,1.4,0.4,3.0,3.4,4.3,1.5,0.4,1.8,2.9,8.6,0.432,0.465,0.313,0.744,0.492,0.466,G
Mike Dunleavy,32-36,304,26.0,3.3,7.5,1.8,3.8,1.5,3.7,1.3,1.5,0.4,3.1,3.6,1.8,0.6,0.4,1.0,1.8,9.2,0.432,0.461,0.402,0.824,0.563,0.53,F-G
Tim Duncan,36-39,281,28.5,5.6,11.2,5.6,11.1,0.0,0.1,2.8,3.8,2.0,7.1,9.1,2.8,0.7,2.0,1.9,1.9,14.0,0.499,0.501,0.19,0.754,0.546,0.5,F-C
David Duke Jr.,22-23,45,12.6,1.7,4.1,1.4,3.0,0.2,1.1,0.6,0.8,0.9,1.2,2.1,0.8,0.5,0.2,0.6,1.5,4.2,0.403,0.474,0.204,0.763,0.466,0.43,G
Chris Duhon,30,46,17.8,1.0,2.7,0.3,0.7,0.7,2.0,0.1,0.3,0.2,1.2,1.5,2.9,0.4,0.0,0.9,1.2,2.9,0.382,0.438,0.363,0.462,0.517,0.516,G
Jared Dudley,27-35,534,21.4,2.4,5.2,1.4,2.6,1.0,2.6,0.7,1.0,0.6,2.2,2.7,1.7,0.7,0.2,0.8,1.9,6.5,0.454,0.525,0.384,0.734,0.572,0.55,F-G
Chris Duarte,24-25,101,24.1,3.9,9.4,2.4,5.2,1.5,4.2,1.5,1.8,0.6,2.8,3.4,1.8,0.8,0.2,1.3,1.6,10.7,0.41,0.461,0.347,0.821,0.523,0.488,G
Andre Drummond,19-29,785,28.2,5.5,10.2,5.5,10.1,0.0,0.1,2.1,4.3,4.3,8.4,12.7,1.3,1.3,1.4,1.9,3.0,13.2,0.542,0.548,0.128,0.475,0.542,0.543,C
Larry Drew II,24-27,22,13.1,1.2,3.7,0.9,2.1,0.3,1.6,0.1,0.1,0.2,0.6,0.8,2.5,0.3,0.0,1.3,0.9,2.9,0.329,0.426,0.2,0.667,0.378,0.372,G
Goran Dragić,26-36,675,30.3,5.7,12.3,4.3,8.4,1.4,3.8,2.7,3.5,0.7,2.6,3.3,5.2,1.0,0.2,2.4,2.4,15.4,0.462,0.509,0.361,0.773,0.558,0.519,G
PJ Dozier,21-26,121,16.3,2.2,5.5,1.5,3.3,0.7,2.2,0.6,0.9,0.5,2.2,2.7,1.6,0.5,0.3,0.8,1.4,5.7,0.402,0.466,0.307,0.673,0.484,0.464,G
Sekou Doumbouya,19-21,96,17.1,2.1,5.5,1.6,3.2,0.6,2.2,0.8,1.2,0.6,2.1,2.8,0.7,0.5,0.2,0.8,1.8,5.6,0.388,0.479,0.256,0.693,0.47,0.44,F
Chris Douglas-Roberts,26-28,67,17.6,1.8,4.3,1.0,2.1,0.8,2.1,1.2,1.5,0.3,1.8,2.0,0.9,0.5,0.2,0.6,1.2,5.6,0.422,0.479,0.364,0.81,0.566,0.512,G
Toney Douglas,26-30,219,17.3,2.3,5.8,1.4,3.1,0.9,2.7,1.0,1.2,0.4,1.6,2.1,2.1,0.9,0.1,1.0,1.9,6.6,0.399,0.436,0.355,0.838,0.519,0.48,G
Damyean Dotson,23-27,213,19.9,2.8,6.8,1.6,3.3,1.2,3.4,0.6,0.9,0.3,2.2,2.5,1.5,0.5,0.1,0.7,1.2,7.5,0.417,0.491,0.345,0.711,0.521,0.504,G
Ayo Dosunmu,22-23,157,26.8,3.6,7.0,2.7,4.6,0.8,2.4,0.8,1.0,0.5,2.3,2.8,2.9,0.8,0.4,1.3,2.3,8.7,0.506,0.589,0.344,0.744,0.581,0.564,G
Luguentz Dort,20-23,213,29.6,4.5,11.5,2.6,5.8,1.9,5.8,2.5,3.1,1.1,2.8,3.9,1.7,0.9,0.3,1.3,2.9,13.4,0.393,0.454,0.332,0.787,0.521,0.476,G
Tyler Dorsey,21-26,107,15.7,2.4,6.1,1.3,3.0,1.1,3.1,0.8,1.2,0.4,1.9,2.3,1.3,0.3,0.1,0.6,1.1,6.6,0.392,0.434,0.351,0.669,0.503,0.482,G
Joey Dorsey,31,69,12.4,1.2,2.1,1.2,2.1,0.0,0.0,0.3,1.2,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7,0.552,0.556,0.0,0.289,0.507,0.552,F
Luka Dončić,19-23,330,34.3,9.4,20.1,6.6,11.9,2.8,8.2,6.0,8.2,1.0,7.6,8.6,8.0,1.1,0.4,4.0,2.3,27.6,0.466,0.554,0.338,0.739,0.581,0.535,G-F
Donte DiVincenzo,22-26,273,24.3,3.3,7.7,1.6,3.1,1.7,4.7,0.9,1.2,1.0,3.6,4.6,2.8,1.2,0.2,1.4,1.7,9.1,0.42,0.509,0.362,0.777,0.551,0.529,G
Spencer Dinwiddie,21-29,466,27.7,4.5,10.8,2.9,6.0,1.6,4.7,3.2,4.0,0.4,2.6,3.1,5.3,0.7,0.3,1.7,2.3,13.8,0.417,0.483,0.333,0.795,0.549,0.49,G
Ousmane Dieng,19,39,14.6,1.9,4.6,1.3,2.1,0.7,2.5,0.4,0.6,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,0.42,0.602,0.265,0.652,0.505,0.492,F
Gorgui Dieng,24-33,628,20.1,2.8,5.6,2.5,4.7,0.3,0.9,1.5,1.9,1.7,4.0,5.6,1.3,0.7,0.9,1.1,2.1,7.3,0.496,0.522,0.355,0.791,0.572,0.524,C
Boris Diaw,30-34,384,21.7,2.9,5.9,2.5,4.5,0.5,1.3,0.7,0.9,0.8,2.6,3.4,2.6,0.5,0.3,1.3,1.6,7.0,0.497,0.542,0.342,0.745,0.556,0.535,F-C
Hamidou Diallo,20-24,263,18.7,3.4,7.0,3.2,5.9,0.3,1.1,1.4,2.3,1.0,2.8,3.8,1.1,0.8,0.3,1.1,2.2,8.6,0.495,0.534,0.274,0.623,0.54,0.516,G
DeMar DeRozan,23-33,809,35.5,8.2,17.4,7.7,15.7,0.5,1.7,6.1,7.2,0.7,4.0,4.7,4.7,1.0,0.3,2.2,2.2,22.9,0.47,0.488,0.301,0.846,0.558,0.485,G-F
Luol Deng,27-33,363,32.6,4.9,11.1,3.9,8.0,1.0,3.0,2.3,3.0,1.5,4.0,5.6,2.1,1.0,0.3,1.4,1.5,13.1,0.439,0.481,0.328,0.778,0.527,0.484,F
Matthew Dellavedova,23-32,479,19.4,1.9,4.8,1.0,2.5,0.9,2.4,0.7,0.8,0.4,1.3,1.7,3.5,0.4,0.0,1.2,1.8,5.2,0.385,0.406,0.363,0.835,0.504,0.473,G
Carlos Delfino,30,67,25.2,3.7,9.3,1.4,3.0,2.4,6.3,0.7,0.8,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,0.405,0.467,0.375,0.857,0.549,0.532,G
Malcolm Delaney,27-28,127,17.8,2.0,5.3,1.4,3.5,0.6,1.8,1.2,1.5,0.1,1.6,1.8,2.8,0.6,0.1,1.3,1.5,5.7,0.377,0.415,0.308,0.805,0.483,0.431,G
Sam Dekker,21-27,201,15.4,2.2,4.7,1.8,3.2,0.4,1.5,0.5,0.8,1.0,2.1,3.0,0.8,0.5,0.2,0.5,1.0,5.4,0.478,0.57,0.288,0.606,0.537,0.525,F
Dewayne Dedmon,24-33,515,17.3,2.5,4.7,2.1,3.7,0.4,1.1,1.0,1.3,1.5,4.2,5.8,0.7,0.5,0.8,1.0,2.5,6.3,0.526,0.583,0.336,0.731,0.593,0.565,C
Terence Davis,22-25,227,16.1,2.9,6.7,1.5,2.7,1.5,4.0,0.7,0.9,0.4,2.3,2.7,1.3,0.7,0.2,1.0,1.7,8.0,0.434,0.532,0.366,0.826,0.564,0.542,G
Johnny Davis,20,28,15.1,2.4,6.1,1.8,3.6,0.6,2.5,0.5,1.0,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,0.386,0.485,0.243,0.519,0.446,0.436,G
Glen Davis,27-29,176,20.6,3.4,7.5,3.4,7.4,0.0,0.1,1.4,2.0,1.2,3.2,4.4,1.1,0.7,0.4,1.0,2.2,8.2,0.454,0.457,0.235,0.685,0.489,0.456,F-C
Ed Davis,23-32,591,18.0,2.3,4.1,2.3,4.1,0.0,0.0,1.0,1.8,2.2,4.1,6.3,0.7,0.5,0.7,0.7,2.4,5.7,0.573,0.573,0.0,0.578,0.586,0.573,F
Deyonta Davis,20-22,107,12.1,1.9,3.1,1.9,3.1,0.0,0.0,0.5,0.8,1.0,2.3,3.2,0.4,0.2,0.6,0.4,1.7,4.2,0.599,0.601,0.0,0.635,0.611,0.599,C-F
Anthony Davis,19-29,660,34.4,9.0,17.3,8.5,15.7,0.5,1.6,5.6,7.1,2.6,7.8,10.4,2.4,1.3,2.3,2.0,2.4,24.0,0.519,0.541,0.3,0.793,0.589,0.533,F-C
Brandon Davies,22-23,78,12.8,1.4,3.4,1.3,2.8,0.1,0.6,0.7,1.2,1.0,1.5,2.5,0.7,0.5,0.2,0.8,1.9,3.7,0.411,0.448,0.227,0.644,0.469,0.43,F
Troy Daniels,22-28,339,14.9,2.3,5.6,0.6,1.5,1.6,4.1,0.4,0.5,0.2,1.1,1.3,0.5,0.3,0.1,0.6,1.3,6.6,0.401,0.416,0.395,0.799,0.56,0.546,G
Marquis Daniels,32,59,18.4,2.2,5.9,1.9,4.7,0.3,1.2,0.7,0.9,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,0.376,0.401,0.278,0.741,0.432,0.405,G-F
Dyson Daniels,19,59,17.7,1.5,3.5,1.0,2.1,0.5,1.5,0.4,0.7,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,0.418,0.492,0.314,0.65,0.503,0.483,G
Samuel Dalembert,31-33,159,18.4,2.6,4.8,2.6,4.8,0.0,0.0,1.0,1.3,2.3,3.9,6.2,0.6,0.5,1.2,1.1,2.3,6.1,0.537,0.537,0.5,0.722,0.568,0.538,C
Stephen Curry,24-34,702,34.5,8.9,18.7,4.6,8.7,4.3,10.1,4.3,4.7,0.7,4.2,4.9,6.7,1.6,0.2,3.2,2.2,26.4,0.475,0.533,0.426,0.91,0.634,0.59,G
Seth Curry,23-32,438,24.4,4.0,8.5,2.1,4.2,1.9,4.3,1.0,1.2,0.3,1.9,2.2,2.1,0.7,0.1,1.1,1.6,11.0,0.475,0.516,0.435,0.862,0.609,0.586,G
Dante Cunningham,25-31,510,22.4,2.6,5.5,2.1,4.3,0.4,1.2,0.5,0.8,1.1,2.8,3.9,0.8,0.7,0.5,0.5,1.7,6.0,0.464,0.494,0.353,0.636,0.515,0.502,F
Cade Cunningham,20-21,76,32.7,6.9,16.5,5.1,10.9,1.7,5.6,2.3,2.8,0.9,4.7,5.6,5.6,1.2,0.7,3.6,3.1,17.8,0.416,0.471,0.309,0.844,0.502,0.468,G
Jarrett Culver,20-23,144,17.2,2.5,6.4,1.9,4.0,0.6,2.3,0.8,1.5,0.9,1.9,2.8,1.2,0.7,0.4,0.9,1.7,6.5,0.401,0.473,0.276,0.509,0.463,0.451,G
Jae Crowder,22-32,753,25.1,3.3,7.8,1.7,3.4,1.6,4.5,1.4,1.8,0.7,3.6,4.3,1.6,1.0,0.3,0.9,2.1,9.5,0.418,0.512,0.348,0.778,0.552,0.517,F
Jordan Crawford,24-29,175,23.2,4.3,10.0,3.0,6.4,1.2,3.7,1.7,2.0,0.4,2.0,2.5,3.3,0.6,0.1,1.7,1.5,11.5,0.424,0.471,0.341,0.834,0.523,0.486,G
Jamal Crawford,32-39,515,25.6,4.7,11.4,3.1,6.7,1.6,4.6,2.6,2.9,0.3,1.4,1.7,2.7,0.7,0.2,1.6,1.4,13.6,0.413,0.457,0.349,0.88,0.537,0.484,G
Torrey Craig,27-32,379,19.9,2.3,5.1,1.4,2.5,0.9,2.6,0.5,0.7,1.3,2.7,4.0,1.1,0.5,0.6,0.7,2.1,6.0,0.456,0.567,0.347,0.696,0.557,0.544,G-F
Allen Crabbe,21-27,381,24.0,3.2,7.6,1.6,3.4,1.6,4.2,1.0,1.2,0.3,2.5,2.8,1.1,0.6,0.3,0.7,2.0,9.1,0.425,0.471,0.387,0.831,0.559,0.531,G-F
Robert Covington,23-32,585,28.8,3.7,9.2,1.6,3.3,2.1,5.9,1.5,1.9,0.9,4.7,5.6,1.5,1.5,1.0,1.5,2.9,11.1,0.408,0.49,0.362,0.811,0.556,0.524,F-C
DeMarcus Cousins,22-31,509,30.0,7.2,15.6,6.4,13.1,0.8,2.5,5.3,7.1,2.4,8.0,10.3,3.3,1.4,1.2,3.4,3.6,20.6,0.465,0.489,0.335,0.746,0.551,0.491,C-F
Chris Copeland,28-31,171,12.3,2.1,5.0,1.2,2.5,0.9,2.5,0.7,0.9,0.4,1.2,1.6,0.6,0.2,0.2,0.8,1.4,5.8,0.427,0.486,0.365,0.752,0.54,0.516,F
Quinn Cook,23-27,188,14.1,2.5,5.5,1.6,3.2,1.0,2.3,0.3,0.4,0.2,1.4,1.7,1.6,0.3,0.0,0.7,1.1,6.4,0.461,0.5,0.408,0.795,0.559,0.548,G
Pat Connaughton,23-30,478,19.2,2.2,5.2,1.1,1.8,1.2,3.3,0.4,0.6,0.7,2.8,3.5,1.3,0.5,0.3,0.5,1.2,6.1,0.436,0.576,0.359,0.777,0.567,0.552,G
Mike Conley,25-35,667,31.7,5.6,12.7,3.6,7.6,1.9,5.0,3.1,3.7,0.5,2.5,3.1,5.9,1.4,0.2,1.9,2.0,16.1,0.438,0.474,0.383,0.837,0.564,0.514,G
Nick Collison,32-37,322,15.3,1.5,2.9,1.5,2.7,0.1,0.3,0.6,0.9,1.3,2.1,3.4,1.2,0.4,0.3,0.8,2.1,3.8,0.524,0.552,0.238,0.703,0.566,0.535,F
Darren Collison,25-34,496,29.2,4.6,9.6,3.5,7.0,1.0,2.6,2.4,2.9,0.4,2.1,2.6,4.9,1.2,0.1,1.8,1.8,12.6,0.476,0.504,0.402,0.852,0.581,0.53,G
Kyle Collinsworth,26,32,15.0,1.2,3.1,1.1,2.6,0.1,0.5,0.7,1.3,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,0.384,0.415,0.235,0.525,0.433,0.404,G-F
Zach Collins,20-25,245,18.9,2.8,6.0,2.2,4.2,0.6,1.8,1.2,1.6,1.4,3.4,4.8,1.6,0.4,0.7,1.3,2.5,7.5,0.477,0.535,0.342,0.749,0.562,0.528,C-F
John Collins,20-25,364,29.2,6.2,11.3,5.3,8.6,1.0,2.7,2.5,3.2,2.2,5.8,8.0,1.5,0.6,1.0,1.4,3.1,15.8,0.551,0.611,0.356,0.783,0.626,0.593,F
Norris Cole,24-28,295,22.9,2.8,6.8,2.2,4.9,0.6,1.9,0.8,1.0,0.2,1.9,2.1,2.9,0.8,0.1,1.4,1.9,7.0,0.41,0.441,0.33,0.734,0.48,0.456,G
Amir Coffey,22-25,181,15.2,1.9,4.2,1.1,2.2,0.8,2.0,1.0,1.3,0.3,1.4,1.7,1.2,0.3,0.1,0.5,1.0,5.5,0.436,0.499,0.369,0.799,0.569,0.525,G
Nic Claxton,20-23,170,23.7,4.2,6.1,4.2,6.1,0.0,0.1,1.3,2.5,2.0,4.9,6.9,1.4,0.7,1.7,0.9,2.4,9.7,0.679,0.686,0.143,0.54,0.67,0.68,C
Victor Claver,24-26,80,13.4,1.3,3.1,0.8,1.7,0.4,1.5,0.3,0.5,0.5,1.7,2.2,0.7,0.4,0.2,0.7,1.3,3.2,0.398,0.489,0.293,0.585,0.479,0.466,F
Jordan Clarkson,22-30,661,27.5,6.0,13.6,4.1,8.1,1.9,5.5,2.0,2.5,0.9,2.5,3.4,2.7,0.8,0.2,1.8,1.7,15.9,0.44,0.509,0.338,0.826,0.54,0.508,G
