"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","SOCSUPPORT","TOT","PC","A","2009",84.6484594552074,
"EST","SOCSUPPORT","TOT","PC","A","2011",88.6728517295142,
"EST","SOCSUPPORT","TOT","PC","A","2012",85.8499723654584,
"EST","SOCSUPPORT","TOT","PC","A","2013",88.6319640910814,
"EST","SOCSUPPORT","TOT","PC","A","2014",89.2906325850903,
"EST","SOCSUPPORT","TOT","PC","A","2015",90.1986261830376,
"EST","SOCSUPPORT","TOT","PC","A","2016",91.9409041484189,
"EST","SOCSUPPORT","TOT","PC","A","2017",92.3966304373548,
"EST","SOCSUPPORT","TOT","PC","A","2018",91.2164959750763,
"EST","SOCSUPPORT","TOT","PC","A","2019",92.0149683382118,
"EST","SOCSUPPORT","TOT","PC","A","2020",94.9480131440064,
"EST","SOCSUPPORT","TOT","PC","A","2021",93.7337302231034,
"EST","SOCSUPPORT","TOT","PC","A","2022",91.7845684635935,
"ISR","SOCSUPPORT","TOT","PC","A","2006",91.5904950231725,
"ISR","SOCSUPPORT","TOT","PC","A","2007",84.994319504663,
"ISR","SOCSUPPORT","TOT","PC","A","2008",85.1894489702265,
"ISR","SOCSUPPORT","TOT","PC","A","2009",92.9721169024838,
"ISR","SOCSUPPORT","TOT","PC","A","2010",86.0479473675353,
"ISR","SOCSUPPORT","TOT","PC","A","2011",88.760032891572,
"ISR","SOCSUPPORT","TOT","PC","A","2012",89.4235745124772,
"ISR","SOCSUPPORT","TOT","PC","A","2013",90.3504989574111,
"ISR","SOCSUPPORT","TOT","PC","A","2014",86.9914268089141,
"ISR","SOCSUPPORT","TOT","PC","A","2015",85.7189508704609,
"ISR","SOCSUPPORT","TOT","PC","A","2016",86.9529935687098,
"ISR","SOCSUPPORT","TOT","PC","A","2017",90.4221573266645,
"ISR","SOCSUPPORT","TOT","PC","A","2018",89.1484642831686,
"ISR","SOCSUPPORT","TOT","PC","A","2019",94.0262810513201,
"ISR","SOCSUPPORT","TOT","PC","A","2020",95.3958623127125,
"ISR","SOCSUPPORT","TOT","PC","A","2021",90.6125438047259,
"LVA","SOCSUPPORT","TOT","PC","A","2006",84.7364607359072,
"LVA","SOCSUPPORT","TOT","PC","A","2007",80.2360900641862,
"LVA","SOCSUPPORT","TOT","PC","A","2008",82.0585320784583,
"LVA","SOCSUPPORT","TOT","PC","A","2009",77.9805861310306,
"LVA","SOCSUPPORT","TOT","PC","A","2011",81.5710530091384,
"LVA","SOCSUPPORT","TOT","PC","A","2012",82.6552743996988,
"LVA","SOCSUPPORT","TOT","PC","A","2013",79.615681778859,
"LVA","SOCSUPPORT","TOT","PC","A","2014",84.5950055971177,
"LVA","SOCSUPPORT","TOT","PC","A","2015",84.1694297392254,
"LVA","SOCSUPPORT","TOT","PC","A","2016",88.7823643385279,
"LVA","SOCSUPPORT","TOT","PC","A","2017",85.6021212085156,
"LVA","SOCSUPPORT","TOT","PC","A","2018",88.1514065775355,
"LVA","SOCSUPPORT","TOT","PC","A","2019",90.4086104660546,
"LVA","SOCSUPPORT","TOT","PC","A","2020",92.0105822536926,
"LVA","SOCSUPPORT","TOT","PC","A","2021",94.7363547944526,
"LTU","SOCSUPPORT","TOT","PC","A","2006",87.3807985822518,
"LTU","SOCSUPPORT","TOT","PC","A","2007",86.0561551939387,
"LTU","SOCSUPPORT","TOT","PC","A","2008",83.7861250863142,
"LTU","SOCSUPPORT","TOT","PC","A","2009",82.5194785577118,
"LTU","SOCSUPPORT","TOT","PC","A","2010",78.2456805028172,
"LTU","SOCSUPPORT","TOT","PC","A","2011",82.3913979257066,
"LTU","SOCSUPPORT","TOT","PC","A","2012",85.4144451547955,
"LTU","SOCSUPPORT","TOT","PC","A","2013",84.1248595229285,
"LTU","SOCSUPPORT","TOT","PC","A","2014",82.5729044537112,
"LTU","SOCSUPPORT","TOT","PC","A","2015",85.3893614788385,
"LTU","SOCSUPPORT","TOT","PC","A","2016",87.4390872533364,
"LTU","SOCSUPPORT","TOT","PC","A","2017",90.063322667392,
"LTU","SOCSUPPORT","TOT","PC","A","2018",86.1025048127518,
"LTU","SOCSUPPORT","TOT","PC","A","2019",87.0868251582881,
"LTU","SOCSUPPORT","TOT","PC","A","2020",88.684146503459,
"LTU","SOCSUPPORT","TOT","PC","A","2021",85.8291769623248,
"RUS","SOCSUPPORT","TOT","PC","A","2006",85.7736800174813,
"RUS","SOCSUPPORT","TOT","PC","A","2007",85.3365923732453,
"RUS","SOCSUPPORT","TOT","PC","A","2008",85.0702744277721,
"RUS","SOCSUPPORT","TOT","PC","A","2009",87.8500801298403,
"RUS","SOCSUPPORT","TOT","PC","A","2010",88.1510437691311,
"RUS","SOCSUPPORT","TOT","PC","A","2011",85.5858960760673,
"RUS","SOCSUPPORT","TOT","PC","A","2012",85.9537451829567,
"RUS","SOCSUPPORT","TOT","PC","A","2013",84.0326379366552,
"RUS","SOCSUPPORT","TOT","PC","A","2014",89.9711170309236,
"RUS","SOCSUPPORT","TOT","PC","A","2015",90.7210209365935,
"RUS","SOCSUPPORT","TOT","PC","A","2016",88.6298499421611,
"RUS","SOCSUPPORT","TOT","PC","A","2017",88.6199964834767,
"RUS","SOCSUPPORT","TOT","PC","A","2018",88.8298026516085,
"RUS","SOCSUPPORT","TOT","PC","A","2019",89.797690949029,
"RUS","SOCSUPPORT","TOT","PC","A","2020",88.5457779569056,
"RUS","SOCSUPPORT","TOT","PC","A","2021",85.9696442539522,
"SVN","SOCSUPPORT","TOT","PC","A","2006",92.9882769204009,
"SVN","SOCSUPPORT","TOT","PC","A","2009",90.8397976529573,
"SVN","SOCSUPPORT","TOT","PC","A","2010",90.6875854715391,
"SVN","SOCSUPPORT","TOT","PC","A","2011",91.6204613734609,
"SVN","SOCSUPPORT","TOT","PC","A","2012",92.3137919697466,
"SVN","SOCSUPPORT","TOT","PC","A","2013",92.5599781171358,
"SVN","SOCSUPPORT","TOT","PC","A","2014",89.6735035115143,
"SVN","SOCSUPPORT","TOT","PC","A","2015",88.8981320810662,
"SVN","SOCSUPPORT","TOT","PC","A","2016",92.9816447835412,
"SVN","SOCSUPPORT","TOT","PC","A","2017",92.640266174589,
"SVN","SOCSUPPORT","TOT","PC","A","2018",93.8845188252844,
"SVN","SOCSUPPORT","TOT","PC","A","2019",94.3740530931422,
"SVN","SOCSUPPORT","TOT","PC","A","2020",95.0400008412131,
"SVN","SOCSUPPORT","TOT","PC","A","2021",95.3981960049057,
"SVN","SOCSUPPORT","TOT","PC","A","2022",93.8253660216023,
"ZAF","SOCSUPPORT","TOT","PC","A","2006",89.7435539930021,
"ZAF","SOCSUPPORT","TOT","PC","A","2007",78.7729611417476,
"ZAF","SOCSUPPORT","TOT","PC","A","2008",80.4450050152494,
"ZAF","SOCSUPPORT","TOT","PC","A","2009",87.6591026397384,
"ZAF","SOCSUPPORT","TOT","PC","A","2010",91.6680317247373,
"ZAF","SOCSUPPORT","TOT","PC","A","2011",85.6931828524218,
"ZAF","SOCSUPPORT","TOT","PC","A","2012",90.4875411102771,
"ZAF","SOCSUPPORT","TOT","PC","A","2013",83.9424472476761,
"ZAF","SOCSUPPORT","TOT","PC","A","2014",88.003452985201,
"ZAF","SOCSUPPORT","TOT","PC","A","2015",89.5256637977784,
"ZAF","SOCSUPPORT","TOT","PC","A","2016",87.2273438698082,
"ZAF","SOCSUPPORT","TOT","PC","A","2017",87.0313298571654,
"ZAF","SOCSUPPORT","TOT","PC","A","2018",84.0942787178023,
"ZAF","SOCSUPPORT","TOT","PC","A","2019",84.3174966670505,
"ZAF","SOCSUPPORT","TOT","PC","A","2020",89.0138658920796,
"ZAF","SOCSUPPORT","TOT","PC","A","2021",92.0062249979286,
