Rk,Player,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
360,Anthony Randolph,2012-13,2013-14,23-24,82,5,10.4,1.5,3.5,1.3,2.7,0.2,0.8,1.0,1.4,0.6,2.0,2.6,0.5,0.5,0.5,0.9,1.3,4.3,.428,.480,.261,.728,.513,.459,F,DEN,randoan01
361,Julius Randle,2014-15,2022-23,20-28,595,515,31.7,6.8,14.5,5.7,11.1,1.1,3.3,4.0,5.3,2.0,7.4,9.4,3.6,0.7,0.4,2.8,3.1,18.7,.470,.510,.336,.745,.556,.509,F-C,LALNOPNYK,randlju01
362,Chasson Randle,2016-17,2020-21,23-27,119,7,16.1,1.9,4.7,1.0,2.2,0.9,2.5,1.1,1.3,0.2,1.3,1.4,1.8,0.5,0.1,0.9,1.7,5.7,.401,.447,.361,.799,.542,.496,G,GSWNYKORLPHIWAS,randlch01
363,Jahmi'us Ramsey,2020-21,2021-22,19-20,32,0,7.1,1.2,3.0,0.9,1.8,0.3,1.2,0.4,0.6,0.2,0.5,0.7,0.4,0.2,0.1,0.3,0.6,3.1,.406,.492,.270,.632,.479,.458,G,SAC,ramseja01
364,Miroslav Raduljica,2013-14,2014-15,26-27,53,2,9.2,1.3,2.5,1.3,2.5,0.0,0.0,0.9,1.1,1.1,1.1,2.1,0.4,0.2,0.2,0.6,1.7,3.6,.530,.530,,.825,.594,.530,C,MILMIN,radulmi01
365,Vladimir Radmanović,2012-13,2012-13,32,25,0,5.8,0.5,1.7,0.3,0.6,0.2,1.1,0.1,0.1,0.4,0.7,1.1,0.3,0.3,0.2,0.3,1.2,1.3,.302,.500,.185,.667,.372,.360,F,CHI,radmavl01
366,Ivan Rabb,2017-18,2018-19,20-21,85,18,14.6,2.4,4.3,2.3,4.1,0.0,0.2,0.9,1.2,1.4,2.8,4.3,1.0,0.3,0.3,0.8,1.7,5.7,.555,.570,.200,.743,.591,.559,F,MEM,rabbiv01
367,Lester Quinones,2022-23,2022-23,22,4,0,4.5,0.5,1.3,0.0,0.3,0.5,1.0,1.0,1.5,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,.400,.000,.500,.667,.654,.600,G,GSW,quinole01
368,Chris Quinn,2012-13,2012-13,29,7,0,11.1,0.6,2.3,0.6,1.6,0.0,0.7,0.3,0.3,0.1,0.1,0.3,1.3,0.4,0.0,0.9,0.6,1.4,.250,.364,.000,1.000,.296,.250,G,CLE,quinnch01
369,Immanuel Quickley,2020-21,2022-23,21-23,223,27,24.2,4.2,10.0,2.3,4.9,1.9,5.2,2.4,2.8,0.5,2.7,3.2,3.1,0.7,0.1,1.2,2.0,12.7,.416,.468,.367,.859,.561,.510,G,NYK,quickim01
370,Neemias Queta,2021-22,2022-23,22-23,20,0,7.5,1.2,2.4,1.2,2.4,0.0,0.0,0.6,1.0,1.0,1.2,2.1,0.4,0.1,0.5,0.4,1.3,2.9,.489,.489,,.579,.515,.489,C,SAC,quetane01
371,Trevelin Queen,2021-22,2022-23,24-25,17,0,8.5,1.3,3.6,0.6,1.4,0.6,2.3,0.5,0.5,0.9,1.1,1.9,0.6,0.4,0.4,0.8,0.6,3.8,.355,.478,.282,1.000,.485,.444,G,HOUIND,queentr01
372,Tim Quarterman,2016-17,2017-18,22-23,19,0,4.9,0.7,1.7,0.5,0.9,0.3,0.8,0.1,0.3,0.2,0.7,0.9,0.6,0.1,0.2,0.7,0.4,1.8,.438,.529,.333,.400,.512,.516,G,HOUPOR,quartti01
373,Zhou Qi,2017-18,2018-19,22-23,19,0,6.6,0.4,1.7,0.3,0.7,0.1,1.0,0.4,0.6,0.3,0.8,1.2,0.1,0.1,0.7,0.5,0.7,1.3,.212,.357,.105,.667,.313,.242,F-C,HOU,qizh01
374,Rodney Purvis,2017-18,2017-18,23,16,2,18.1,2.2,6.7,1.4,3.4,0.8,3.3,0.8,0.9,0.1,1.6,1.7,1.1,0.2,0.2,0.6,1.6,6.0,.327,.400,.250,.867,.423,.388,G,ORL,purviro01
375,Jacob Pullen,2017-18,2017-18,28,3,0,2.0,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,.500,1.000,.000,,.500,.500,G,PHI,pulleja01
376,Joel Przybilla,2012-13,2012-13,33,12,1,5.7,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.4,1.3,1.8,0.3,0.1,0.2,0.3,0.8,0.2,.250,.250,,.000,.205,.250,C,MIL,przybjo01
377,Payton Pritchard,2020-21,2022-23,23-25,185,9,15.7,2.4,5.6,1.0,2.1,1.4,3.5,0.4,0.4,0.5,1.6,2.1,1.7,0.4,0.1,0.7,1.1,6.6,.430,.478,.400,.890,.570,.555,G,BOS,pritcpa01
378,Tayshaun Prince,2012-13,2015-16,32-35,293,217,25.4,2.9,6.6,2.5,5.8,0.3,0.9,0.7,0.9,0.6,2.6,3.3,1.6,0.5,0.2,0.7,0.9,6.7,.431,.441,.368,.701,.475,.455,F,BOSDETMEMMIN,princta01
379,Taurean Prince,2016-17,2022-23,22-28,424,222,23.9,3.7,8.7,2.0,4.3,1.7,4.4,1.4,1.7,0.5,3.2,3.7,1.7,0.8,0.4,1.5,2.1,10.4,.421,.473,.372,.818,.549,.516,F,ATLBRKCLEMIN,princta02
380,Joshua Primo,2021-22,2022-23,19-20,54,16,19.6,2.0,5.5,1.2,2.7,0.8,2.8,0.9,1.3,0.6,1.7,2.3,1.8,0.4,0.5,1.3,1.6,5.9,.372,.442,.302,.750,.485,.448,G,SAS,primojo01
381,Pablo Prigioni,2012-13,2015-16,35-38,270,51,16.9,1.2,2.9,0.5,0.9,0.8,2.0,0.3,0.3,0.5,1.3,1.9,2.8,1.0,0.0,1.0,1.6,3.5,.425,.522,.379,.872,.574,.554,G,HOULACNYK,prigipa01
382,Ronnie Price,2012-13,2016-17,29-33,189,40,17.0,1.4,4.0,0.8,1.9,0.6,2.1,0.5,0.7,0.4,1.0,1.4,2.5,1.1,0.1,1.0,2.1,3.9,.347,.401,.300,.756,.456,.426,G,LALORLPHOPOR,pricero01
383,A.J. Price,2012-13,2014-15,26-28,111,22,15.3,2.1,5.4,1.3,2.9,0.8,2.5,0.6,0.8,0.2,1.2,1.4,2.4,0.4,0.0,0.8,0.8,5.6,.388,.442,.326,.739,.487,.464,G,CLEINDMINPHOWAS,priceaj01
384,Jason Preston,2022-23,2022-23,23,14,0,8.9,1.3,2.9,0.9,1.6,0.4,1.3,0.0,0.1,0.1,1.4,1.6,1.9,0.1,0.0,0.7,0.5,2.9,.439,.565,.278,.000,.489,.500,G,LAC,prestja01
385,Phil Pressey,2013-14,2015-16,22-24,148,11,13.6,1.2,3.4,0.8,2.1,0.3,1.3,0.5,0.8,0.2,1.2,1.5,2.9,0.8,0.1,1.1,1.2,3.2,.341,.392,.254,.630,.419,.388,G,BOSPHIPHO,pressph01
386,Alex Poythress,2016-17,2018-19,23-25,52,2,10.9,1.5,3.1,1.1,2.1,0.4,1.0,0.5,0.8,0.9,1.4,2.3,0.5,0.2,0.3,0.3,1.5,3.8,.472,.528,.358,.667,.553,.531,F,ATLINDPHI,poythal01
387,Norman Powell,2015-16,2022-23,22-29,481,196,22.8,4.2,9.0,2.7,5.2,1.5,3.8,2.2,2.6,0.4,2.2,2.6,1.5,0.8,0.3,1.2,1.9,12.0,.465,.524,.386,.827,.592,.548,G,LACPORTOR,powelno01
388,Myles Powell,2021-22,2021-22,24,11,0,4.7,0.5,1.5,0.4,1.0,0.1,0.5,0.2,0.2,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2,.294,.364,.167,1.000,.364,.324,G,PHI,powelmy01
389,Josh Powell,2013-14,2013-14,31,1,0,19.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,.333,.333,,,.333,.333,F,HOU,poweljo01
390,Dwight Powell,2014-15,2022-23,23-31,587,243,19.0,2.8,4.7,2.6,4.0,0.2,0.7,1.7,2.3,1.6,2.9,4.5,1.0,0.6,0.5,0.7,2.3,7.6,.599,.654,.292,.741,.661,.621,F-C,BOSDAL,poweldw01
391,Micah Potter,2021-22,2022-23,23-24,10,0,8.3,1.5,2.6,1.1,1.7,0.4,0.9,0.2,0.2,0.7,1.8,2.5,0.4,0.2,0.1,0.3,0.9,3.6,.577,.647,.444,1.000,.670,.654,C,DETUTA,pottemi01
392,Kristaps Porziņģis,2015-16,2022-23,20-27,402,401,31.1,6.9,15.3,5.1,10.2,1.8,5.1,3.9,4.7,1.7,6.2,7.9,1.8,0.7,1.8,1.7,3.0,19.6,.453,.500,.359,.827,.563,.512,F-C,DALNYKWAS,porzikr01
393,Bobby Portis,2015-16,2022-23,20-27,523,142,22.3,4.6,9.8,3.5,6.9,1.1,2.9,1.1,1.5,1.9,5.1,7.0,1.2,0.6,0.4,1.1,1.9,11.5,.474,.513,.381,.754,.551,.530,F,CHIMILNYKWAS,portibo01
394,Otto Porter Jr.,2013-14,2022-23,20-29,512,318,25.8,4.1,8.5,2.7,5.2,1.3,3.3,1.1,1.4,1.2,3.9,5.0,1.5,1.1,0.4,0.8,1.8,10.5,.478,.529,.397,.797,.578,.555,F,CHIGSWORLTORWAS,porteot01
395,Michael Porter Jr.,2019-20,2022-23,21-24,187,133,26.1,5.7,11.3,3.4,5.8,2.3,5.5,1.4,1.8,1.2,4.7,5.9,1.1,0.6,0.6,1.1,1.9,15.2,.506,.590,.417,.797,.627,.608,F,DEN,portemi01
396,Kevin Porter Jr.,2019-20,2022-23,19-22,196,146,30.2,5.4,12.7,3.4,7.0,2.0,5.7,2.4,3.3,0.8,3.5,4.3,5.0,1.1,0.3,2.9,2.6,15.3,.431,.491,.357,.725,.544,.511,G,CLEHOU,porteke02
397,Jontay Porter,2020-21,2020-21,21,11,0,4.9,0.7,1.4,0.5,0.6,0.3,0.7,0.3,0.5,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0,.533,.714,.375,.600,.640,.633,F-C,MEM,portejo01
398,Jordan Poole,2019-20,2022-23,20-23,266,115,26.3,5.2,12.5,3.0,5.8,2.2,6.6,3.0,3.5,0.3,2.3,2.6,3.4,0.7,0.2,2.1,2.3,15.8,.421,.515,.339,.878,.564,.511,G,GSW,poolejo01
399,Yves Pons,2021-22,2021-22,22,12,0,5.9,0.4,1.3,0.2,0.6,0.3,0.8,0.0,0.2,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5,1.1,.313,.286,.333,.000,.385,.406,F,MEM,ponsyv01
400,Shamorie Ponds,2019-20,2019-20,21,4,0,2.8,0.8,1.3,0.5,0.8,0.3,0.5,0.5,0.5,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,.600,.667,.500,1.000,.765,.700,G,TOR,pondssh01
401,Quincy Pondexter,2012-13,2018-19,24-30,225,34,16.9,1.7,4.1,1.0,2.1,0.8,2.1,0.9,1.1,0.5,1.4,1.9,0.9,0.3,0.2,0.6,1.4,5.1,.418,.474,.364,.777,.550,.510,G-F,CHIMEMNOPSAS,pondequ01
402,Aleksej Pokusevski,2020-21,2022-23,19-21,140,65,21.6,3.1,8.0,2.0,4.3,1.1,3.6,0.6,0.9,1.1,3.9,4.9,2.1,0.6,0.9,1.7,1.5,7.9,.389,.463,.301,.693,.474,.458,F,OKC,pokusal01
403,Vincent Poirier,2019-20,2020-21,26-27,32,0,5.3,0.6,1.5,0.6,1.4,0.0,0.1,0.3,0.4,0.6,1.2,1.8,0.3,0.1,0.4,0.4,1.0,1.5,.417,.422,.333,.615,.456,.427,C,BOSPHI,poirivi01
404,Jakob Poeltl,2016-17,2022-23,21-27,488,235,21.1,3.6,5.7,3.6,5.7,0.0,0.0,0.9,1.7,2.6,3.9,6.5,1.6,0.6,1.3,1.1,2.4,8.1,.628,.628,.500,.536,.626,.628,C,SASTOR,poeltja01
405,Miles Plumlee,2012-13,2018-19,24-30,346,168,16.4,2.2,4.0,2.2,4.0,0.0,0.0,0.6,1.1,1.6,2.9,4.5,0.5,0.4,0.7,0.9,1.6,4.9,.542,.542,,.543,.550,.542,C-F,ATLCHOINDMILPHO,plumlmi01
406,Mason Plumlee,2013-14,2022-23,23-32,740,446,22.7,3.4,5.7,3.4,5.6,0.0,0.1,1.8,3.2,2.1,4.7,6.9,2.5,0.7,0.9,1.5,2.8,8.6,.595,.601,.049,.567,.605,.595,C-F,BRKCHODENDETLACPOR,plumlma01
407,Marshall Plumlee,2016-17,2017-18,24-25,29,1,7.7,0.6,1.1,0.6,1.1,0.0,0.0,0.7,1.2,0.9,1.4,2.3,0.4,0.1,0.2,0.5,1.1,1.9,.515,.515,,.571,.558,.515,C,MILNYK,plumlma02
408,Tibor Pleiß,2015-16,2015-16,26,12,0,6.8,0.9,2.1,0.9,1.9,0.0,0.2,0.2,0.2,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2.0,.440,.478,.000,1.000,.464,.440,C,UTA,pleisti01
409,Dexter Pittman,2012-13,2013-14,24-25,13,0,2.7,0.3,0.9,0.3,0.9,0.0,0.0,0.0,0.4,0.8,0.4,1.2,0.0,0.0,0.0,0.2,0.6,0.6,.333,.333,,.000,.282,.333,C,ATLMEMMIA,pittmde01
410,Scotty Pippen Jr.,2022-23,2022-23,22,6,0,5.3,0.7,2.0,0.5,1.5,0.2,0.5,0.8,1.5,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,.333,.333,.333,.556,.439,.375,G,LAL,pippesc02
411,Theo Pinson,2018-19,2022-23,23-27,127,1,8.5,0.9,2.9,0.4,1.1,0.5,1.8,0.4,0.5,0.2,1.2,1.4,1.1,0.3,0.1,0.5,0.8,2.7,.320,.416,.261,.902,.444,.401,G,BRKDALNYK,pinsoth01
412,Mickaël Piétrus,2012-13,2012-13,30,19,16,20.3,1.8,5.2,0.7,1.8,1.1,3.4,0.6,0.9,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.7,5.3,.347,.412,.313,.667,.472,.449,G-F,TOR,pietrmi01
413,Paul Pierce,2012-13,2016-17,35-39,318,263,25.5,4.0,9.2,2.5,5.2,1.5,4.0,2.6,3.2,0.4,3.9,4.3,2.4,0.8,0.3,1.7,2.3,12.0,.431,.481,.366,.799,.564,.511,F-G,BOSBRKLACWAS,piercpa01
414,Jamorko Pickett,2021-22,2021-22,24,13,0,13.5,1.4,3.8,0.4,0.8,1.0,3.0,0.1,0.2,0.5,2.0,2.5,0.5,0.0,0.5,0.4,0.9,3.8,.360,.455,.333,.500,.491,.490,G-F,DET,pickeja01
415,Johan Petro,2012-13,2012-13,27,31,8,11.4,1.5,3.5,1.5,3.4,0.0,0.1,0.4,0.4,1.1,2.5,3.6,0.5,0.3,0.3,0.8,1.5,3.5,.436,.443,.250,.917,.468,.441,C,ATL,petrojo01
416,Alec Peters,2017-18,2017-18,22,20,0,11.3,1.4,3.7,0.5,0.8,0.9,2.9,0.4,0.5,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,.378,.625,.310,.800,.523,.500,F,PHO,peteral01
417,Reggie Perry,2020-21,2021-22,20-21,36,1,11.1,2.0,4.4,1.8,3.3,0.2,1.0,0.5,0.8,1.2,2.2,3.3,0.7,0.4,0.3,0.7,2.0,4.7,.459,.542,.189,.679,.502,.481,F-C,BRKINDPOR,perryre01
418,London Perrantes,2017-18,2017-18,23,14,0,4.7,0.1,0.9,0.1,0.7,0.0,0.2,0.2,0.4,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,0.5,.154,.200,.000,.600,.230,.154,G,CLE,perralo01
419,Kendrick Perkins,2012-13,2017-18,28-33,246,148,19.8,1.5,3.3,1.5,3.3,0.0,0.0,0.5,1.0,1.3,3.7,5.0,1.1,0.4,0.7,1.4,2.6,3.6,.460,.462,.000,.542,.479,.460,C,CLENOPOKC,perkike01
420,Norvel Pelle,2019-20,2021-22,26-28,40,0,8.4,0.9,1.7,0.9,1.7,0.0,0.0,0.3,0.5,0.7,1.7,2.4,0.3,0.1,1.0,0.6,1.8,2.1,.529,.537,.000,.550,.540,.529,F-C,BRKNYKPHISACUTA,pelleno01
421,Nikola Peković,2012-13,2015-16,27-30,159,148,28.9,5.8,11.4,5.8,11.4,0.0,0.0,3.5,4.5,3.3,4.6,8.0,0.9,0.6,0.5,1.5,2.2,15.1,.507,.507,,.763,.560,.507,C,MIN,pekovni01
422,Gary Payton II,2016-17,2022-23,24-30,164,40,14.8,2.2,3.9,1.7,2.5,0.5,1.4,0.3,0.6,0.8,2.0,2.8,1.1,1.0,0.3,0.6,1.7,5.1,.548,.664,.341,.593,.613,.609,G,GSWLALMILPORWAS,paytoga02
423,Elfrid Payton,2014-15,2021-22,20-27,500,395,26.8,4.2,9.3,3.8,8.0,0.4,1.3,1.3,2.2,1.0,3.0,4.0,5.7,1.2,0.3,2.2,2.0,10.1,.447,.474,.287,.623,.490,.467,G,NOPNYKORLPHO,paytoel01
424,Cameron Payne,2015-16,2022-23,21-28,327,56,18.2,3.1,7.4,2.0,4.4,1.1,2.9,0.8,0.9,0.3,1.9,2.2,3.4,0.7,0.2,1.3,1.7,8.0,.420,.458,.363,.816,.515,.493,G,CHICLEOKCPHO,payneca01
425,Adreian Payne,2014-15,2017-18,23-26,107,24,13.1,1.6,4.0,1.5,3.5,0.1,0.6,0.6,0.9,0.7,2.2,2.9,0.6,0.4,0.3,0.8,1.9,4.0,.406,.430,.254,.680,.455,.423,F-C,ATLMINORL,paynead01
426,Sasha Pavlović,2012-13,2012-13,29,39,1,13.5,1.1,3.1,0.6,1.5,0.5,1.5,0.0,0.2,0.2,1.3,1.4,0.8,0.6,0.1,0.4,1.5,2.6,.353,.407,.300,.167,.423,.429,G-F,POR,pavloal01
427,Chris Paul,2012-13,2022-23,27-37,729,729,32.7,6.1,13.0,4.5,8.6,1.6,4.4,3.4,3.9,0.5,4.0,4.5,9.2,1.9,0.2,2.3,2.3,17.3,.472,.522,.372,.885,.589,.534,G,HOULACOKCPHO,paulch01
428,Brandon Paul,2017-18,2017-18,26,64,2,9.0,0.9,2.0,0.6,1.1,0.2,0.8,0.3,0.7,0.1,1.0,1.1,0.6,0.4,0.1,0.5,0.9,2.3,.433,.548,.278,.512,.504,.492,G,SAS,paulbr01
429,Justin Patton,2017-18,2020-21,20-23,22,6,13.5,1.6,4.0,1.2,2.2,0.5,1.8,0.2,0.3,0.8,2.0,2.7,0.9,0.7,0.6,0.3,2.0,3.9,.404,.531,.250,.667,.469,.461,C,HOUMINOKCPHI,pattoju01
430,Patrick Patterson,2012-13,2020-21,23-31,603,97,20.8,2.5,5.7,1.4,2.8,1.0,2.8,0.6,0.7,1.0,2.8,3.8,1.1,0.5,0.4,0.6,1.5,6.6,.439,.509,.370,.766,.550,.532,F,HOULACOKCSACTOR,pattepa01
431,Lamar Patterson,2015-16,2016-17,24-25,40,0,10.9,0.8,2.4,0.5,1.0,0.3,1.4,0.5,0.6,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.3,.326,.450,.236,.720,.439,.395,G-F,ATL,pattela01
432,Anžejs Pasečņiks,2019-20,2020-21,24-25,28,0,15.8,2.2,4.2,2.2,4.0,0.0,0.1,1.2,2.1,1.5,2.3,3.9,0.7,0.3,0.4,1.0,2.8,5.6,.521,.540,.000,.586,.547,.521,C,WAS,pasecan01
433,Eric Paschall,2019-20,2021-22,23-25,158,31,19.5,3.7,7.4,3.1,5.6,0.6,1.8,1.9,2.5,0.9,2.3,3.2,1.4,0.3,0.2,1.0,1.5,9.8,.494,.550,.326,.758,.577,.535,F,GSWUTA,pascher01
434,Chandler Parsons,2012-13,2019-20,24-31,377,312,30.4,5.0,10.8,3.3,6.4,1.7,4.4,1.5,2.1,0.7,3.7,4.4,2.8,0.9,0.3,1.5,1.9,13.2,.463,.523,.376,.729,.563,.540,F,ATLDALHOUMEM,parsoch01
435,Tony Parker,2012-13,2018-19,30-36,448,358,26.3,5.3,10.9,5.0,9.9,0.4,1.0,2.2,2.7,0.2,1.9,2.1,5.1,0.6,0.1,1.9,1.3,13.2,.490,.503,.359,.787,.545,.506,G,CHOSAS,parketo01
436,Jabari Parker,2014-15,2021-22,19-26,310,190,27.5,5.7,11.5,5.0,9.4,0.7,2.1,2.0,2.8,1.4,4.0,5.5,2.0,0.9,0.4,1.7,2.0,14.1,.494,.531,.326,.743,.554,.523,F,ATLBOSCHIMILSACWAS,parkeja01
437,Jeremy Pargo,2012-13,2019-20,26-33,42,11,16.6,2.6,6.5,2.0,4.5,0.7,1.9,1.0,1.5,0.2,1.0,1.2,2.4,0.3,0.0,1.3,1.3,6.9,.404,.429,.346,.667,.484,.456,G,CLEGSWPHI,pargoje01
438,Jannero Pargo,2012-13,2014-15,33-35,70,0,11.7,2.1,5.2,1.0,2.4,1.0,2.8,0.3,0.4,0.2,0.7,0.8,1.8,0.5,0.1,1.0,1.0,5.5,.397,.437,.364,.846,.510,.496,G,ATLCHACHOWAS,pargoja01
439,Kostas Papanikolaou,2014-15,2015-16,24-25,69,7,15.8,1.3,3.8,0.8,1.8,0.6,2.0,0.3,0.5,0.7,1.6,2.3,1.5,0.6,0.3,1.1,1.4,3.6,.354,.416,.297,.688,.449,.432,F,DENHOU,papanko01
440,Georgios Papagiannis,2016-17,2017-18,19-20,39,0,12.2,1.9,3.7,1.9,3.6,0.0,0.1,0.3,0.4,0.9,2.2,3.2,0.7,0.2,0.6,0.8,1.4,4.1,.514,.521,.000,.857,.533,.514,C,PORSAC,papagge01
441,Kevin Pangos,2021-22,2021-22,29,24,3,6.9,0.6,1.9,0.4,0.8,0.3,1.1,0.1,0.2,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6,.326,.450,.231,.750,.408,.391,G,CLE,pangoke01
442,Trayvon Palmer,2021-22,2021-22,27,1,0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,.000,.000,,,.000,.000,G,DET,palmetr01
443,Marcus Paige,2017-18,2017-18,24,5,0,5.6,0.8,2.8,0.4,1.2,0.4,1.6,0.4,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,.286,.333,.250,1.000,.403,.357,G,CHO,paigema01
444,Jaysean Paige,2021-22,2021-22,27,1,0,7.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,.000,.000,.000,,.000,.000,G,DET,paigeja01
445,Zaza Pachulia,2012-13,2018-19,28-34,461,302,20.2,2.4,5.1,2.4,5.1,0.0,0.0,1.7,2.2,2.3,4.0,6.3,1.9,0.8,0.3,1.4,2.3,6.6,.476,.479,.000,.787,.542,.476,C,ATLDALDETGSWMIL,pachuza01
446,Tariq Owens,2019-20,2019-20,24,3,0,5.0,0.3,1.7,0.3,1.0,0.0,0.7,0.7,0.7,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3,.200,.333,.000,1.000,.340,.200,F,PHO,owensta01
447,Travis Outlaw,2012-13,2013-14,28-29,101,6,14.9,2.0,5.0,1.5,3.3,0.5,1.7,0.8,1.0,0.5,1.7,2.3,0.7,0.3,0.3,0.4,1.3,5.4,.406,.443,.329,.769,.495,.460,F,SAC,outlatr01
448,Kelly Oubre Jr.,2015-16,2022-23,20-27,527,202,25.8,4.6,10.6,3.1,5.9,1.5,4.7,2.1,2.7,1.0,3.4,4.4,1.0,1.0,0.5,1.1,2.6,12.8,.434,.516,.330,.751,.542,.506,F,CHOGSWPHOWAS,oubreke01
449,Daniel Oturu,2020-21,2021-22,21-22,33,0,5.7,0.8,1.8,0.7,1.6,0.0,0.2,0.4,0.5,0.7,0.9,1.6,0.3,0.1,0.3,0.3,0.8,1.9,.431,.462,.167,.706,.481,.440,F-C,LACTOR,oturuda01
450,Cedi Osman,2017-18,2022-23,22-27,404,183,23.6,3.5,8.2,2.0,3.8,1.6,4.4,1.2,1.6,0.5,2.6,3.0,2.0,0.7,0.1,1.1,2.0,9.7,.427,.512,.353,.715,.545,.521,F,CLE,osmande01
451,Daniel Orton,2012-13,2013-14,22-23,35,4,10.1,0.9,2.1,0.9,2.1,0.0,0.0,0.9,1.3,0.8,1.7,2.5,0.5,0.3,0.5,0.6,1.5,2.8,.452,.452,,.681,.523,.452,C-F,OKCPHI,ortonda01
452,Chinanu Onuaku,2016-17,2017-18,20-21,6,1,12.3,1.2,2.0,1.2,2.0,0.0,0.0,0.7,0.7,0.5,1.8,2.3,0.7,0.5,0.2,1.2,1.7,3.0,.583,.583,,1.000,.654,.583,F-C,HOU,onuakch01
453,Arinze Onuaku,2013-14,2016-17,26-29,19,1,6.6,0.8,1.2,0.8,1.2,0.0,0.0,0.2,0.5,0.6,1.3,1.8,0.5,0.1,0.2,0.3,0.6,1.8,.652,.652,,.400,.620,.652,C,CLEMINNOPORL,onuakar01
454,Miye Oni,2019-20,2021-22,22-24,80,1,8.4,0.6,1.8,0.1,0.3,0.5,1.4,0.1,0.2,0.4,1.0,1.4,0.5,0.2,0.1,0.3,1.0,1.8,.350,.440,.330,.750,.499,.486,G,UTA,onimi01
455,Eugene Omoruyi,2021-22,2022-23,24-25,44,6,15.1,2.3,5.3,1.8,3.2,0.6,2.1,1.2,1.8,1.0,1.7,2.7,0.7,0.6,0.1,0.8,2.1,6.5,.442,.542,.286,.671,.532,.498,F,DALDETOKC,omorueu01
456,Kelly Olynyk,2013-14,2022-23,22-31,678,234,22.6,3.7,7.7,2.5,4.4,1.2,3.3,1.7,2.2,1.2,4.0,5.2,2.2,0.8,0.5,1.6,2.8,10.3,.478,.561,.368,.794,.595,.557,C-F,BOSDETHOUMIAUTA,olynyke01
457,Cameron Oliver,2020-21,2021-22,24-25,6,0,21.7,4.8,8.0,4.0,5.3,0.8,2.7,0.5,1.2,1.2,3.3,4.5,1.3,0.5,0.8,0.5,2.7,11.0,.604,.750,.313,.429,.646,.656,F,ATLHOU,oliveca01
458,Victor Oladipo,2013-14,2022-23,21-30,504,397,32.2,6.2,14.2,4.6,9.5,1.6,4.7,2.9,3.7,0.6,3.9,4.5,3.9,1.6,0.5,2.5,2.4,16.9,.436,.480,.347,.788,.534,.493,G,HOUINDMIAOKCORL,oladivi01
459,KZ Okpala,2019-20,2022-23,20-23,98,12,9.8,0.9,2.1,0.6,1.1,0.3,1.0,0.2,0.4,0.4,1.1,1.5,0.5,0.2,0.3,0.3,1.3,2.3,.409,.518,.286,.667,.496,.476,F,MIASAC,okpalkz01
460,Isaac Okoro,2020-21,2022-23,20-22,210,174,27.6,2.9,6.4,2.1,3.8,0.9,2.6,1.5,2.0,0.9,1.9,2.8,1.6,0.8,0.4,0.9,2.4,8.2,.459,.546,.330,.749,.565,.526,G-F,CLE,okorois01
461,Onyeka Okongwu,2020-21,2022-23,20-22,178,28,19.3,3.2,4.9,3.2,4.8,0.0,0.1,1.5,2.0,2.2,3.5,5.7,0.9,0.6,1.1,0.9,2.8,7.9,.653,.660,.250,.741,.684,.655,F,ATL,okongon01
462,Josh Okogie,2018-19,2022-23,20-24,316,149,20.1,2.1,5.3,1.5,3.0,0.7,2.3,1.7,2.2,1.0,2.0,3.0,1.2,0.9,0.4,0.9,1.9,6.6,.400,.483,.291,.749,.523,.463,G,MINPHO,okogijo01
