Rk,Player,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
781,Omari Johnson,2017-18,2017-18,28,4,0,18.8,2.3,5.3,1.3,2.3,1.0,3.0,0.0,0.0,1.0,1.8,2.8,1.8,0.5,0.0,0.8,1.5,5.5,.429,.556,.333,,.524,.524,F,MEM,johnsom01
782,Nick Johnson,2014-15,2014-15,22,28,0,9.4,0.9,2.7,0.8,1.9,0.2,0.8,0.6,0.9,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,2.6,.347,.389,.238,.680,.430,.380,G,HOU,johnsni01
783,Keon Johnson,2021-22,2022-23,19-20,77,12,14.5,2.1,5.8,1.3,3.5,0.8,2.4,0.9,1.2,0.5,1.2,1.6,1.8,0.6,0.2,1.2,1.5,5.9,.362,.375,.343,.739,.465,.431,G,LACPOR,johnske07
784,Keldon Johnson,2019-20,2022-23,20-23,224,205,30.0,6.1,13.0,4.5,8.5,1.6,4.5,2.7,3.6,1.1,4.5,5.6,2.1,0.7,0.2,1.4,2.0,16.5,.468,.523,.363,.752,.565,.531,G,SAS,johnske04
785,Joe Johnson,2012-13,2021-22,31-40,446,330,30.9,4.8,11.1,3.3,6.9,1.6,4.2,1.5,1.8,0.6,3.0,3.5,2.9,0.6,0.2,1.5,1.5,12.7,.435,.470,.376,.820,.534,.506,G-F,BOSBRKHOUMIAUTA,johnsjo02
786,James Johnson,2012-13,2022-23,25-35,600,167,20.6,3.1,6.5,2.5,4.6,0.6,1.9,1.1,1.6,0.8,2.8,3.6,2.2,0.8,0.8,1.4,2.2,7.9,.480,.552,.301,.672,.547,.523,F,BRKDALINDMEMMIAMINNOPSACTOR,johnsja01
787,Jalen Johnson,2021-22,2022-23,20-21,92,6,12.6,2.0,3.9,1.6,2.7,0.4,1.3,0.6,0.9,0.6,2.8,3.3,0.9,0.4,0.4,0.5,1.3,4.9,.496,.598,.282,.635,.558,.541,F,ATL,johnsja05
788,Ivan Johnson,2012-13,2012-13,28,69,5,15.0,2.7,5.2,2.7,5.0,0.0,0.2,1.2,1.9,1.1,2.8,3.9,0.7,0.8,0.2,1.0,1.9,6.6,.520,.536,.077,.618,.546,.521,F,ATL,johnsiv01
789,David Johnson,2021-22,2021-22,20,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,,.000,.000,G,TOR,johnsda08
790,Dakari Johnson,2017-18,2017-18,22,31,6,5.2,0.7,1.3,0.7,1.3,0.0,0.0,0.4,0.6,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,.564,.564,,.550,.575,.564,C,OKC,johnsda04
791,Chris Johnson,2012-13,2012-13,27,30,0,9.5,1.6,2.5,1.6,2.5,0.0,0.0,0.7,1.1,0.7,1.3,2.0,0.3,0.2,0.9,0.4,1.6,3.9,.640,.640,,.618,.650,.640,C,MIN,johnsch03
792,Chris Johnson,2012-13,2015-16,22-25,147,4,15.5,1.6,4.0,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2.0,0.6,0.6,0.2,0.5,1.4,4.4,.392,.508,.307,.835,.514,.480,F-G,BOSMEMMILPHIUTA,johnsch04
793,Cameron Johnson,2019-20,2022-23,23-26,225,77,25.0,3.9,8.8,1.7,3.2,2.2,5.6,1.3,1.6,0.7,3.0,3.8,1.5,0.8,0.3,0.7,1.6,11.3,.447,.543,.393,.843,.600,.572,F,BRKPHO,johnsca02
794,Brice Johnson,2016-17,2017-18,22-23,21,0,5.1,1.0,2.3,1.0,2.3,0.0,0.0,0.1,0.2,0.5,1.1,1.6,0.1,0.5,0.3,0.3,0.6,2.2,.449,.458,.000,.600,.459,.449,F,LACMEM,johnsbr02
