Rk,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1161,Jared Cunningham,1.1,9.3,9.3,1.8,0.3,13.2,18.1,2012-13,2015-16,21-24,84,3,3.6,10.3,2.4,6.6,1.1,3.7,3.5,5.1,0.4,3.0,3.3,2.3,1.2,0.1,1.9,4.3,11.7,.347,.369,.306,.674,.467,.402,G,ATLCLEDALLACMILSAC,cunnija01
1162,Dante Cunningham,5.4,14.0,5.3,1.5,1.6,7.9,12.5,2012-13,2018-19,25-31,510,170,4.1,8.9,3.4,7.0,0.7,1.9,0.8,1.2,1.8,4.5,6.3,1.3,1.1,0.7,0.8,2.7,9.7,.464,.494,.353,.636,.515,.502,F,BRKMINNOPSAS,cunnida01
1163,Cade Cunningham,2.9,16.4,29.4,1.7,1.8,16.8,27.9,2021-22,2022-23,20-21,76,76,7.6,18.2,5.7,12.0,1.9,6.1,2.6,3.1,1.0,5.2,6.2,6.2,1.3,0.7,4.0,3.4,19.6,.416,.471,.309,.844,.502,.468,G,DET,cunnica01
1164,Jarron Cumberland,8.8,19.0,11.6,0.0,0.0,0.0,7.2,2021-22,2021-22,24,3,0,3.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,3.0,0.0,0.0,0.0,6.0,6.0,.500,1.000,.000,,.500,.500,G,POR,cumbeja01
1165,Jarrett Culver,5.3,12.2,10.0,1.9,1.8,11.9,19.1,2019-20,2022-23,20-23,144,43,5.3,13.3,4.0,8.4,1.3,4.8,1.6,3.1,1.8,4.0,5.8,2.5,1.5,0.8,2.0,3.5,13.6,.401,.473,.276,.509,.463,.451,G,ATLMEMMIN,culveja01
1166,Jae Crowder,3.1,15.4,9.1,1.9,1.1,9.0,16.5,2012-13,2022-23,22-32,753,409,4.7,11.2,2.5,4.8,2.2,6.4,2.0,2.6,1.0,5.1,6.1,2.3,1.4,0.5,1.2,3.0,13.7,.418,.512,.348,.778,.552,.517,F,BOSCLEDALMEMMIAMILPHOUTA,crowdja01
1167,Mitch Creek,13.2,13.1,18.6,2.0,0.0,5.0,17.6,2018-19,2018-19,26,5,0,6.0,12.0,6.0,10.5,0.0,1.5,3.7,5.2,4.5,4.5,9.0,4.5,1.5,0.0,0.7,2.3,15.8,.500,.571,.000,.714,.550,.500,G,BRKMIN,creekmi01
1168,Jordan Crawford,2.2,9.8,24.3,1.2,0.3,13.7,24.6,2012-13,2017-18,24-29,175,49,6.6,15.6,4.7,9.9,1.9,5.7,2.6,3.1,0.7,3.1,3.8,5.1,0.9,0.1,2.7,2.3,17.8,.424,.471,.341,.834,.523,.486,G,BOSGSWNOPWAS,crawfjo02
1169,Jamal Crawford,1.2,6.1,16.6,1.5,0.5,11.1,24.9,2012-13,2019-20,32-39,515,34,6.6,16.0,4.3,9.5,2.3,6.5,3.6,4.1,0.4,2.0,2.4,3.8,1.0,0.2,2.2,1.9,19.1,.413,.457,.349,.880,.537,.484,G,BRKLACMINPHO,crawfja01
1170,Torrey Craig,7.0,15.2,7.0,1.3,2.6,11.0,13.1,2017-18,2022-23,27-32,379,153,4.2,9.2,2.6,4.6,1.6,4.7,0.9,1.2,2.3,4.9,7.2,1.9,0.9,1.1,1.2,3.7,10.9,.456,.567,.347,.696,.557,.544,G-F,DENINDMILPHO,craigto01
1171,Allen Crabbe,1.3,11.4,7.1,1.2,0.9,8.4,16.0,2013-14,2019-20,21-27,381,113,4.8,11.4,2.4,5.1,2.4,6.3,1.5,1.8,0.4,3.8,4.2,1.7,0.9,0.4,1.1,3.0,13.6,.425,.471,.387,.831,.559,.531,G-F,ATLBRKMINPOR,crabbal01
1172,Robert Covington,3.3,18.0,7.6,2.6,2.8,12.7,17.1,2013-14,2022-23,23-32,585,460,4.7,11.5,2.0,4.1,2.7,7.3,1.9,2.3,1.1,5.9,7.0,1.8,1.9,1.2,1.8,3.6,13.9,.408,.490,.362,.811,.556,.524,F-C,HOULACMINPHIPOR,covinro01
1173,DeMarcus Cousins,8.9,29.3,19.5,2.3,3.2,15.2,32.3,2012-13,2021-22,22-31,509,437,8.7,18.7,7.7,15.7,1.0,3.0,6.4,8.6,2.9,9.6,12.4,3.9,1.6,1.4,4.0,4.3,24.8,.465,.489,.335,.746,.551,.491,C-F,DENGSWHOULACMILNOPSAC,couside01
1174,Bryce Cotton,1.8,8.7,15.8,1.8,0.0,16.4,23.8,2014-15,2015-16,22-23,23,0,6.0,14.4,4.7,10.2,1.3,4.2,2.7,3.3,0.5,2.7,3.3,3.3,1.3,0.0,3.1,1.5,16.0,.418,.464,.304,.833,.506,.462,G,MEMPHOUTA,cottobr01
1175,Matt Costello,3.4,27.9,8.3,3.2,5.2,20.0,7.0,2017-18,2017-18,24,4,0,2.3,4.5,2.3,4.5,0.0,0.0,0.0,0.0,1.1,9.0,10.1,2.3,2.3,2.3,1.1,7.9,4.5,.500,.500,,,.500,.500,F,SAS,costema01
1176,Petr Cornelie,21.3,19.9,10.8,1.3,2.4,19.3,24.0,2021-22,2021-22,26,13,0,4.7,14.2,3.8,6.6,0.9,7.6,2.8,3.8,6.6,6.6,13.3,2.8,0.9,0.9,3.8,6.6,13.3,.333,.571,.125,.750,.418,.367,F,DEN,cornepe01
1177,Chris Copeland,3.5,11.2,8.6,0.8,1.1,12.3,22.9,2012-13,2015-16,28-31,171,26,6.2,14.6,3.6,7.4,2.6,7.2,1.9,2.5,1.1,3.5,4.6,1.8,0.5,0.5,2.2,4.0,17.0,.427,.486,.365,.752,.540,.516,F,INDMILNYK,copelch01
1178,Sharife Cooper,0.0,14.0,16.3,0.0,0.0,26.3,21.3,2021-22,2021-22,20,13,0,2.8,12.9,1.8,7.4,0.9,5.5,0.0,0.0,0.0,4.6,4.6,4.6,0.0,0.0,4.6,0.9,6.5,.214,.250,.167,,.250,.250,G,ATL,coopesh01
1179,Jack Cooley,15.5,20.8,6.2,2.1,1.4,8.3,18.9,2014-15,2017-18,23-26,23,0,4.6,10.1,4.6,10.1,0.0,0.0,4.8,8.3,5.0,6.4,11.4,1.4,1.4,0.6,1.2,7.4,13.9,.449,.449,,.575,.503,.449,F-C,SACUTA,cooleja01
1180,Xavier Cooks,14.7,18.7,6.4,2.3,2.7,19.8,13.9,2022-23,2022-23,27,10,1,4.9,8.0,4.9,7.7,0.0,0.3,1.1,2.9,4.6,6.3,10.9,1.7,1.7,1.1,2.3,3.7,10.9,.607,.630,.000,.400,.586,.607,F,WAS,cooksxa01
1181,Charles Cooke,0.0,5.5,3.2,1.3,0.0,6.3,18.1,2017-18,2017-18,23,13,0,1.9,13.3,0.9,5.7,0.9,7.6,0.9,1.9,0.0,1.9,1.9,0.9,0.9,0.0,0.9,0.0,5.7,.143,.167,.125,.500,.202,.179,G,NOP,cookech01
1182,Tyler Cook,8.0,18.2,4.6,1.1,0.8,14.3,13.7,2019-20,2021-22,22-24,65,3,5.2,8.0,5.2,7.9,0.1,0.1,2.3,3.9,2.6,5.8,8.4,1.1,0.8,0.3,1.6,3.5,12.8,.654,.656,.500,.600,.661,.657,F,BRKCHICLEDENDET,cookty01
1183,Quinn Cook,2.0,10.6,16.1,0.9,0.2,11.2,19.7,2016-17,2020-21,23-27,188,29,6.5,14.1,4.1,8.1,2.4,6.0,0.8,1.1,0.6,3.6,4.3,4.0,0.7,0.1,1.8,2.7,16.3,.461,.500,.408,.795,.559,.548,G,CLEDALGSWLALNOP,cookqu01
1184,Daequan Cook,1.8,14.1,6.7,0.9,1.2,8.0,19.2,2012-13,2012-13,25,49,1,4.2,13.6,2.0,6.2,2.1,7.4,0.7,1.0,0.6,4.4,5.0,1.6,0.7,0.6,1.2,2.1,11.2,.305,.329,.286,.750,.398,.383,G,CHIHOU,cookda02
1185,Will Conroy,5.5,0.0,0.0,0.0,0.0,0.0,22.1,2012-13,2012-13,30,4,0,0.0,16.2,0.0,10.8,0.0,5.4,1.8,3.6,1.8,0.0,1.8,0.0,0.0,0.0,0.0,1.8,1.8,.000,.000,.000,.500,.051,.000,G,MIN,conrowi01
1186,Pat Connaughton,4.0,14.7,8.6,1.2,1.2,9.0,13.2,2015-16,2022-23,23-30,478,68,4.2,9.7,2.0,3.4,2.3,6.3,0.8,1.1,1.3,5.3,6.6,2.4,0.9,0.5,1.0,2.2,11.5,.436,.576,.359,.777,.567,.552,G,MILPOR,connapa01
1187,Mike Conley,1.9,9.0,30.0,2.2,0.7,12.0,23.0,2012-13,2022-23,25-35,667,659,6.3,14.4,4.1,8.7,2.2,5.7,3.5,4.2,0.6,2.9,3.5,6.7,1.6,0.3,2.2,2.2,18.3,.438,.474,.383,.837,.564,.514,G,MEMMINUTA,conlemi01
1188,Chance Comanche,10.9,5.5,0.0,0.0,4.2,0.0,14.0,2022-23,2022-23,26,1,0,5.1,8.6,5.1,8.6,0.0,0.0,1.7,6.9,3.4,1.7,5.1,0.0,0.0,1.7,0.0,0.0,12.0,.600,.600,,.250,.518,.600,F-C,POR,comanch01
1189,Bonzie Colson,8.8,21.5,4.0,2.4,0.9,6.5,19.6,2018-19,2018-19,23,8,2,4.8,14.3,2.9,6.6,1.8,7.7,2.9,3.3,2.9,8.1,11.0,1.1,1.8,0.4,1.1,1.1,14.3,.333,.444,.238,.889,.454,.397,F,MIL,colsobo01
1190,Nick Collison,9.8,14.8,11.0,1.4,1.6,18.7,11.7,2012-13,2017-18,32-37,322,8,3.6,6.9,3.4,6.2,0.1,0.6,1.5,2.1,3.0,5.0,8.0,2.8,1.0,0.7,1.8,4.9,8.8,.524,.552,.238,.703,.566,.535,F,OKC,collini01
1191,Darren Collison,1.7,8.1,25.4,2.1,0.4,14.0,19.1,2012-13,2021-22,25-34,496,346,5.6,11.8,4.4,8.7,1.3,3.2,3.0,3.5,0.5,2.6,3.2,6.0,1.5,0.2,2.2,2.3,15.5,.476,.504,.402,.852,.581,.530,G,DALINDLACLALSAC,collida01
1192,Kyle Collinsworth,7.2,18.0,16.4,1.8,1.7,17.1,13.3,2017-18,2017-18,26,32,2,2.8,7.4,2.5,6.1,0.3,1.3,1.6,3.0,2.4,5.6,8.0,4.2,1.3,0.7,1.8,3.3,7.6,.384,.415,.235,.525,.433,.404,G-F,DAL,colliky01
1193,Zach Collins,7.9,19.4,11.5,1.0,3.1,16.6,17.8,2017-18,2022-23,20-25,245,42,5.4,11.3,4.2,7.9,1.2,3.4,2.2,3.0,2.6,6.4,9.1,3.0,0.8,1.4,2.5,4.7,14.2,.477,.535,.342,.749,.562,.528,C-F,PORSAS,colliza01
1194,John Collins,8.1,21.6,8.0,0.9,3.1,10.2,20.5,2017-18,2022-23,20-25,364,313,7.7,13.9,6.5,10.6,1.2,3.3,3.1,3.9,2.7,7.1,9.8,1.8,0.7,1.3,1.8,3.8,19.6,.551,.611,.356,.783,.626,.593,F,ATL,collijo01
1195,Jason Collins,6.3,10.4,3.0,1.9,1.6,26.6,7.9,2012-13,2013-14,34-35,60,10,1.3,3.4,1.3,3.2,0.0,0.2,1.7,2.3,1.9,3.2,5.1,0.8,1.3,0.7,1.6,7.4,4.3,.377,.400,.000,.722,.479,.377,C,BOSBRKWAS,collija04
1196,Norris Cole,1.1,9.6,19.1,1.8,0.4,16.1,17.6,2012-13,2016-17,24-28,295,58,4.4,10.8,3.4,7.8,1.0,3.0,1.2,1.6,0.3,2.9,3.3,4.5,1.3,0.2,2.2,3.0,11.0,.410,.441,.330,.734,.480,.456,G,MIANOPOKC,coleno01
1197,Amir Coffey,2.3,9.7,10.8,1.1,0.7,9.3,15.3,2019-20,2022-23,22-25,181,41,4.4,10.1,2.6,5.2,1.8,4.8,2.4,3.0,0.7,3.3,4.1,2.8,0.8,0.3,1.2,2.5,13.0,.436,.499,.369,.799,.569,.525,G,LAC,coffeam01
1198,Antonius Cleveland,3.2,10.5,2.4,2.4,4.1,18.4,12.7,2017-18,2019-20,23-25,28,0,2.6,7.5,1.9,6.0,0.6,1.5,1.5,2.3,1.1,3.4,4.5,0.6,1.7,1.7,1.9,6.6,7.2,.343,.321,.429,.636,.427,.386,G,ATLDAL,clevean01
1199,Chris Clemons,1.4,9.4,14.3,1.4,1.8,11.5,23.6,2019-20,2019-20,22,33,0,7.1,17.6,2.5,4.3,4.6,13.2,1.2,1.4,0.5,3.2,3.7,3.3,1.1,0.7,2.4,3.2,19.9,.401,.571,.346,.909,.548,.532,G,HOU,clemoch01
1200,Nic Claxton,9.5,22.5,8.3,1.4,6.2,11.6,15.1,2019-20,2022-23,20-23,170,96,6.3,9.3,6.3,9.2,0.0,0.1,2.0,3.8,3.0,7.5,10.5,2.1,1.0,2.6,1.4,3.6,14.7,.679,.686,.143,.540,.670,.680,C,BRK,claxtni01
1201,Victor Claver,4.5,14.3,7.7,1.5,1.1,17.7,13.8,2012-13,2014-15,24-26,80,16,3.4,8.4,2.2,4.5,1.1,3.9,0.8,1.4,1.4,4.5,6.0,1.9,1.0,0.5,1.9,3.5,8.7,.398,.489,.293,.585,.479,.466,F,POR,clavevi01
1202,Gian Clavell,1.7,10.8,6.7,1.6,0.0,9.6,14.8,2017-18,2017-18,24,7,0,3.4,10.1,0.0,1.7,3.4,8.4,1.1,1.1,0.6,3.4,3.9,1.7,1.1,0.0,1.1,4.5,11.3,.333,.000,.400,1.000,.530,.500,G,DAL,clavegi01
1203,Jordan Clarkson,3.4,9.9,16.4,1.5,0.5,10.9,25.9,2014-15,2022-23,22-30,661,203,7.8,17.8,5.4,10.6,2.4,7.2,2.7,3.2,1.1,3.3,4.4,3.6,1.1,0.2,2.3,2.2,20.8,.440,.509,.338,.826,.540,.508,G,CLELALUTA,clarkjo01
1204,Coty Clarke,0.0,18.0,0.0,0.0,0.0,20.0,35.5,2015-16,2015-16,23,3,0,12.0,24.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,36.0,.500,.000,1.000,,.750,.750,F,BOS,clarkco01
1205,Brandon Clarke,8.6,19.0,9.7,1.6,3.6,8.2,17.8,2019-20,2022-23,23-26,237,29,7.6,12.6,7.3,11.4,0.3,1.2,2.5,3.5,3.0,6.5,9.4,2.4,1.2,1.5,1.3,3.1,18.1,.604,.637,.290,.705,.638,.618,F,MEM,clarkbr01
1206,Ian Clark,1.6,8.7,11.9,1.4,0.8,12.0,18.7,2013-14,2018-19,22-27,330,9,5.7,13.1,3.8,7.4,1.9,5.6,1.3,1.6,0.5,3.0,3.5,3.1,1.0,0.4,1.9,3.1,14.7,.439,.514,.340,.804,.533,.513,G,DENGSWNOPUTA,clarkia01
1207,Gary Clark,5.5,15.5,5.1,1.1,2.4,7.8,10.8,2018-19,2021-22,24-27,170,19,2.8,8.1,0.6,1.2,2.2,6.9,0.5,0.6,1.9,5.0,6.9,1.4,0.8,1.0,0.7,2.4,8.4,.351,.494,.326,.838,.504,.489,F,DENHOUNOPORLPHI,clarkga01
1208,Earl Clark,5.3,19.1,6.0,1.3,2.5,12.0,16.6,2012-13,2014-15,25-27,123,53,4.5,11.0,3.2,7.1,1.3,3.9,1.2,1.8,1.7,6.2,7.9,1.4,0.9,1.2,1.6,2.9,11.5,.411,.453,.333,.667,.490,.470,F,BRKCLELALNYK,clarkea01
1209,Patrick Christopher,8.0,15.9,0.0,1.8,0.0,7.7,20.6,2014-15,2014-15,26,4,1,3.7,14.9,3.7,9.9,0.0,5.0,0.0,0.0,2.5,5.0,7.4,0.0,1.2,0.0,1.2,7.4,7.4,.250,.375,.000,,.250,.250,G-F,UTA,chrispa01
1210,Josh Christopher,3.7,9.7,16.2,2.2,1.2,16.1,21.4,2021-22,2022-23,20-21,138,4,6.4,14.1,5.1,9.4,1.3,4.7,2.2,2.9,1.2,3.1,4.4,3.8,1.7,0.5,3.0,2.6,16.3,.455,.544,.277,.740,.530,.501,G,HOU,chrisjo01
1211,Semaj Christon,2.2,7.8,18.1,1.4,0.6,15.4,12.2,2016-17,2016-17,24,64,1,2.8,8.3,2.4,5.9,0.4,2.3,0.6,1.1,0.7,2.5,3.2,4.8,1.0,0.3,1.6,2.9,6.8,.345,.406,.190,.548,.387,.372,G,OKC,chrisse01
1212,Rakeem Christmas,13.6,14.8,2.5,0.7,2.3,12.2,13.1,2015-16,2016-17,24-25,30,0,3.4,7.2,3.4,7.2,0.0,0.0,3.4,4.6,4.3,4.8,9.1,0.6,0.5,1.0,1.3,6.1,10.1,.467,.467,,.724,.545,.467,F,IND,chrisra01
1213,Dionte Christmas,7.4,14.1,5.8,0.5,1.1,7.6,17.4,2013-14,2013-14,27,31,0,4.0,11.3,2.4,5.6,1.6,5.6,3.3,4.4,2.4,4.5,6.9,1.5,0.4,0.5,1.1,3.5,12.9,.355,.419,.290,.750,.489,.427,G,PHO,chrisdi01
1214,Max Christie,1.5,13.8,5.1,0.8,1.2,10.3,10.4,2022-23,2022-23,19,41,3,3.1,7.5,1.3,3.1,1.8,4.4,1.0,1.1,0.5,4.8,5.3,1.5,0.6,0.5,0.9,2.3,9.0,.415,.409,.419,.875,.566,.538,G,LAL,chrisma02
1215,Marquese Chriss,7.2,20.9,8.6,1.7,3.6,14.4,19.3,2016-17,2021-22,19-24,292,147,5.6,12.3,4.5,8.5,1.1,3.7,2.6,3.9,2.4,6.8,9.2,2.0,1.3,1.5,2.3,5.0,14.9,.456,.528,.290,.667,.531,.500,F,CLEDALGSWHOUPHO,chrisma01
1216,Chris Chiozza,2.3,9.7,28.2,1.9,0.9,19.8,16.9,2018-19,2021-22,23-26,91,4,3.9,11.0,1.8,5.0,2.0,6.0,0.7,0.9,0.8,3.3,4.1,7.5,1.5,0.4,2.8,3.1,10.5,.353,.366,.343,.800,.462,.446,G,BRKGSWHOUWAS,chiozch01
1217,Josh Childress,5.7,11.5,8.0,1.3,1.2,4.4,8.5,2012-13,2013-14,29-30,18,0,1.7,6.1,1.5,5.2,0.3,0.9,0.3,0.6,1.7,3.5,5.2,2.0,0.9,0.6,0.3,1.2,4.1,.286,.278,.333,.500,.320,.310,G-F,BRKNOP,childjo01
1218,Will Cherry,1.7,6.6,16.4,4.5,1.1,15.6,16.8,2014-15,2014-15,23,8,0,2.6,9.9,1.6,5.2,1.0,4.7,1.6,3.1,0.5,2.1,2.6,4.2,3.1,0.5,2.1,5.2,7.8,.263,.300,.222,.500,.347,.316,G,CLE,cherrwi01
1219,Zylan Cheatham,5.7,11.4,7.0,0.8,1.5,25.0,11.8,2019-20,2021-22,24-26,5,0,3.9,7.7,3.9,5.8,0.0,1.9,0.0,0.0,1.9,3.9,5.8,1.9,0.6,0.6,2.6,6.4,7.7,.500,.667,.000,,.500,.500,F,NOPUTA,cheatzy01
1220,Joe Chealey,0.0,0.0,6.6,4.9,0.0,15.5,13.8,2018-19,2019-20,23-24,5,0,0.9,8.8,0.9,5.3,0.0,3.5,1.8,1.8,0.0,0.0,0.0,1.8,3.5,0.0,1.8,2.6,3.5,.100,.167,.000,1.000,.184,.100,G,CHO,chealjo01
1221,Wilson Chandler,4.3,15.9,9.1,1.2,1.2,10.6,18.2,2012-13,2019-20,25-32,414,278,5.5,12.7,3.7,7.4,1.8,5.2,1.7,2.3,1.4,5.3,6.7,2.2,0.9,0.5,1.6,3.2,14.7,.438,.500,.350,.756,.536,.510,F,BRKDENLACPHI,chandwi01
1222,Tyson Chandler,12.6,27.1,5.1,1.0,2.6,17.4,12.0,2012-13,2019-20,30-37,436,359,4.1,6.4,4.1,6.4,0.0,0.0,2.5,3.7,4.2,8.6,12.8,1.3,0.7,1.1,1.7,3.3,10.6,.633,.634,.000,.668,.659,.633,C,DALHOULALNYKPHO,chandty01
1223,Kennedy Chandler,3.4,10.9,26.4,2.0,1.6,16.9,15.8,2022-23,2022-23,20,36,0,4.5,10.6,4.2,8.7,0.3,1.9,0.8,1.7,1.2,3.7,4.9,7.4,1.5,0.6,2.3,1.9,10.0,.422,.485,.133,.462,.440,.434,G,MEM,chandke01
1224,Justin Champagnie,13.1,14.6,6.5,1.4,1.2,8.5,12.8,2021-22,2022-23,20-21,41,0,4.1,9.4,2.9,5.6,1.3,3.8,1.0,1.0,4.6,4.6,9.1,1.7,1.0,0.5,0.9,3.9,10.5,.439,.510,.333,1.000,.535,.506,F,BOSTOR,champju01
1225,Julian Champagnie,3.3,17.7,4.5,0.9,1.3,7.4,19.2,2022-23,2022-23,21,17,3,6.6,14.6,2.9,5.4,3.7,9.2,1.6,1.9,1.1,5.6,6.8,1.1,0.7,0.6,1.2,2.9,18.6,.454,.542,.402,.824,.600,.581,F,PHISAS,champju02
1226,Mario Chalmers,1.6,9.9,22.3,2.9,0.6,18.2,18.5,2012-13,2017-18,26-31,357,204,4.2,10.1,2.7,5.8,1.5,4.3,2.9,3.6,0.5,3.0,3.5,5.2,2.0,0.2,2.6,3.9,12.7,.416,.470,.343,.799,.545,.488,G,MEMMIA,chalmma01
1227,Ahmad Caver,0.0,0.0,0.0,0.0,0.0,0.0,42.8,2021-22,2021-22,25,1,0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.000,1.000,,,1.000,1.000,G,IND,caverah01
1228,Tyler Cavanaugh,9.6,17.4,7.5,0.8,0.6,8.0,14.7,2017-18,2018-19,23-24,50,1,4.5,10.5,2.4,4.4,2.1,6.1,1.2,1.5,3.1,5.6,8.7,1.8,0.6,0.3,1.0,4.1,12.4,.432,.544,.351,.826,.558,.534,F,ATLUTA,cavanty01
1229,Troy Caupain,6.6,13.6,42.5,3.1,0.0,0.0,21.8,2018-19,2018-19,23,4,0,9.0,18.0,4.5,11.3,4.5,6.8,0.0,0.0,2.3,4.5,6.8,9.0,2.3,0.0,0.0,0.0,22.5,.500,.400,.667,,.625,.625,G,ORL,caupatr01
1230,Willie Cauley-Stein,8.0,21.3,9.8,1.8,3.2,10.5,17.1,2015-16,2021-22,22-28,422,256,6.0,11.1,6.0,10.9,0.0,0.1,2.2,3.6,2.7,6.9,9.6,2.3,1.4,1.3,1.5,3.8,14.3,.544,.548,.188,.612,.564,.545,F-C,DALGSWPHISAC,caulewi01
1231,Omri Casspi,4.3,18.9,9.4,1.5,1.0,13.0,17.6,2012-13,2018-19,24-30,375,52,5.3,11.1,3.9,7.4,1.4,3.7,2.3,3.4,1.3,6.2,7.6,2.2,1.1,0.4,1.9,2.9,14.3,.477,.527,.379,.679,.569,.541,F,CLEGSWHOUMEMMINNOPSAC,casspom01
1232,Alex Caruso,2.8,10.8,16.7,2.7,1.7,17.8,13.6,2017-18,2022-23,23-28,292,73,3.6,8.3,2.2,4.6,1.3,3.6,1.8,2.4,0.9,3.5,4.5,4.6,2.0,0.7,2.0,3.3,10.2,.429,.479,.365,.749,.547,.509,G,CHILAL,carusal01
1233,Michael Carter-Williams,4.0,15.1,27.8,2.5,1.8,17.7,22.7,2013-14,2022-23,22-31,395,217,5.4,13.5,4.8,10.9,0.7,2.6,3.1,4.4,1.4,4.8,6.2,6.2,1.8,0.8,3.3,3.5,14.6,.402,.436,.256,.705,.473,.426,G,CHICHOHOUMILORLPHI,cartemi01
1234,Wendell Carter Jr.,9.1,25.5,11.5,1.1,2.6,13.4,19.4,2018-19,2022-23,19-23,260,246,6.3,12.2,5.4,9.5,0.9,2.7,3.1,4.2,3.0,8.3,11.4,2.6,0.8,1.0,2.2,3.9,16.5,.516,.572,.321,.733,.589,.552,C,CHIORL,cartewe01
1235,Vince Carter,2.9,13.2,12.0,1.7,1.7,9.6,19.0,2012-13,2019-20,36-43,555,36,5.1,12.7,2.5,5.8,2.5,6.9,2.1,2.6,0.9,4.2,5.1,2.8,1.2,0.7,1.5,3.6,14.8,.399,.437,.367,.798,.532,.499,G-F,ATLDALMEMSAC,cartevi01
1236,Jevon Carter,2.4,10.3,14.0,1.9,1.4,11.2,14.9,2018-19,2022-23,23-27,304,48,4.3,10.7,1.7,4.1,2.6,6.6,0.7,0.9,0.8,3.5,4.3,3.8,1.4,0.6,1.4,3.1,11.9,.400,.405,.397,.811,.537,.523,G,BRKMEMMILPHO,carteje01
1237,DeMarre Carroll,5.2,14.8,8.2,2.0,0.9,9.6,17.1,2012-13,2019-20,26-33,471,329,4.8,11.1,2.9,5.9,1.9,5.2,2.4,3.2,1.6,4.8,6.5,1.9,1.4,0.4,1.3,2.8,13.9,.432,.497,.359,.744,.554,.517,F,ATLBRKHOUSASTORUTA,carrode01
1238,Vernon Carey Jr.,10.0,19.3,3.6,1.3,4.0,12.7,18.2,2020-21,2022-23,19-21,37,5,5.2,11.0,5.0,9.6,0.2,1.3,3.3,5.0,3.3,6.4,9.6,1.0,1.0,1.5,1.9,4.2,13.9,.474,.520,.143,.654,.526,.482,C,CHOWAS,careyve01
1239,Clint Capela,14.7,29.2,5.8,1.3,4.7,9.9,17.7,2014-15,2022-23,20-28,536,473,7.3,11.6,7.3,11.6,0.0,0.0,2.1,3.9,4.8,9.6,14.4,1.3,0.9,2.0,1.5,3.2,16.6,.627,.628,.000,.533,.625,.627,C,ATLHOU,capelca01
1240,Devin Cannady,0.5,4.9,7.3,2.2,1.7,8.2,16.8,2020-21,2021-22,24-25,13,0,4.3,11.8,0.8,3.1,3.5,8.7,1.8,2.3,0.2,1.6,1.8,1.8,1.6,0.7,1.2,3.0,13.8,.361,.263,.396,.786,.537,.507,G,ORL,cannade01
1241,Vlatko Čančar,4.0,13.7,10.6,1.3,1.3,14.0,14.1,2019-20,2022-23,22-25,130,11,4.4,9.2,2.8,4.9,1.6,4.3,1.6,1.9,1.2,4.4,5.7,3.0,0.9,0.5,1.6,3.3,11.9,.479,.582,.361,.847,.596,.563,F,DEN,cancavl01
1242,Isaiah Canaan,1.4,8.7,14.8,1.5,0.4,12.4,18.9,2013-14,2018-19,22-27,235,77,4.6,12.5,1.9,4.6,2.7,7.8,2.4,2.8,0.5,2.8,3.3,3.4,1.1,0.2,1.9,2.7,14.4,.371,.404,.351,.836,.524,.481,G,CHIHOUMILMINPHIPHO,canaais01
1243,Facundo Campazzo,1.9,8.7,22.0,2.7,1.3,17.0,13.9,2020-21,2022-23,29-31,138,23,3.1,8.4,1.3,2.8,1.9,5.7,1.9,2.3,0.6,2.8,3.4,6.2,2.0,0.5,1.9,3.5,10.0,.369,.456,.326,.825,.528,.478,G,DALDEN,campafa01
1244,Marcus Camby,10.9,27.1,8.1,1.5,4.8,19.6,14.3,2012-13,2012-13,38,24,4,2.4,7.6,2.4,7.6,0.0,0.0,1.2,2.7,3.5,8.1,11.5,2.0,1.0,2.0,2.2,4.0,6.0,.321,.321,,.421,.342,.321,C-F,NYK,cambyma01
1245,Kentavious Caldwell-Pope,2.2,9.3,8.6,1.9,0.7,8.9,17.0,2013-14,2022-23,20-29,759,617,5.0,11.8,2.9,6.1,2.1,5.7,1.9,2.4,0.7,3.1,3.8,2.1,1.4,0.3,1.3,2.3,14.1,.424,.479,.365,.814,.546,.512,G,DENDETLALWAS,caldwke01
1246,José Calderón,1.5,9.2,26.3,1.4,0.3,15.6,14.8,2012-13,2018-19,31-37,415,298,4.3,9.5,2.4,4.9,2.0,4.6,0.9,1.0,0.5,2.9,3.4,6.2,1.0,0.1,1.8,2.3,11.5,.457,.484,.428,.866,.579,.560,G,ATLCLEDALDETLALNYKTOR,caldejo01
1247,Nick Calathes,2.4,11.7,26.5,3.4,0.5,21.0,17.7,2013-14,2014-15,24-25,129,7,4.4,10.0,3.9,8.1,0.5,1.9,1.2,2.1,0.8,3.6,4.4,6.3,2.3,0.2,2.9,3.9,10.6,.441,.476,.288,.581,.484,.468,G,MEM,calatni01
