,_sa_instance_state,state,land_area_in_sqmi,bounds_east,lat,water_area_in_sqmi,bounds_north,zipcode_type,lng,housing_units,bounds_south,zipcode,timezone,occupied_housing_units,major_city,radius_in_miles,post_office_city,area_code_list,median_home_value,common_city_list,population,median_household_income,county,population_density,bounds_west,borough
108,<sqlalchemy.orm.state.InstanceState object at 0x12fb507c0>,NY,1.09,-73.756566,40.73,0.0,40.73649,STANDARD,-73.79,4723.0,40.719722,11366,America/New_York,4519.0,Fresh Meadows,1.0,"Fresh Meadows, NY",718,610100.0,"['Fresh Meadows', 'Flushing']",13532.0,71350.0,Queens County,12362.0,-73.810886,Queens
109,<sqlalchemy.orm.state.InstanceState object at 0x12fb50820>,NY,2.38,-73.808605,40.73,0.19,40.743327,STANDARD,-73.83,15588.0,40.71614,11367,America/New_York,14972.0,Flushing,1.0,"Flushing, NY",718,376400.0,"['Flushing', 'Kew Garden Hl', 'Kew Gardens Hills']",41047.0,56608.0,Queens County,17252.0,-73.845319,Queens
110,<sqlalchemy.orm.state.InstanceState object at 0x12fb50880>,NY,1.65,-73.745283,40.69,0.0,40.710317,STANDARD,-73.75,11526.0,40.684551,11412,America/New_York,10691.0,Saint Albans,1.0,"Saint Albans, NY","347,718,917,929",385700.0,"['Saint Albans', 'Jamaica']",34882.0,70672.0,Queens County,21186.0,-73.775562,Queens
111,<sqlalchemy.orm.state.InstanceState object at 0x12fb508e0>,NY,1.41,-73.753184,40.71,0.0,40.730193,STANDARD,-73.76,10165.0,40.705087,11423,America/New_York,9559.0,Hollis,1.0,"Hollis, NY",718,422200.0,"['Hollis', 'Jamaica']",29987.0,60892.0,Queens County,21254.0,-73.783135,Queens
112,<sqlalchemy.orm.state.InstanceState object at 0x12fb50940>,NY,2.15,-73.773571,40.72,0.0,40.728425,STANDARD,-73.79,19518.0,40.70146,11432,America/New_York,18448.0,Jamaica,1.0,"Jamaica, NY","718,347",519000.0,['Jamaica'],60809.0,50450.0,Queens County,28295.0,-73.812027,Queens
113,<sqlalchemy.orm.state.InstanceState object at 0x12fb509a0>,NY,1.55,-73.769895,40.7,0.0,40.708724,STANDARD,-73.79,11483.0,40.686913,11433,America/New_York,10230.0,Jamaica,1.0,"Jamaica, NY","347,718",379700.0,"['Jamaica', 'Addisleigh Park', 'Addisleigh Pk']",32687.0,42887.0,Queens County,21062.0,-73.803962,Queens
114,<sqlalchemy.orm.state.InstanceState object at 0x12fb50460>,NY,3.24,-73.75797,40.68,0.07,40.69665,STANDARD,-73.78,21681.0,40.65616,11434,America/New_York,20244.0,Jamaica,2.0,"Jamaica, NY","516,718",371900.0,"['Jamaica', 'Addisleigh Park', 'Addisleigh Pk', 'Rochdale...']",59129.0,59229.0,Queens County,18256.0,-73.801898,Queens
115,<sqlalchemy.orm.state.InstanceState object at 0x12fb50a60>,NY,1.51,-73.793908,40.7,0.0,40.719062,STANDARD,-73.81,18963.0,40.682932,11435,America/New_York,17724.0,Jamaica,2.0,"Jamaica, NY","718,347,917,929",338100.0,"['Jamaica', 'Briarwood']",53687.0,53041.0,Queens County,35447.0,-73.825956,Queens
116,<sqlalchemy.orm.state.InstanceState object at 0x12fb50ac0>,NY,0.79,-73.788085,40.68,0.0,40.686107,STANDARD,-73.8,5924.0,40.666645,11436,America/New_York,5353.0,Jamaica,1.0,"Jamaica, NY",718,365500.0,"['Jamaica', 'S Ozone Park', 'South Ozone Park']",17949.0,62114.0,Queens County,22783.0,-73.805768,Queens
117,<sqlalchemy.orm.state.InstanceState object at 0x12fb50b20>,NY,0.04,-73.954876,40.75,0.01,40.748225,STANDARD,-73.96,2127.0,40.742472,11109,America/New_York,1975.0,Long Island City,0.22727272727272727,"Long Island City, NY","718,347",428600.0,"['Long Island City', 'Long Is City']",3523.0,125871.0,Queens County,87802.0,-73.961544,Queens
118,<sqlalchemy.orm.state.InstanceState object at 0x12fb50b80>,NY,1.07,-73.854413,40.76,0.0,40.771808,STANDARD,-73.88,12184.0,40.755854,11369,America/New_York,11194.0,East Elmhurst,1.0,"East Elmhurst, NY",212,464500.0,"['East Elmhurst', 'Flushing']",38615.0,53617.0,Queens County,36170.0,-73.887671,Queens
119,<sqlalchemy.orm.state.InstanceState object at 0x12fb50be0>,NY,1.42,-73.870992,40.77,0.0,40.798315,STANDARD,-73.89,10244.0,40.754389,11370,America/New_York,9415.0,East Elmhurst,2.0,"East Elmhurst, NY","347,718,917,929",517100.0,"['East Elmhurst', 'Flushing']",39688.0,52500.0,Queens County,27899.0,-73.900659,Queens
120,<sqlalchemy.orm.state.InstanceState object at 0x12fb50c40>,NY,0.74,-73.869425,40.75,0.0,40.758464,STANDARD,-73.88,25100.0,40.744765,11372,America/New_York,23906.0,Jackson Heights,0.9090909090909091,"Jackson Heights, NY","347,718,917,929",265500.0,"['Jackson Heights', 'Flushing', 'Jackson Hts']",66636.0,48683.0,Queens County,90360.0,-73.897284,Queens
121,<sqlalchemy.orm.state.InstanceState object at 0x12fb50ca0>,NY,1.53,-73.864424,40.74,0.0,40.749157,STANDARD,-73.88,33227.0,40.727834,11373,America/New_York,31348.0,Elmhurst,0.9659090909090909,"Elmhurst, NY","347,917,929,718",499600.0,"['Elmhurst', 'Flushing']",100820.0,47667.0,Queens County,66007.0,-73.891746,Queens
122,<sqlalchemy.orm.state.InstanceState object at 0x12fb50d00>,NY,2.55,-73.888523,40.74,0.0,40.767776,STANDARD,-73.9,33545.0,40.72855,11377,America/New_York,31412.0,Woodside,2.0,"Woodside, NY","718,347,917,929",395800.0,"['Woodside', 'Flushing']",89830.0,49886.0,Queens County,35274.0,-73.925851,Queens
123,<sqlalchemy.orm.state.InstanceState object at 0x12fb50d60>,NY,2.55,-73.886122,40.72,0.06,40.736826,STANDARD,-73.9,13668.0,40.712857,11378,America/New_York,12762.0,Maspeth,2.0,"Maspeth, NY","347,718",538600.0,"['Maspeth', 'Flushing']",34981.0,57474.0,Queens County,13697.0,-73.93742,Queens
124,<sqlalchemy.orm.state.InstanceState object at 0x12fb50dc0>,NY,2.07,-73.859621,40.71,0.0,40.73061,STANDARD,-73.88,14649.0,40.706371,11379,America/New_York,13881.0,Middle Village,1.0,"Middle Village, NY",212,543800.0,"['Middle Village', 'Flushing', 'Middle Vlg']",34821.0,69843.0,Queens County,16785.0,-73.902854,Queens
125,<sqlalchemy.orm.state.InstanceState object at 0x12fb50e20>,NY,3.61,-73.852145,40.7,0.03,40.714176,STANDARD,-73.89,37251.0,40.682447,11385,America/New_York,34843.0,Ridgewood,3.0,"Ridgewood, NY","347,718",495800.0,"['Ridgewood', 'Flushing', 'Glendale']",98592.0,50799.0,Queens County,27290.0,-73.92392,Queens
126,<sqlalchemy.orm.state.InstanceState object at 0x12fb50e80>,NY,1.19,-74.126888,40.63,0.0,40.642091,STANDARD,-74.14,6427.0,40.616522,10302,America/New_York,6002.0,Staten Island,3.0,"Staten Island, NY","347,929,718,917",382000.0,['Staten Island'],19088.0,56841.0,Richmond County,15982.0,-74.151945,Staten Island
127,<sqlalchemy.orm.state.InstanceState object at 0x12fb50ee0>,NY,3.14,-74.143086,40.63,0.03,40.645462,STANDARD,-74.17,8811.0,40.61204,10303,America/New_York,8239.0,Staten Island,2.0,"Staten Island, NY",718,325100.0,['Staten Island'],26337.0,51537.0,Richmond County,8395.0,-74.197289,Staten Island
128,<sqlalchemy.orm.state.InstanceState object at 0x12fb50f40>,NY,1.8,-74.102526,40.63,0.0,40.645982,STANDARD,-74.12,9043.0,40.620688,10310,America/New_York,8361.0,Staten Island,1.0,"Staten Island, NY","718,917,929",414600.0,['Staten Island'],24962.0,61925.0,Richmond County,13903.0,-74.132058,Staten Island
129,<sqlalchemy.orm.state.InstanceState object at 0x12fb50fa0>,NY,7.47,-74.085802,40.58,0.06,40.602137,STANDARD,-74.14,22017.0,40.547361,10306,America/New_York,20856.0,Staten Island,3.0,"Staten Island, NY",718,450200.0,['Staten Island'],55909.0,75807.0,Richmond County,7481.0,-74.169835,Staten Island
130,<sqlalchemy.orm.state.InstanceState object at 0x12fb51000>,NY,1.96,-74.210085,40.51,0.01,40.520732,STANDARD,-74.24,5354.0,40.495929,10307,America/New_York,4925.0,Staten Island,1.0,"Staten Island, NY","347,718,917,929",567400.0,['Staten Island'],14096.0,86457.0,Richmond County,7184.0,-74.255895,Staten Island
131,<sqlalchemy.orm.state.InstanceState object at 0x12fb51060>,NY,1.97,-74.134558,40.55,0.0,40.567857,STANDARD,-74.15,10715.0,40.535756,10308,America/New_York,10142.0,Staten Island,2.0,"Staten Island, NY",718,452600.0,['Staten Island'],27357.0,88075.0,Richmond County,13864.0,-74.164941,Staten Island
132,<sqlalchemy.orm.state.InstanceState object at 0x12fb510c0>,NY,6.72,-74.193264,40.53,0.04,40.558325,STANDARD,-74.22,11686.0,40.500834,10309,America/New_York,10962.0,Staten Island,4.0,"Staten Island, NY","718,347,917,929",539100.0,['Staten Island'],32519.0,86297.0,Richmond County,4840.0,-74.24816,Staten Island
133,<sqlalchemy.orm.state.InstanceState object at 0x12fb51120>,NY,7.68,-74.145088,40.55,0.14,40.578411,STANDARD,-74.18,22155.0,40.509757,10312,America/New_York,21018.0,Staten Island,3.0,"Staten Island, NY","347,917,929,718",467300.0,['Staten Island'],59304.0,85324.0,Richmond County,7723.0,-74.213164,Staten Island
134,<sqlalchemy.orm.state.InstanceState object at 0x12fb51180>,NY,3.66,-74.069331,40.63,0.01,40.649468,STANDARD,-74.09,16261.0,40.600135,10301,America/New_York,14719.0,Staten Island,2.0,"Staten Island, NY",718,402300.0,['Staten Island'],39706.0,56848.0,Richmond County,10852.0,-74.119669,Staten Island
135,<sqlalchemy.orm.state.InstanceState object at 0x12fb511e0>,NY,3.87,-74.068761,40.61,0.01,40.638096,STANDARD,-74.09,15467.0,40.577581,10304,America/New_York,14438.0,Staten Island,3.0,"Staten Island, NY","917,347,718",403700.0,['Staten Island'],42193.0,53168.0,Richmond County,10889.0,-74.123112,Staten Island
136,<sqlalchemy.orm.state.InstanceState object at 0x12fb51240>,NY,4.25,-74.051416,40.6,0.02,40.627408,STANDARD,-74.07,16187.0,40.566718,10305,America/New_York,15145.0,Staten Island,4.0,"Staten Island, NY",212,415300.0,['Staten Island'],41749.0,70758.0,Richmond County,9819.0,-74.101976,Staten Island
137,<sqlalchemy.orm.state.InstanceState object at 0x12fb512a0>,NY,13.71,-74.109517,40.6,0.64,40.635172,STANDARD,-74.17,32533.0,40.557633,10314,America/New_York,30709.0,Staten Island,4.0,"Staten Island, NY","347,718,917,929",437500.0,['Staten Island'],85510.0,77242.0,Richmond County,6235.0,-74.212995,Staten Island
