Rk,Player,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
229,Jim King,1963-64,1972-73,22-31,607,,1,18.4,2.8,6.7,2.8,6.7,,,1.6,2.1,,,2.5,2.3,,,,2.0,7.2,.418,.418,,.782,.474,.418,G,CHICINLALSFW,kingji01
230,Bernard King,1977-78,1992-93,21-36,874,547,4,33.7,9.0,17.3,8.9,17.1,0.0,0.2,4.5,6.2,1.9,3.8,5.8,3.3,1.0,0.3,3.2,3.3,22.5,.518,.521,.172,.730,.561,.519,F,GSWNJNNYKUTAWSB,kingbe01
231,Jason Kidd,1994-95,2012-13,21-39,1391,1350,10,36.0,4.5,11.2,3.0,7.1,1.4,4.1,2.2,2.8,1.3,5.0,6.3,8.7,1.9,0.3,2.9,1.8,12.6,.400,.429,.349,.785,.507,.464,G,DALNJNNYKPHO,kiddja01
232,Red Kerr,1954-55,1965-66,22-33,905,,3,30.7,5.4,13.0,5.4,13.0,,,2.9,4.1,,,11.2,2.2,,,,2.5,13.8,.418,.418,,.723,.467,.418,C-F,BALPHISYR,kerrre01
233,Larry Kenon,1976-77,1982-83,24-30,503,37,2,30.8,7.1,14.5,7.1,14.5,0.0,0.0,2.8,3.5,2.7,5.1,7.8,2.6,1.3,0.3,2.2,2.1,17.0,.489,.489,.100,.798,.529,.489,F,CHICLEGSWSAS,kenonla01
234,Shawn Kemp,1989-90,2002-03,20-33,1051,728,6,27.9,5.2,10.7,5.2,10.6,0.0,0.1,4.1,5.5,2.9,5.5,8.4,1.6,1.1,1.2,2.6,3.6,14.6,.488,.490,.277,.741,.555,.490,F-C,CLEORLPORSEA,kempsh01
235,Bob Kauffman,1968-69,1974-75,22-28,525,,3,25.8,4.4,9.2,4.4,9.2,,,2.7,3.7,0.3,0.7,7.0,2.7,0.1,0.0,,2.6,11.5,.477,.477,,.749,.533,.477,F-C,ATLBUFCHISEA,kauffbo01
236,Chris Kaman,2003-04,2015-16,21-33,735,538,1,26.7,4.7,9.6,4.7,9.5,0.0,0.0,1.8,2.5,2.0,5.6,7.6,1.3,0.4,1.3,2.1,2.7,11.2,.489,.490,.042,.743,.525,.489,C,DALLACLALNOHPOR,kamanch01
237,Michael Jordan,1984-85,2002-03,21-39,1072,1039,14,38.3,11.4,22.9,10.8,21.2,0.5,1.7,6.8,8.2,1.6,4.7,6.2,5.3,2.3,0.8,2.7,2.6,30.1,.497,.510,.327,.835,.569,.509,G-F,CHIWAS,jordami01
238,DeAndre Jordan,2008-09,2022-23,20-34,1015,781,1,26.3,3.6,5.4,3.6,5.4,0.0,0.0,1.7,3.6,3.0,7.2,10.2,0.9,0.5,1.5,1.4,2.5,9.0,.675,.676,.154,.475,.645,.675,C,BRKDALDENLACLALNYKPHI,jordade01
239,Sam Jones,1957-58,1968-69,24-35,871,,5,27.9,7.2,15.8,7.2,15.8,,,3.3,4.1,,,4.9,2.5,,,,2.0,17.7,.456,.456,,.803,.503,.456,G-F,BOS,jonessa01
240,Eddie Jones,1994-95,2007-08,23-36,954,902,3,34.4,5.2,11.8,3.5,7.5,1.6,4.3,2.9,3.6,0.8,3.2,4.0,2.9,1.7,0.6,1.6,2.6,14.8,.437,.474,.373,.809,.554,.505,G-F,CHHDALLALMEMMIA,jonesed02
241,Bobby Jones,1976-77,1985-86,25-34,774,138,4,26.1,4.4,8.0,4.4,8.0,0.0,0.0,2.7,3.5,1.7,3.8,5.5,2.4,1.4,1.3,1.6,2.7,11.5,.550,.552,.000,.780,.604,.550,F,DENPHI,jonesbo01
242,Nikola Jokić,2015-16,2022-23,20-27,594,553,5,30.8,7.8,14.1,6.8,11.2,1.0,2.9,3.7,4.5,2.6,7.9,10.5,6.6,1.2,0.7,2.9,2.8,20.3,.553,.605,.349,.829,.632,.589,C-F,DEN,jokicni01
243,Neil Johnston,1951-52,1958-59,22-29,516,,6,35.5,6.4,14.4,6.4,14.4,,,6.6,8.6,,,11.3,2.5,,,,3.3,19.4,.444,.444,,.768,.534,.444,C,PHW,johnsne01
244,Steve Johnson,1981-82,1990-91,24-33,626,327,1,21.8,4.5,7.9,4.5,7.9,0.0,0.0,2.7,4.2,1.9,3.6,5.5,1.2,0.5,0.8,2.4,3.8,11.7,.572,.573,.000,.634,.600,.572,C-F,CHIGSWKCKMINPORSASSEA,johnsst03
245,Marques Johnson,1977-78,1989-90,21-33,691,359,5,34.3,8.3,16.0,8.3,15.9,0.0,0.1,3.5,4.7,2.6,4.3,7.0,3.6,1.3,0.8,2.4,2.6,20.1,.518,.521,.152,.739,.556,.519,F-G,GSWLACMIL,johnsma01
246,Magic Johnson,1979-80,1995-96,20-36,906,763,11,36.7,6.9,13.2,6.5,12.0,0.4,1.2,5.5,6.5,1.8,5.5,7.2,11.2,1.9,0.4,3.9,2.3,19.5,.520,.541,.303,.848,.610,.533,G-F,LAL,johnsma02
247,Larry Johnson,1991-92,2000-01,22-31,707,699,2,36.3,6.2,12.9,5.7,11.3,0.5,1.6,3.2,4.2,2.5,5.0,7.5,3.3,0.7,0.4,2.0,2.7,16.2,.484,.505,.332,.766,.551,.505,F,CHHNYK,johnsla02
248,Kevin Johnson,1987-88,1999-00,21-33,735,623,3,34.1,6.1,12.5,5.9,11.7,0.2,0.7,5.4,6.4,0.7,2.6,3.3,9.1,1.5,0.2,3.1,2.1,17.9,.493,.504,.305,.841,.585,.501,G,CLEPHO,johnske02
249,John Johnson,1970-71,1981-82,23-34,869,1,2,29.6,5.3,11.8,5.3,11.8,0.0,0.0,2.4,3.0,1.2,2.4,5.5,3.8,0.6,0.3,1.1,2.9,12.9,.446,.446,.000,.779,.491,.446,F,CLEHOUPORSEA,johnsjo01
250,Joe Johnson,2001-02,2021-22,20-40,1277,1091,7,34.6,6.1,13.9,4.6,9.7,1.5,4.2,2.2,2.7,0.8,3.1,4.0,3.9,0.8,0.2,1.9,1.8,16.0,.441,.472,.371,.802,.530,.497,G-F,ATLBOSBRKHOUMIAPHOUTA,johnsjo02
251,Gus Johnson,1963-64,1972-73,25-34,581,,5,34.7,7.1,16.1,7.1,16.1,,,2.9,4.2,,,12.7,2.7,,,,3.5,17.1,.440,.440,,.699,.476,.440,F-C,BALPHO,johnsgu01
252,Eddie Johnson,1977-78,1986-87,22-31,675,232,2,29.6,5.9,12.5,5.8,12.0,0.2,0.5,3.0,3.8,0.7,1.6,2.3,5.1,1.1,0.1,2.5,2.5,15.1,.476,.482,.326,.791,.531,.482,G,ATLCLESEA,johnsed02
253,Dennis Johnson,1976-77,1989-90,22-35,1100,673,5,32.7,5.3,11.9,5.2,11.5,0.1,0.4,3.4,4.3,1.3,2.5,3.9,5.0,1.3,0.6,2.2,2.8,14.1,.445,.455,.172,.797,.511,.448,G,BOSPHOSEA,johnsde01
254,Antawn Jamison,1998-99,2013-14,22-37,1083,864,2,34.8,7.1,15.7,6.0,12.6,1.1,3.1,3.3,4.5,2.4,5.2,7.5,1.6,1.0,0.4,1.6,2.4,18.5,.451,.477,.346,.724,.523,.485,F,CLEDALGSWLACLALWAS,jamisan01
255,LeBron James,2003-04,2022-23,19-38,1415,1413,19,38.1,10.0,19.7,8.4,15.1,1.6,4.6,5.7,7.8,1.2,6.3,7.5,7.3,1.5,0.8,3.5,1.8,27.2,.505,.554,.344,.735,.588,.545,F-G,CLELALMIA,jamesle01
256,Mark Jackson,1987-88,2003-04,22-38,1296,1092,1,30.2,3.7,8.3,3.1,6.6,0.6,1.7,1.7,2.2,1.0,2.8,3.8,8.0,1.2,0.1,2.4,1.7,9.6,.447,.477,.332,.770,.522,.481,G,DENHOUINDLACNYKTORUTA,jacksma01
257,Luke Jackson,1964-65,1971-72,23-30,522,,1,26.4,3.8,9.2,3.8,9.2,,,2.2,3.1,,,8.8,1.6,,,,3.0,9.9,.415,.415,,.722,.467,.415,F-C,PHI,jackslu01
258,Jaren Jackson Jr.,2018-19,2022-23,19-23,262,253,1,27.3,5.7,12.4,4.1,7.7,1.6,4.7,3.1,4.0,1.4,4.1,5.5,1.1,0.9,2.1,1.7,3.7,16.3,.465,.535,.349,.788,.576,.531,F,MEM,jacksja02
259,Allen Iverson,1996-97,2009-10,21-34,914,901,11,41.1,9.3,21.8,8.1,18.1,1.2,3.7,7.0,8.9,0.8,2.9,3.7,6.2,2.2,0.2,3.6,1.9,26.7,.425,.448,.313,.780,.518,.452,G,DENDETMEMPHI,iversal01
260,Dan Issel,1976-77,1984-85,28-36,718,236,1,31.1,7.6,14.9,7.5,14.8,0.0,0.1,5.3,6.6,2.3,5.6,7.9,2.5,1.0,0.6,1.8,2.8,20.4,.506,.508,.253,.797,.572,.507,C-F,DEN,isselda01
261,Kyrie Irving,2011-12,2022-23,19-30,668,668,8,34.3,8.6,18.2,6.3,12.3,2.3,5.9,3.9,4.4,0.8,3.1,3.9,5.7,1.3,0.4,2.6,2.3,23.4,.472,.510,.391,.884,.580,.535,G,BOSBRKCLEDAL,irvinky01
262,Brandon Ingram,2016-17,2022-23,19-25,407,368,1,32.9,6.9,14.9,5.5,11.2,1.4,3.7,3.9,5.0,0.7,4.4,5.1,4.0,0.7,0.6,2.5,2.4,19.0,.463,.496,.365,.781,.557,.509,F,LALNOP,ingrabr01
263,Darrall Imhoff,1960-61,1971-72,22-33,801,,1,22.3,2.9,6.3,2.9,6.3,,,1.4,2.4,,,7.6,1.8,,,,3.1,7.2,.458,.458,,.594,.490,.458,C,CINDETLALNYKPHIPOR,imhofda01
264,Zydrunas Ilgauskas,1997-98,2010-11,22-35,843,724,2,27.2,5.0,10.5,5.0,10.4,0.0,0.1,3.0,3.8,2.9,4.4,7.3,1.1,0.5,1.6,1.8,3.3,13.0,.476,.478,.310,.780,.534,.478,C,CLEMIA,ilgauzy01
265,Andre Iguodala,2004-05,2022-23,21-39,1231,784,1,32.1,4.1,8.8,3.2,6.2,0.9,2.7,2.3,3.2,0.9,4.0,4.9,4.2,1.4,0.5,1.8,1.8,11.3,.463,.520,.330,.709,.553,.512,F-G,DENGSWMIAPHI,iguodan01
266,Mel Hutchins,1951-52,1957-58,23-29,437,,4,37.9,4.4,11.4,4.4,11.4,,,2.3,3.4,,,9.6,3.0,,,,2.9,11.1,.389,.389,,.673,.432,.389,F-C,FTWMLHNYK,hutchme01
267,Hot Rod Hundley,1957-58,1962-63,23-28,431,,2,22.2,3.2,9.2,3.2,9.2,,,2.0,2.8,,,3.3,3.4,,,,1.8,8.4,.347,.347,,.721,.402,.347,G,LALMNL,hundlho01
268,Lou Hudson,1966-67,1978-79,22-34,890,,6,33.5,8.3,17.0,8.3,17.0,,,3.5,4.4,0.5,0.8,4.4,2.7,0.6,0.1,0.3,2.7,20.2,.489,.489,,.797,.532,.489,F-G,ATLLALSTL,hudsolo01
269,Bailey Howell,1959-60,1970-71,23-34,950,,6,32.2,6.9,14.3,6.9,14.3,,,5.0,6.6,,,9.9,2.0,,,,3.7,18.7,.480,.480,,.762,.544,.480,F,BALBOSDETPHI,howelba01
270,Juwan Howard,1994-95,2012-13,21-39,1208,900,1,30.3,5.4,11.5,5.4,11.5,0.0,0.0,2.5,3.3,1.9,4.2,6.1,2.2,0.7,0.3,2.0,2.9,13.4,.469,.470,.120,.764,.514,.469,F,CHADALDENHOUMIAORLPORWASWSB,howarju01
271,Josh Howard,2003-04,2012-13,23-32,507,403,1,30.3,5.4,12.2,4.8,10.1,0.7,2.0,2.8,3.6,1.7,4.0,5.7,1.6,1.0,0.5,1.4,2.6,14.3,.448,.471,.332,.770,.522,.476,F-G,DALMINUTAWAS,howarjo01
272,Dwight Howard,2004-05,2021-22,19-36,1242,1078,8,31.8,5.7,9.7,5.7,9.6,0.0,0.1,4.3,7.6,3.3,8.4,11.8,1.3,0.9,1.8,2.7,3.1,15.7,.587,.590,.214,.567,.602,.588,C,ATLCHOHOULALORLPHIWAS,howardw01
273,Allan Houston,1993-94,2004-05,22-33,839,727,2,33.7,6.4,14.3,4.8,10.5,1.6,3.9,3.1,3.6,0.4,2.5,2.9,2.4,0.7,0.2,2.1,2.5,17.3,.444,.460,.402,.863,.546,.498,G,DETNYK,houstal01
274,Jeff Hornacek,1986-87,1999-00,23-36,1077,910,1,31.5,5.5,11.1,4.7,9.2,0.8,1.9,2.8,3.1,0.9,2.5,3.4,4.9,1.4,0.2,1.8,2.2,14.5,.496,.515,.403,.877,.582,.530,G,PHIPHOUTA,hornaje01
275,Al Horford,2007-08,2022-23,21-36,1010,1000,5,32.1,5.6,10.9,4.8,8.9,0.7,2.0,1.5,2.0,2.0,6.1,8.1,3.3,0.8,1.2,1.5,2.2,13.4,.513,.544,.373,.759,.571,.547,C-F,ATLBOSOKCPHI,horfoal01
276,Lionel Hollins,1975-76,1984-85,22-31,673,234,1,27.4,4.8,10.7,4.7,10.6,0.0,0.1,2.1,2.8,0.6,1.8,2.4,4.5,1.6,0.3,2.0,2.7,11.6,.444,.448,.149,.741,.486,.445,G,DETHOUPHIPORSDC,hollili01
277,Jrue Holiday,2009-10,2022-23,19-32,902,821,2,33.1,6.5,14.0,5.0,10.0,1.5,4.0,2.0,2.6,0.9,3.2,4.1,6.5,1.5,0.5,2.7,2.2,16.4,.462,.500,.365,.783,.542,.514,G,MILNOPPHI,holidjr01
278,Tyrone Hill,1990-91,2003-04,22-35,801,610,1,28.0,3.5,7.0,3.5,7.0,0.0,0.0,2.3,3.6,3.0,5.6,8.6,0.8,0.8,0.5,1.6,3.6,9.4,.502,.503,.000,.643,.544,.502,F,CLEGSWMIAMILPHI,hillty01
279,Grant Hill,1994-95,2012-13,22-40,1026,972,7,33.9,6.2,12.8,6.0,12.1,0.2,0.7,4.1,5.4,1.1,4.9,6.0,4.1,1.2,0.6,2.4,2.3,16.7,.483,.493,.314,.769,.551,.492,F-G,DETLACORLPHO,hillgr01
280,Roy Hibbert,2008-09,2016-17,22-30,662,586,2,24.8,4.0,8.5,4.0,8.5,0.0,0.0,2.1,2.7,2.3,4.0,6.3,1.3,0.4,1.7,1.6,3.1,10.0,.465,.466,.250,.755,.514,.465,C,CHODENINDLAL,hibbero01
281,Tom Heinsohn,1956-57,1964-65,22-30,654,,6,29.4,7.3,18.0,7.3,18.0,,,4.0,5.1,,,8.8,2.0,,,,3.8,18.6,.405,.405,,.790,.460,.405,F-C,BOS,heinsto01
282,Walt Hazzard,1964-65,1973-74,22-31,724,,1,26.5,5.0,11.3,5.0,11.3,,,2.6,3.5,0.0,0.1,3.0,4.9,0.0,0.0,,2.8,12.6,.441,.441,,.757,.491,.441,G,ATLBUFGSWLALSEA,abdulma01
283,Spencer Haywood,1970-71,1982-83,21-33,760,88,4,33.7,7.6,16.4,7.6,16.4,0.0,0.0,4.0,5.0,2.0,4.2,9.3,1.8,0.5,0.8,0.9,2.9,19.2,.465,.465,.125,.800,.517,.465,F-C,LALNOJNYKSEAWSB,haywosp01
284,Gordon Hayward,2010-11,2022-23,20-32,784,621,1,31.1,5.4,11.9,4.0,8.2,1.4,3.7,3.4,4.1,0.8,3.7,4.5,3.5,1.0,0.4,2.0,1.7,15.5,.455,.494,.369,.825,.568,.512,F-G,BOSCHOUTA,haywago01
285,Elvin Hayes,1968-69,1983-84,23-38,1303,129,12,38.4,8.4,18.6,8.4,18.6,0.0,0.0,4.1,6.1,2.1,5.4,12.5,1.8,0.7,1.4,1.0,3.2,21.0,.452,.453,.147,.670,.491,.452,F-C,BALCAPHOUSDRWSB,hayesel01
286,Hersey Hawkins,1988-89,2000-01,22-34,983,896,1,32.6,5.0,10.8,3.7,7.6,1.2,3.2,3.5,4.1,0.8,2.8,3.6,2.9,1.7,0.3,1.9,2.1,14.7,.461,.488,.394,.870,.585,.518,G,CHHCHIPHISEA,hawkihe01
287,Connie Hawkins,1969-70,1975-76,27-33,499,,4,34.5,6.0,12.9,6.0,12.9,,,4.4,5.6,0.7,1.8,8.0,4.1,0.5,0.3,,2.9,16.5,.467,.467,,.785,.535,.467,F-C,ATLLALPHO,hawkico01
288,John Havlicek,1962-63,1977-78,22-37,1270,,13,36.6,8.3,18.8,8.3,18.8,,,4.2,5.2,0.5,1.1,6.3,4.8,0.4,0.1,0.2,2.6,20.8,.439,.439,,.815,.492,.439,F-G,BOS,havlijo01
289,Bob Harrison,1949-50,1957-58,22-30,615,,1,21.0,2.9,8.2,2.9,8.2,,,1.4,2.0,,,2.2,2.7,,,,3.3,7.2,.352,.352,,.693,.394,.352,G,MLHMNLSTLSYR,harribo02
290,Devin Harris,2004-05,2018-19,21-35,985,448,1,24.3,3.5,8.2,2.7,5.6,0.8,2.6,2.8,3.6,0.3,1.9,2.2,3.9,1.0,0.2,1.7,2.2,10.8,.432,.481,.325,.796,.551,.483,G,ATLDALDENNJNUTA,harride01
291,James Harden,2009-10,2022-23,20-33,996,782,10,34.8,7.3,16.5,4.5,8.9,2.8,7.6,7.4,8.6,0.8,4.9,5.7,7.0,1.5,0.5,3.7,2.6,24.7,.442,.510,.362,.860,.609,.525,G,BRKHOUOKCPHI,hardeja01
292,Tim Hardaway,1989-90,2002-03,23-36,867,770,5,35.3,6.5,15.1,4.7,10.1,1.8,5.0,2.9,3.8,0.6,2.7,3.3,8.2,1.6,0.1,2.9,2.3,17.7,.431,.469,.355,.782,.530,.490,G,DALDENGSWINDMIA,hardati01
293,Anfernee Hardaway,1993-94,2007-08,22-36,704,557,4,33.7,5.7,12.4,5.0,10.1,0.7,2.3,3.1,4.0,1.4,3.1,4.5,5.0,1.6,0.4,2.5,2.2,15.2,.458,.489,.316,.774,.535,.486,G-F,MIANYKORLPHO,hardaan01
294,Richard Hamilton,1999-00,2012-13,21-34,921,783,3,32.1,6.5,14.4,5.9,12.8,0.6,1.7,3.5,4.1,0.9,2.2,3.1,3.4,0.8,0.1,2.1,2.5,17.1,.449,.463,.346,.852,.525,.469,G-F,CHIDETWAS,hamilri01
295,Tyrese Haliburton,2020-21,2022-23,20-22,191,153,1,33.1,5.9,12.4,3.6,6.7,2.3,5.7,2.0,2.3,0.7,2.9,3.6,8.0,1.6,0.5,2.3,1.4,16.2,.479,.539,.408,.857,.603,.572,G,INDSAC,halibty01
296,Cliff Hagan,1956-57,1965-66,25-34,745,,5,29.2,7.0,15.6,7.0,15.6,,,4.0,5.0,,,6.9,3.0,,,,3.2,18.0,.450,.450,,.798,.507,.450,F-G,STL,hagancl01
297,Tom Gugliotta,1992-93,2004-05,23-35,763,608,1,30.9,5.1,11.3,4.8,10.3,0.3,1.0,2.5,3.4,2.1,5.2,7.3,2.8,1.4,0.6,2.3,2.5,13.0,.451,.467,.284,.757,.509,.463,F,ATLBOSGSWMINPHOUTAWSB,guglito01
298,Richie Guerin,1956-57,1969-70,24-37,848,,6,32.4,6.1,14.7,6.1,14.7,,,5.1,6.5,,,5.0,5.0,,,,3.3,17.3,.416,.416,,.780,.493,.416,G,ATLNYKSTL,gueriri01
299,Alex Groza,1949-50,1950-51,23-24,130,,1,,7.8,16.4,7.8,16.4,,,6.9,9.1,,,5.5,2.4,,,,3.5,22.5,.474,.474,,.756,.550,.474,C,INO,grozaal01
300,Blake Griffin,2010-11,2022-23,21-33,759,690,6,32.0,7.1,14.5,6.4,12.3,0.7,2.1,4.1,5.9,1.9,6.1,8.0,4.0,0.8,0.5,2.3,2.7,19.1,.493,.522,.328,.696,.559,.518,F-C,BOSBRKDETLAC,griffbl01
301,Hal Greer,1958-59,1972-73,22-36,1122,,10,35.5,7.6,16.8,7.6,16.8,,,4.1,5.1,,,5.0,4.0,,,,3.4,19.2,.452,.452,,.801,.506,.452,G-F,PHISYR,greerha01
302,Rickey Green,1977-78,1991-92,23-37,946,513,1,24.6,3.8,8.1,3.8,7.9,0.0,0.2,1.7,2.2,0.5,1.4,1.9,5.5,1.4,0.1,1.7,1.5,9.4,.469,.475,.207,.807,.518,.471,G,BOSCHHDETGSWINDMILPHIUTA,greenri01
303,Johnny Green,1959-60,1972-73,26-39,1057,,4,23.3,4.7,9.5,4.7,9.5,,,2.2,4.0,,,8.6,1.4,,,,2.7,11.6,.493,.493,,.553,.514,.493,F-C,BALCINKCONYKPHISDR,greenjo01
304,Draymond Green,2012-13,2022-23,22-32,753,603,4,28.8,3.2,7.2,2.4,4.6,0.8,2.6,1.5,2.1,1.1,5.9,7.0,5.6,1.4,1.0,2.3,2.8,8.7,.448,.523,.315,.711,.539,.505,F,GSW,greendr01
305,A.C. Green,1985-86,2000-01,22-37,1278,832,1,28.6,3.6,7.2,3.5,6.8,0.1,0.4,2.4,3.3,2.6,4.8,7.4,1.1,0.8,0.4,1.1,1.9,9.6,.494,.507,.254,.734,.557,.501,F-C,DALLALMIAPHO,greenac01
306,Horace Grant,1987-88,2003-04,22-38,1165,1037,1,33.2,4.7,9.2,4.7,9.1,0.0,0.1,1.8,2.6,3.0,5.1,8.1,2.2,1.0,1.0,1.1,2.4,11.2,.509,.511,.063,.692,.540,.509,F-C,CHILALORLSEA,grantho01
307,Danny Granger,2005-06,2014-15,22-31,586,431,1,31.5,5.7,13.1,4.0,8.6,1.7,4.5,3.7,4.4,1.2,3.8,4.9,1.9,1.0,0.8,1.9,2.8,16.8,.434,.463,.380,.848,.560,.500,F,INDLACMIA,grangda01
308,Gail Goodrich,1965-66,1978-79,22-35,1031,,5,32.5,7.2,15.8,7.2,15.8,,,4.2,5.2,0.4,0.6,3.2,4.7,0.5,0.1,0.4,2.7,18.6,.456,.456,,.807,.514,.456,G,LALNOJPHO,goodrga01
309,Tom Gola,1955-56,1965-66,23-33,698,,5,32.3,4.2,9.9,4.2,9.9,,,2.8,3.7,,,8.0,4.2,,,,3.9,11.3,.431,.431,,.760,.491,.431,G-F,NYKPHWSFW,golato01
310,Rudy Gobert,2013-14,2022-23,21-30,676,584,3,30.0,4.6,7.1,4.6,7.1,0.0,0.0,3.3,5.1,3.3,8.3,11.7,1.3,0.7,2.1,1.7,2.6,12.5,.654,.656,.000,.639,.671,.654,C,MINUTA,goberru01
311,Manu Ginóbili,2002-03,2017-18,25-40,1057,349,2,25.4,4.3,9.7,2.9,5.9,1.4,3.8,3.2,3.9,0.6,2.8,3.5,3.8,1.3,0.3,2.0,2.1,13.3,.447,.498,.369,.827,.582,.520,G,SAS,ginobma01
312,Artis Gilmore,1976-77,1987-88,27-38,909,476,6,32.7,6.3,10.5,6.3,10.5,0.0,0.0,4.5,6.3,2.9,7.2,10.1,2.0,0.5,1.9,2.6,3.3,17.1,.599,.600,.077,.713,.643,.599,C,BOSCHISAS,gilmoar01
313,Shai Gilgeous-Alexander,2018-19,2022-23,20-24,307,298,1,32.6,7.3,15.1,6.2,11.8,1.1,3.3,5.1,6.1,0.7,3.8,4.5,4.5,1.2,0.7,2.3,2.2,20.9,.483,.521,.348,.842,.587,.521,G,LACOKC,gilgesh01
314,George Gervin,1976-77,1985-86,24-33,791,377,9,33.5,10.2,19.9,10.1,19.6,0.1,0.3,5.7,6.8,1.5,3.1,4.6,2.8,1.2,0.8,2.7,2.9,26.2,.511,.514,.297,.844,.572,.513,G-F,CHISAS,gervige01
315,Paul George,2010-11,2022-23,20-32,793,745,8,33.6,7.0,16.1,4.5,9.4,2.5,6.6,4.0,4.8,0.9,5.5,6.4,3.7,1.7,0.4,2.7,2.7,20.6,.437,.477,.381,.850,.568,.516,F,INDLACOKC,georgpa01
316,Jack George,1953-54,1960-61,25-32,506,,2,31.3,3.8,10.3,3.8,10.3,,,2.7,3.8,,,4.2,4.3,,,,2.5,10.2,.364,.364,,.704,.424,.364,G,NYKPHW,georgja01
317,Chris Gatling,1991-92,2001-02,24-34,700,86,1,19.7,4.0,7.8,3.9,7.5,0.1,0.3,2.2,3.4,1.8,3.6,5.3,0.7,0.7,0.5,1.5,2.7,10.3,.513,.523,.249,.660,.555,.517,F-C,CLEDALDENGSWMIAMILNJNORL,gatlich01
318,Pau Gasol,2001-02,2018-19,21-38,1226,1150,6,33.4,6.5,12.8,6.4,12.4,0.1,0.4,3.9,5.1,2.5,6.7,9.2,3.2,0.5,1.6,2.2,2.1,17.0,.507,.512,.368,.753,.565,.513,C-F,CHILALMEMMILSAS,gasolpa01
319,Marc Gasol,2008-09,2020-21,24-36,891,866,3,32.2,5.2,10.8,4.7,9.5,0.5,1.3,3.2,4.1,1.6,5.8,7.4,3.4,0.9,1.4,2.0,2.9,14.0,.481,.498,.360,.776,.557,.503,C,LALMEMTOR,gasolma01
320,Kevin Garnett,1995-96,2015-16,19-39,1462,1425,15,34.5,7.2,14.5,7.1,14.0,0.1,0.4,3.3,4.2,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8,.497,.504,.275,.789,.546,.501,F-C,BOSBRKMIN,garneke01
321,Dick Garmaker,1955-56,1960-61,23-28,421,,4,28.9,4.8,11.9,4.8,11.9,,,3.7,4.7,,,4.2,2.6,,,,2.8,13.3,.403,.403,,.787,.475,.403,G-F,MNLNYK,garmadi01
322,Darius Garland,2019-20,2022-23,20-23,247,243,1,33.9,6.8,15.2,4.6,9.4,2.2,5.7,2.7,3.1,0.5,2.1,2.6,6.7,1.1,0.1,3.1,1.9,18.5,.449,.487,.387,.870,.561,.522,G,CLE,garlada01
323,Harry Gallatin,1948-49,1957-58,21-30,682,,7,23.2,4.1,10.3,4.1,10.3,,,4.7,6.1,,,9.8,1.8,,,,3.1,13.0,.398,.398,,.773,.497,.398,F-C,DETNYK,gallaha01
324,Bill Gabor,1949-50,1954-55,27-32,307,,1,12.0,3.5,10.2,3.5,10.2,,,2.7,3.7,,,1.5,2.0,,,,3.4,9.8,.344,.344,,.737,.412,.344,G-F,SYR,gaborbi01
325,Joe Fulks,1946-47,1953-54,25-32,489,,2,9.2,5.8,19.1,5.8,19.1,,,4.8,6.3,,,2.8,1.2,,,,3.6,16.4,.302,.302,,.766,.374,.302,F-C,PHW,fulksjo01
326,World B. Free,1975-76,1987-88,22-34,886,387,1,30.4,7.3,16.1,7.1,15.4,0.2,0.7,5.3,7.1,1.1,1.6,2.7,3.7,1.0,0.3,2.1,2.6,20.3,.456,.461,.337,.753,.527,.463,G,CLEGSWHOUPHISDC,freewo01
327,Walt Frazier,1967-68,1979-80,22-34,825,,7,37.5,7.4,15.2,7.4,15.2,0.0,0.0,4.0,5.1,0.5,1.8,5.9,6.1,0.8,0.1,0.2,2.6,18.9,.490,.490,.000,.786,.542,.490,G,CLENYK,fraziwa01
328,Steve Francis,1999-00,2007-08,22-30,576,543,3,37.6,6.2,14.4,5.2,11.4,1.0,2.9,4.8,6.1,1.7,3.9,5.6,6.0,1.5,0.4,3.5,3.1,18.1,.429,.451,.341,.797,.533,.463,G,HOUNYKORL,francst01
329,De'Aaron Fox,2017-18,2022-23,20-25,390,375,1,32.3,7.5,15.8,6.2,12.0,1.2,3.8,4.0,5.5,0.5,3.1,3.6,6.2,1.3,0.4,2.8,2.6,20.2,.472,.520,.323,.734,.554,.511,G,SAC,foxde01
330,Larry Foust,1950-51,1961-62,22-33,817,,8,26.8,4.7,11.5,4.7,11.5,,,4.4,5.9,,,9.8,1.7,,,,3.6,13.7,.405,.405,,.741,.485,.405,C-F,FTWMNLSTL,foustla01
331,Sleepy Floyd,1982-83,1994-95,22-34,957,584,1,27.6,4.6,10.5,4.1,8.8,0.5,1.7,3.0,3.6,0.7,2.0,2.6,5.4,1.2,0.2,2.4,2.1,12.8,.444,.467,.324,.815,.531,.470,G,GSWHOUNJNSAS,floydsl01
332,Michael Finley,1995-96,2009-10,22-36,1103,875,2,34.4,6.1,13.7,4.8,10.2,1.3,3.5,2.2,2.7,1.0,3.3,4.4,2.9,0.9,0.3,1.5,1.6,15.7,.444,.467,.375,.811,.527,.492,G-F,BOSDALPHOSAS,finlemi01
