Rk,Player,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1,Max Zaslofsky,1946-47,1955-56,21-30,540,,1,12.5,5.3,15.4,5.3,15.4,,,4.2,5.5,,,1.6,2.0,,,,2.4,14.8,.343,.343,,.769,.415,.343,G-F,BLBCHSFTWMLHNYK,zasloma01
2,Trae Young,2018-19,2022-23,20-24,349,349,2,33.8,8.1,18.6,5.6,11.4,2.5,7.2,6.7,7.6,0.7,3.0,3.7,9.3,1.0,0.1,4.1,1.7,25.5,.438,.491,.353,.875,.581,.506,G,ATL,youngtr01
3,George Yardley,1953-54,1959-60,25-31,472,,6,33.4,6.8,16.0,6.8,16.0,,,5.7,7.3,,,8.9,1.7,,,,3.0,19.2,.422,.422,,.780,.499,.422,F-G,DETFTWSYR,yardlge01
4,James Worthy,1982-83,1993-94,21-32,926,717,7,32.4,7.4,14.3,7.3,13.7,0.1,0.5,2.6,3.4,1.7,3.4,5.1,3.0,1.1,0.7,2.0,2.1,17.6,.521,.532,.241,.769,.559,.525,F,LAL,worthja01
5,Metta World Peace,1999-00,2016-17,20-37,991,840,1,31.7,4.7,11.4,3.5,7.9,1.2,3.4,2.6,3.6,1.2,3.3,4.5,2.7,1.7,0.5,1.8,2.6,13.2,.414,.447,.339,.715,.508,.465,F,CHIHOUINDLALNYKSAC,artesro01
6,Brian Winters,1974-75,1982-83,22-30,650,25,2,30.7,6.9,14.5,6.7,14.1,0.2,0.5,2.2,2.6,0.7,1.9,2.6,4.1,1.2,0.3,1.6,2.8,16.2,.475,.479,.363,.842,.516,.481,G-F,LALMIL,wintebr01
7,Kevin Willis,1984-85,2006-07,22-44,1424,891,1,26.9,5.0,10.2,5.0,10.1,0.0,0.1,2.1,3.0,2.9,5.5,8.4,0.9,0.7,0.5,1.8,2.9,12.1,.487,.491,.211,.713,.525,.488,F-C,ATLDALDENGSWHOUMIASASTOR,willike02
8,Zion Williamson,2019-20,2022-23,19-22,114,114,2,32.0,9.9,16.4,9.7,15.8,0.2,0.6,5.8,8.4,2.5,4.4,7.0,3.6,0.9,0.6,2.9,2.1,25.8,.605,.615,.343,.691,.643,.611,F-C,NOP,willizi01
9,Mo Williams,2003-04,2015-16,21-33,818,525,1,29.2,5.0,11.4,3.6,7.9,1.3,3.5,1.9,2.2,0.5,2.3,2.8,4.9,0.9,0.1,2.3,2.5,13.2,.434,.460,.378,.871,.532,.493,G,CHOCLELACMILMINPORUTA,willima01
10,Jayson Williams,1990-91,1998-99,22-30,475,158,1,20.6,2.9,6.5,2.9,6.5,0.0,0.1,1.6,2.6,3.3,4.2,7.5,0.6,0.4,0.6,1.1,2.7,7.3,.440,.442,.125,.606,.477,.440,F-C,NJNPHI,willija01
11,Gus Williams,1975-76,1986-87,22-33,825,385,2,31.1,7.0,15.2,6.9,14.7,0.1,0.6,2.9,3.8,1.0,1.7,2.7,5.6,2.0,0.4,2.0,2.0,17.1,.461,.469,.238,.756,.505,.465,G,ATLGSWSEAWSB,willigu01
12,Deron Williams,2005-06,2016-17,21-32,845,771,3,34.2,5.8,13.0,4.4,9.1,1.4,3.9,3.4,4.1,0.4,2.7,3.1,8.1,1.0,0.2,2.8,2.5,16.3,.445,.482,.357,.822,.552,.498,G,BRKCLEDALNJNUTA,willide01
13,Buck Williams,1981-82,1997-98,21-37,1307,1140,3,32.5,4.9,8.9,4.9,8.9,0.0,0.0,3.0,4.6,3.5,6.5,10.0,1.3,0.8,0.8,2.1,3.3,12.8,.549,.550,.167,.664,.587,.549,F-C,NJNNYKPOR,willibu01
14,Dominique Wilkins,1982-83,1998-99,23-39,1074,995,9,35.5,9.3,20.1,8.6,18.0,0.7,2.1,5.6,6.9,2.7,3.9,6.7,2.5,1.3,0.6,2.5,1.9,24.8,.461,.478,.319,.811,.536,.478,F-G,ATLBOSLACORLSAS,wilkido01
15,Jamaal Wilkes,1974-75,1985-86,21-32,828,245,3,32.9,7.5,15.1,7.5,15.0,0.0,0.1,2.6,3.5,2.0,4.2,6.2,2.5,1.3,0.3,1.5,2.8,17.7,.499,.501,.135,.759,.533,.500,F-G,GSWLACLAL,wilkeja01
16,Lenny Wilkens,1960-61,1974-75,23-37,1077,,9,35.3,5.7,13.3,5.7,13.3,,,5.0,6.5,0.1,0.3,4.7,6.7,0.2,0.0,,3.1,16.5,.432,.432,,.774,.511,.432,G,CLEPORSEASTL,wilkele01
17,Andrew Wiggins,2014-15,2022-23,19-27,635,635,1,34.8,7.1,15.9,5.7,11.8,1.5,4.1,3.4,4.7,1.3,3.2,4.5,2.3,1.0,0.7,2.0,2.2,19.1,.449,.483,.354,.720,.532,.495,F-G,GSWMIN,wiggian01
18,Sidney Wicks,1971-72,1980-81,22-31,760,,4,33.9,6.6,14.5,6.6,14.5,0.0,0.0,3.6,5.2,2.0,4.3,8.7,3.2,0.8,0.6,0.9,3.3,16.8,.459,.459,.000,.685,.502,.459,F-C,BOSPORSDC,wickssi01
19,Jo Jo White,1969-70,1980-81,23-34,837,,7,35.8,7.4,16.6,7.4,16.6,0.0,0.0,2.5,3.0,0.6,1.8,4.0,4.9,0.8,0.1,0.6,2.5,17.2,.444,.444,.167,.834,.481,.444,G,BOSGSWKCK,whitejo01
20,Paul Westphal,1972-73,1983-84,22-33,823,73,5,25.5,6.2,12.3,6.1,12.0,0.1,0.2,3.2,3.8,0.5,1.4,1.9,4.4,1.2,0.3,1.4,2.1,15.6,.504,.508,.275,.820,.558,.506,G,BOSNYKPHOSEA,westppa01
21,Russell Westbrook,2008-09,2022-23,20-34,1089,1023,9,34.3,8.0,18.3,6.9,14.6,1.1,3.7,5.2,6.7,1.6,5.7,7.3,8.4,1.6,0.3,4.1,2.6,22.4,.438,.471,.305,.778,.526,.468,G,HOULACLALOKCWAS,westbru01
22,Jerry West,1960-61,1973-74,22-35,932,,14,39.2,9.7,20.4,9.7,20.4,,,7.7,9.4,0.0,0.1,5.8,6.7,0.1,0.0,,2.6,27.0,.474,.474,,.814,.550,.474,G,LAL,westje01
23,David West,2003-04,2017-18,23-37,1034,742,2,28.2,5.5,11.1,5.5,10.9,0.1,0.2,2.5,3.0,1.7,4.6,6.4,2.2,0.7,0.8,1.6,2.3,13.6,.495,.499,.265,.817,.544,.498,F-C,GSWINDNOHNOKSAS,westda01
24,Scott Wedman,1974-75,1986-87,22-34,906,105,2,28.6,5.7,11.8,5.6,11.5,0.1,0.3,1.7,2.1,1.7,3.1,4.8,2.0,0.9,0.3,1.0,2.8,13.2,.481,.485,.335,.794,.515,.485,F-G,BOSCLEKCKKCO,wedmasc01
25,Chris Webber,1993-94,2007-08,20-34,831,827,5,37.1,8.7,18.1,8.3,17.0,0.3,1.1,3.0,4.7,2.7,7.0,9.8,4.2,1.4,1.4,2.8,3.2,20.7,.479,.490,.299,.649,.513,.487,F-C,DETGSWPHISACWASWSB,webbech01
26,Kermit Washington,1973-74,1987-88,22-36,507,5,1,25.3,3.5,6.7,3.5,6.7,0.0,0.0,2.2,3.3,3.0,5.3,8.3,1.4,0.8,1.1,1.2,3.2,9.2,.526,.526,.000,.656,.565,.526,F-C,BOSGSWLALPORSDC,washike01
27,Bobby Wanzer,1948-49,1956-57,27-35,568,,5,21.4,4.0,10.2,4.0,10.2,,,4.2,5.2,,,3.5,3.2,,,,2.2,12.2,.393,.393,,.802,.489,.393,G,ROC,wanzebo01
28,Bill Walton,1974-75,1986-87,22-34,468,117,2,28.3,5.5,10.5,5.5,10.5,0.0,0.0,2.4,3.6,2.4,8.2,10.5,3.4,0.8,2.2,1.8,2.8,13.3,.521,.521,.000,.660,.551,.521,C-F,BOSLACPORSDC,waltobi01
29,Paul Walther,1949-50,1954-55,22-27,370,,1,19.6,2.6,7.2,2.6,7.2,,,2.4,3.4,,,3.2,2.6,,,,2.9,7.7,.362,.362,,.708,.439,.362,G-F,FTWINOMNLPHW,walthpa01
30,Rasheed Wallace,1995-96,2012-13,21-38,1109,956,4,32.7,5.7,12.2,4.7,9.3,1.0,2.9,2.1,2.9,1.4,5.3,6.7,1.8,1.0,1.3,1.5,2.9,14.4,.467,.508,.336,.721,.536,.507,F-C,ATLBOSDETNYKPORWSB,wallara01
31,Gerald Wallace,2001-02,2014-15,19-32,832,611,1,29.7,4.2,9.0,3.7,7.4,0.5,1.6,3.0,4.2,1.4,4.4,5.8,2.1,1.4,0.8,1.8,2.2,11.9,.469,.502,.312,.709,.549,.496,F,BOSBRKCHANJNPORSAC,wallage01
32,Ben Wallace,1996-97,2011-12,22-37,1088,912,4,29.5,2.4,5.0,2.4,4.9,0.0,0.0,1.0,2.5,3.2,6.5,9.6,1.3,1.3,2.0,1.0,1.9,5.7,.474,.477,.137,.414,.474,.475,F-C,CHICLEDETORLWASWSB,wallabe01
33,John Wall,2010-11,2022-23,20-32,647,604,5,34.9,6.8,15.7,5.8,12.6,1.0,3.1,4.2,5.4,0.6,3.6,4.2,8.9,1.6,0.7,3.7,2.2,18.7,.430,.457,.322,.776,.517,.462,G,HOULACWAS,walljo01
34,Kemba Walker,2011-12,2022-23,21-32,750,697,4,33.1,6.7,15.9,4.4,9.7,2.2,6.2,3.8,4.5,0.6,3.2,3.8,5.3,1.2,0.4,2.1,1.5,19.3,.418,.455,.360,.840,.539,.488,G,BOSCHACHODALNYK,walkeke02
35,Jimmy Walker,1967-68,1975-76,23-31,698,,2,33.8,6.6,14.4,6.6,14.4,,,3.4,4.2,0.2,0.7,2.7,3.5,0.4,0.1,,2.5,16.7,.461,.461,,.829,.515,.461,G,DETHOUKCKKCO,walkeji01
36,Chet Walker,1962-63,1974-75,22-34,1032,,7,32.4,6.7,14.2,6.7,14.2,,,4.9,6.2,0.2,0.6,7.1,2.1,0.1,0.0,,2.6,18.2,.470,.470,,.796,.540,.470,F-G,CHIPHISYR,walkech01
37,Antoine Walker,1996-97,2007-08,20-31,893,707,3,35.3,6.8,16.5,5.3,11.7,1.6,4.8,2.3,3.7,2.1,5.6,7.7,3.5,1.2,0.5,2.8,2.8,17.5,.414,.450,.325,.633,.484,.461,F,ATLBOSDALMIAMIN,walkean02
38,Dwyane Wade,2003-04,2018-19,22-37,1054,909,13,33.9,8.0,16.7,7.5,14.9,0.5,1.8,5.4,7.1,1.2,3.5,4.7,5.4,1.5,0.8,3.2,2.2,22.0,.480,.502,.293,.765,.554,.495,G,CHICLEMIA,wadedw01
39,Nikola Vučević,2011-12,2022-23,21-32,817,756,2,31.1,7.3,14.7,6.5,12.3,0.8,2.4,1.6,2.1,2.5,8.0,10.5,2.8,0.9,0.9,1.7,2.4,17.0,.496,.524,.350,.763,.544,.524,C,CHIORLPHI,vucevni01
40,Fred VanVleet,2016-17,2022-23,22-28,412,263,1,29.7,4.9,12.2,2.5,5.8,2.4,6.4,2.3,2.7,0.4,2.9,3.3,5.2,1.3,0.4,1.7,2.1,14.6,.403,.435,.375,.868,.544,.501,G,TOR,vanvlfr01
41,Kiki Vandeweghe,1980-81,1992-93,22-34,810,548,2,30.3,7.6,14.4,7.3,13.7,0.3,0.7,4.3,4.9,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7,.525,.533,.368,.872,.594,.534,F,DENLACNYKPOR,vandeki01
42,Norm Van Lier,1969-70,1978-79,22-31,746,,3,35.1,4.4,10.7,4.4,10.7,,,2.9,3.7,0.7,1.7,4.8,7.0,1.0,0.1,0.3,3.6,11.8,.414,.414,,.780,.476,.414,G,CHICINMIL,vanlino01
43,Nick Van Exel,1993-94,2005-06,22-34,880,670,1,32.9,5.3,13.0,3.5,8.2,1.7,4.9,2.1,2.7,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4,.405,.433,.357,.794,.507,.471,G,DALDENGSWLALPORSAS,vanexni01
44,Tom Van Arsdale,1965-66,1976-77,22-33,929,,3,30.9,5.9,13.7,5.9,13.7,,,3.5,4.5,0.3,0.9,4.2,2.2,0.2,0.0,,3.1,15.3,.431,.431,,.762,.487,.431,F-G,ATLCINDETKCOPHIPHO,vanarto01
45,Dick Van Arsdale,1965-66,1976-77,22-33,921,,3,34.5,5.9,12.7,5.9,12.7,,,4.6,5.8,0.2,0.5,4.1,3.3,0.3,0.0,,2.8,16.4,.464,.464,,.790,.537,.464,G-F,NYKPHO,vanardi01
46,Wes Unseld,1968-69,1980-81,22-34,984,,5,36.4,4.4,8.7,4.4,8.7,0.0,0.0,1.9,3.0,2.1,5.1,14.0,3.9,0.6,0.4,0.6,2.8,10.8,.509,.509,.500,.633,.537,.509,C-F,BALCAPWSB,unselwe01
47,Jack Twyman,1955-56,1965-66,21-31,823,,6,31.8,7.6,16.9,7.6,16.9,,,4.1,5.3,,,6.6,2.3,,,,3.4,19.2,.450,.450,,.778,.502,.450,F-G,CINROC,twymaja01
48,Kelly Tripucka,1981-82,1990-91,22-31,707,575,2,29.6,6.3,13.3,6.0,12.6,0.2,0.7,4.4,5.2,1.3,2.5,3.8,3.0,1.0,0.2,2.4,2.3,17.2,.473,.479,.361,.849,.552,.482,F-G,CHHDETUTA,tripuke01
49,Karl-Anthony Towns,2015-16,2022-23,20-27,506,506,3,34.1,8.5,16.2,6.9,12.0,1.6,4.2,4.4,5.3,2.9,8.2,11.2,3.2,0.8,1.3,2.7,3.4,23.1,.526,.571,.394,.835,.623,.577,C-F,MIN,townska01
50,Andrew Toney,1980-81,1987-88,23-30,468,303,2,26.9,6.1,12.2,5.8,11.4,0.3,0.9,3.4,4.3,0.5,1.7,2.2,4.2,0.8,0.2,3.0,2.9,15.9,.500,.512,.342,.797,.565,.512,G,PHI,toneyan01
51,Rudy Tomjanovich,1970-71,1980-81,22-32,768,,5,33.5,7.3,14.6,7.3,14.5,0.0,0.2,2.7,3.5,1.5,3.6,8.1,2.0,0.5,0.2,0.4,2.5,17.4,.501,.504,.262,.784,.539,.502,F,HOUSDR,tomjaru01
52,Nate Thurmond,1963-64,1976-77,22-35,964,,7,37.2,5.7,13.6,5.7,13.6,,,3.5,5.3,0.8,1.9,15.0,2.7,0.1,0.6,,2.7,15.0,.421,.421,,.667,.470,.421,C-F,CHICLEGSWSFW,thurmna01
53,Otis Thorpe,1984-85,2000-01,22-38,1257,989,1,31.7,5.5,10.0,5.5,10.0,0.0,0.1,3.1,4.5,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14.0,.546,.548,.047,.687,.584,.546,F-C,CHHDETHOUKCKMIAPORSACVANWAS,thorpot01
54,Klay Thompson,2011-12,2022-23,21-32,712,675,5,32.9,7.4,16.3,4.3,8.8,3.1,7.4,1.9,2.2,0.5,3.1,3.5,2.3,0.9,0.5,1.7,2.1,19.7,.455,.488,.416,.851,.573,.550,G-F,GSW,thompkl01
55,David Thompson,1976-77,1983-84,22-29,509,69,4,32.0,8.3,16.4,8.2,16.3,0.0,0.2,5.5,7.1,1.4,2.3,3.8,3.2,0.9,0.8,2.2,2.5,22.1,.504,.506,.277,.778,.566,.505,G-F,DENSEA,thompda01
56,Isiah Thomas,1981-82,1993-94,20-32,979,971,12,36.3,7.3,16.2,6.9,14.8,0.4,1.4,4.1,5.4,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2,.452,.468,.290,.759,.516,.465,G,DET,thomais01
57,Isaiah Thomas,2011-12,2021-22,22-32,550,362,2,28.3,5.8,13.3,3.9,8.0,1.9,5.2,4.3,4.9,0.5,1.9,2.4,4.8,0.9,0.1,2.3,2.1,17.7,.434,.481,.362,.872,.573,.506,G,BOSCHOCLEDALDENLALNOPPHOSACWAS,thomais02
58,Reggie Theus,1978-79,1990-91,21-33,1026,743,2,33.7,6.9,14.6,6.6,13.7,0.2,0.9,4.5,5.5,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5,.471,.486,.252,.826,.545,.479,G,ATLCHIKCKNJNORLSAC,theusre01
59,Jeff Teague,2009-10,2020-21,21-32,826,600,1,26.8,4.3,9.7,3.4,7.3,0.9,2.4,2.7,3.2,0.3,2.1,2.4,5.6,1.1,0.3,2.2,1.9,12.2,.444,.472,.360,.844,.549,.489,G,ATLBOSINDMILMIN,teaguje01
60,Jayson Tatum,2017-18,2022-23,19-24,435,435,4,34.0,7.9,17.2,5.4,10.7,2.4,6.5,4.3,5.1,0.9,6.1,7.0,3.3,1.1,0.7,2.3,2.1,22.4,.457,.508,.374,.847,.578,.528,F,BOS,tatumja01
61,Wally Szczerbiak,1999-00,2008-09,22-31,651,393,1,30.8,5.4,11.0,4.4,8.8,0.9,2.2,2.5,2.9,1.0,3.0,4.0,2.4,0.6,0.2,1.5,2.1,14.1,.485,.505,.406,.860,.573,.526,F,BOSCLEMINSEA,szczewa02
62,Don Sunderlage,1953-54,1954-55,24-25,113,,1,23.3,2.5,7.8,2.5,7.8,,,2.7,3.6,,,2.5,2.0,,,,2.8,7.7,.326,.326,,.732,.412,.326,G,MLHMNL,sundedo01
63,Amar'e Stoudemire,2002-03,2015-16,20-33,846,696,6,31.0,7.0,13.0,7.0,12.9,0.0,0.2,4.9,6.4,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9,.537,.540,.236,.761,.597,.538,F-C,DALMIANYKPHO,stoudam01
64,Maurice Stokes,1955-56,1957-58,22-24,202,,3,37.3,6.2,17.7,6.2,17.7,,,4.0,5.8,,,17.3,5.3,,,,3.9,16.4,.351,.351,,.698,.406,.351,F-C,CINROC,stokema01
65,Peja Stojaković,1998-99,2010-11,21-33,804,665,3,33.5,6.0,13.3,3.8,7.9,2.2,5.5,2.8,3.1,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17.0,.450,.484,.401,.895,.577,.532,F,DALINDNOHNOKSACTOR,stojape01
66,John Stockton,1984-85,2002-03,22-40,1504,1300,10,31.8,4.7,9.1,4.1,7.6,0.6,1.5,3.2,3.9,0.6,2.1,2.7,10.5,2.2,0.2,2.8,2.6,13.1,.515,.541,.384,.826,.608,.546,G,UTA,stockjo01
67,John Starks,1988-89,2001-02,23-36,866,420,1,27.2,4.6,11.1,3.2,6.9,1.4,4.1,2.0,2.6,0.5,2.0,2.5,3.6,1.1,0.1,1.8,2.6,12.5,.412,.455,.340,.769,.513,.476,G,CHIGSWNYKUTA,starkjo01
68,Jerry Stackhouse,1995-96,2012-13,21-38,970,564,2,31.2,5.6,13.6,4.5,10.3,1.0,3.3,4.8,5.8,1.0,2.2,3.2,3.3,0.9,0.5,2.7,1.9,16.9,.409,.441,.309,.822,.524,.446,G-F,ATLBRKDALDETMIAMILPHIWAS,stackje01
69,Latrell Sprewell,1992-93,2004-05,22-34,913,868,4,38.6,6.7,15.7,5.4,12.1,1.2,3.6,3.8,4.7,0.8,3.2,4.1,4.0,1.4,0.4,2.7,1.8,18.3,.425,.451,.337,.804,.516,.464,G,GSWMINNYK,sprewla01
70,Rik Smits,1988-89,1999-00,22-33,867,792,1,26.6,6.1,12.1,6.1,12.0,0.0,0.0,2.6,3.4,1.8,4.3,6.1,1.4,0.4,1.3,1.8,3.5,14.8,.507,.508,.115,.773,.548,.507,C,IND,smitsri01
71,Steve Smith,1991-92,2004-05,22-35,942,717,1,30.6,4.9,11.1,3.7,7.7,1.2,3.4,3.3,3.8,1.2,2.1,3.2,3.1,0.8,0.3,1.8,2.4,14.3,.440,.476,.358,.845,.556,.494,G,ATLCHAMIANOHPORSAS,smithst01
72,Randy Smith,1971-72,1982-83,23-34,976,56,2,32.2,6.8,14.6,6.8,14.5,0.0,0.1,3.0,3.8,0.9,2.0,3.7,4.6,1.4,0.1,1.2,2.6,16.7,.470,.472,.155,.781,.513,.470,G-F,ATLBUFCLENYKSDC,smithra01
73,Phil Smith,1974-75,1982-83,22-30,659,58,2,29.1,6.1,12.8,6.1,12.7,0.0,0.1,2.9,3.7,0.9,2.1,3.0,3.9,1.1,0.3,1.5,2.5,15.1,.476,.478,.253,.779,.523,.477,G,GSWSDCSEA,smithph01
74,Adrian Smith,1961-62,1970-71,25-34,719,,1,25.5,4.3,10.0,4.3,10.0,,,3.2,3.8,,,2.2,2.4,,,,2.4,11.8,.429,.429,,.836,.504,.429,G,CINSFW,smithad01
75,Jerry Sloan,1965-66,1975-76,23-33,755,,2,34.1,5.5,12.8,5.5,12.8,,,3.1,4.3,0.5,1.1,7.4,2.5,0.5,0.0,,3.6,14.0,.427,.427,,.722,.477,.427,G-F,BALCHI,sloanje01
76,Ben Simmons,2017-18,2022-23,21-26,317,308,3,32.9,6.0,10.8,6.0,10.7,0.0,0.1,2.6,4.5,1.8,6.0,7.8,7.5,1.6,0.7,3.2,2.9,14.7,.560,.565,.139,.591,.578,.561,G-F,BRKPHI,simmobe01
77,Paul Silas,1964-65,1979-80,21-36,1254,,2,27.9,3.4,7.9,3.4,7.9,0.0,0.0,2.5,3.8,1.6,2.6,9.9,2.1,0.3,0.1,0.3,2.5,9.4,.432,.432,,.673,.489,.432,F-C,ATLBOSDENPHOSEASTL,silaspa01
78,Jack Sikma,1977-78,1990-91,22-35,1107,739,7,33.4,5.8,12.5,5.6,11.9,0.2,0.6,3.9,4.6,2.3,7.5,9.8,3.2,1.0,0.9,2.3,3.5,15.6,.464,.470,.328,.849,.540,.471,C-F,MILSEA,sikmaja01
79,Pascal Siakam,2016-17,2022-23,22-28,466,372,2,30.6,6.4,13.2,5.4,10.1,1.0,3.1,3.1,4.0,1.5,5.1,6.5,3.5,0.9,0.7,1.9,2.8,16.9,.487,.536,.328,.772,.567,.525,F,TOR,siakapa01
80,Gene Shue,1954-55,1963-64,23-32,699,,5,33.4,5.3,13.4,5.3,13.4,,,3.8,4.7,,,4.1,3.7,,,,2.0,14.4,.396,.396,,.806,.465,.396,G,BALDETFTWNYKPHW,shuege01
81,Lonnie Shelton,1976-77,1985-86,21-30,673,253,1,27.5,5.1,10.3,5.1,10.3,0.0,0.0,1.8,2.4,2.1,4.0,6.1,2.2,1.1,0.8,1.9,3.8,12.0,.492,.493,.097,.738,.524,.492,F-C,CLENYKSEA,sheltlo01
82,Bill Sharman,1950-51,1960-61,24-34,711,,8,30.7,6.7,15.7,6.7,15.7,,,4.4,5.0,,,3.9,3.0,,,,2.7,17.8,.426,.426,,.883,.497,.426,G,BOSWSC,sharmbi01
83,Lee Shaffer,1961-62,1963-64,22-24,196,,1,28.0,6.8,16.1,6.8,16.1,,,3.2,4.2,,,6.3,1.2,,,,3.2,16.8,.420,.420,,.776,.467,.420,F,PHISYR,shaffle01
84,Paul Seymour,1947-48,1959-60,20-32,622,,3,23.6,3.3,9.4,3.3,9.4,,,2.8,3.6,,,2.7,3.8,,,,2.2,9.4,.350,.350,,.792,.429,.350,G-F,BLBSYR,seymopa01
85,Frank Selvy,1954-55,1963-64,22-31,554,,2,26.1,3.9,9.8,3.9,9.8,,,2.9,4.0,,,3.6,2.8,,,,2.2,10.6,.395,.395,,.728,.460,.395,G-F,LALMLHMNLNYKSTLSYR,selvyfr01
86,Kenny Sears,1955-56,1963-64,22-30,529,,2,28.2,4.7,10.2,4.7,10.2,,,4.6,5.6,,,7.8,1.6,,,,2.8,13.9,.455,.455,,.826,.548,.455,F,NYKSFW,searske01
87,Charlie Scott,1971-72,1979-80,23-31,560,,3,34.4,7.3,16.5,7.3,16.5,0.0,0.0,3.2,4.2,0.8,2.2,3.6,4.8,1.1,0.3,1.2,3.7,17.9,.444,.444,.182,.772,.487,.444,G-F,BOSDENLALPHO,scottch01
88,Fred Scolari,1946-47,1954-55,24-32,534,,2,12.3,4.0,12.5,4.0,12.5,,,3.3,4.0,,,1.6,2.6,,,,2.8,11.3,.321,.321,,.818,.396,.321,G,BLBBOSFTWSYRWSC,scolafr01
89,Detlef Schrempf,1985-86,2000-01,23-38,1136,524,3,29.6,4.8,9.7,4.3,8.6,0.4,1.1,3.9,4.9,1.6,4.5,6.2,3.4,0.8,0.3,2.0,3.0,13.9,.491,.505,.384,.803,.586,.513,F-C,DALINDPORSEA,schrede01
90,Dolph Schayes,1949-50,1963-64,21-35,996,,12,29.9,5.9,15.5,5.9,15.5,,,6.7,7.9,,,11.3,3.1,,,,3.4,18.5,.380,.380,,.849,.488,.380,F-C,PHISYR,schaydo01
91,Fred Schaus,1949-50,1953-54,24-28,311,,1,20.5,4.2,12.1,4.2,12.1,,,4.3,5.2,,,5.0,3.0,,,,3.5,12.8,.351,.351,,.825,.445,.351,F,FTWNYK,schaufr01
92,Woody Sauldsberry,1957-58,1965-66,23-31,462,,1,27.7,4.7,13.6,4.7,13.6,,,1.2,2.0,,,7.8,1.1,,,,3.1,10.7,.348,.348,,.610,.369,.348,F-C,BOSCHPCHZPHWSTL,sauldwo01
93,Ralph Sampson,1983-84,1991-92,23-31,456,363,4,29.8,6.4,13.2,6.4,13.1,0.0,0.1,2.6,3.9,2.6,6.2,8.8,2.3,0.9,1.6,3.0,3.5,15.4,.486,.489,.172,.661,.518,.487,C-F,GSWHOUSACWSB,sampsra01
94,Domantas Sabonis,2016-17,2022-23,20-26,489,349,3,29.4,5.9,10.7,5.4,9.4,0.4,1.3,2.9,4.0,2.4,7.3,9.7,4.1,0.8,0.4,2.4,3.1,15.1,.547,.578,.324,.735,.604,.567,C-F,INDOKCSAC,sabondo01
95,D'Angelo Russell,2015-16,2022-23,19-26,490,426,1,29.8,6.4,15.1,3.9,8.1,2.5,6.9,2.4,3.1,0.5,3.0,3.5,5.7,1.1,0.3,2.8,1.9,17.7,.426,.480,.361,.789,.541,.508,G,BRKGSWLALMIN,russeda01
96,Cazzie Russell,1966-67,1977-78,22-33,817,,1,27.2,6.3,13.7,6.3,13.7,,,2.5,3.0,0.4,0.8,3.8,2.2,0.3,0.0,0.0,2.1,15.1,.464,.464,,.827,.506,.464,F-G,CHIGSWLALNYK,russeca01
97,Campy Russell,1974-75,1984-85,23-33,566,63,1,29.6,6.0,13.1,5.9,12.9,0.1,0.2,3.8,4.9,1.6,3.2,4.8,3.0,1.0,0.2,1.8,2.7,15.8,.459,.461,.366,.772,.520,.462,F,CLENYK,russeca02
98,Bill Russell,1956-57,1968-69,22-34,963,,12,42.3,5.9,13.4,5.9,13.4,,,3.3,5.8,,,22.5,4.3,,,,2.7,15.1,.440,.440,,.561,.471,.440,C,BOS,russebi01
99,Bob Rule,1967-68,1974-75,23-30,403,,1,29.4,6.9,15.0,6.9,15.0,,,3.6,5.3,0.1,0.1,8.3,1.5,0.0,0.0,,3.1,17.4,.461,.461,,.686,.503,.461,C-F,CLEMILPHISEA,rulebo01
100,Jeff Ruland,1981-82,1992-93,23-34,332,189,2,33.4,6.3,11.2,6.3,11.2,0.0,0.1,4.7,6.5,3.3,6.9,10.2,3.0,0.8,0.8,3.7,3.7,17.4,.564,.566,.158,.718,.615,.564,C-F,DETPHIWSB,rulanje01
101,Brandon Roy,2006-07,2012-13,22-28,326,300,3,35.5,6.8,14.9,5.8,12.0,1.0,2.8,4.2,5.2,1.1,3.2,4.3,4.7,1.0,0.2,1.8,1.9,18.8,.459,.485,.348,.800,.548,.492,G,MINPOR,roybr01
102,Curtis Rowe,1971-72,1978-79,22-29,590,,1,31.0,4.8,9.9,4.8,9.9,,,2.1,3.0,1.5,3.2,7.2,1.6,0.3,0.3,0.3,2.3,11.6,.482,.482,,.701,.519,.482,F,BOSDET,rowecu01
103,Dan Roundfield,1976-77,1986-87,23-33,746,270,3,31.4,5.7,11.9,5.7,11.8,0.0,0.1,3.7,5.0,3.3,6.4,9.7,2.2,0.9,1.5,2.4,3.4,15.2,.485,.487,.115,.738,.540,.485,F-C,ATLDETINDWSB,roundda01
