Rk,Player,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
56,Kevin McHale,1980-81,1992-93,23-35,971,400,7,31.0,7.0,12.7,7.0,12.5,0.0,0.2,3.7,4.7,2.4,4.9,7.3,1.7,0.4,1.7,1.9,2.8,17.9,.554,.558,.261,.798,.605,.555,F-C,BOS,mchalke01
57,Dick McGuire,1949-50,1959-60,24-34,738,,7,23.3,2.8,7.1,2.8,7.1,,,2.5,3.8,,,3.8,5.7,,,,2.3,8.0,.389,.389,,.644,.455,.389,G,DETNYK,mcguidi01
58,Tracy McGrady,1997-98,2011-12,18-32,938,703,7,32.7,7.2,16.4,6.0,13.0,1.2,3.4,4.1,5.5,1.4,4.2,5.6,4.4,1.2,0.9,2.2,1.8,19.6,.435,.461,.338,.746,.519,.470,G-F,ATLDETHOUNYKORLTOR,mcgratr01
59,George McGinnis,1975-76,1981-82,25-31,528,158,3,30.7,6.4,14.3,6.4,14.3,0.0,0.0,4.4,6.7,3.0,6.8,9.8,3.8,1.7,0.4,2.4,3.8,17.2,.448,.449,.080,.651,.498,.448,F-C,DENINDPHI,mcginge01
60,Bob McAdoo,1972-73,1985-86,21-34,852,1,5,33.2,8.7,17.3,8.7,17.3,0.0,0.0,4.6,6.1,2.1,6.5,9.4,2.3,0.9,1.3,1.4,3.2,22.1,.503,.504,.081,.754,.551,.503,C-F,BOSBUFDETLALNJNNYKPHI,mcadobo01
61,Slater Martin,1949-50,1959-60,24-34,745,,7,29.4,3.5,9.7,3.5,9.7,,,2.8,3.7,,,3.1,4.2,,,,3.0,9.8,.364,.364,,.762,.436,.364,G,MNLNYKSTL,martisl01
62,Pete Maravich,1970-71,1979-80,23-32,658,4,5,37.0,9.4,21.3,9.4,21.3,0.0,0.0,5.4,6.6,0.6,2.2,4.2,5.4,0.9,0.2,0.8,2.8,24.2,.441,.441,.667,.820,.500,.441,G,ATLBOSNOJUTA,maravpe01
63,Moses Malone,1976-77,1994-95,21-39,1329,784,12,33.9,7.1,14.5,7.1,14.4,0.0,0.1,6.4,8.3,5.1,7.1,12.2,1.4,0.8,1.3,2.9,2.3,20.6,.491,.492,.100,.769,.569,.491,C-F,ATLBUFHOUMILPHISASWSB,malonmo01
64,Karl Malone,1985-86,2003-04,22-40,1476,1471,14,37.2,9.2,17.8,9.1,17.5,0.1,0.2,6.6,8.9,2.4,7.7,10.1,3.6,1.4,0.8,3.1,3.1,25.0,.516,.519,.274,.742,.577,.518,F,LALUTA,malonka01
65,Ed Macauley,1949-50,1958-59,21-30,641,,7,28.2,5.8,13.4,5.8,13.4,,,5.9,7.7,,,6.7,3.2,,,,2.6,17.5,.436,.436,,.761,.522,.436,C-F,BOSSTBSTL,macaued01
66,Jerry Lucas,1963-64,1973-74,23-33,829,,7,38.8,6.9,13.8,6.9,13.8,,,3.2,4.1,0.1,0.4,15.6,3.3,0.0,0.0,,2.9,17.0,.499,.499,,.783,.544,.499,F-C,CINNYKSFW,lucasje01
67,Clyde Lovellette,1953-54,1963-64,24-34,704,,4,27.1,6.8,15.3,6.8,15.3,,,3.4,4.5,,,9.5,1.6,,,,3.3,17.0,.443,.443,,.757,.491,.443,C-F,BOSCINMNLSTL,lovelcl01
68,Bob Lanier,1970-71,1983-84,22-35,959,179,8,33.5,8.1,15.7,8.1,15.7,0.0,0.0,3.9,5.1,1.9,5.1,10.1,3.1,0.8,1.1,1.2,3.2,20.1,.514,.515,.154,.767,.559,.514,C,DETMIL,laniebo01
69,Bernard King,1977-78,1992-93,21-36,874,547,4,33.7,9.0,17.3,8.9,17.1,0.0,0.2,4.5,6.2,1.9,3.8,5.8,3.3,1.0,0.3,3.2,3.3,22.5,.518,.521,.172,.730,.561,.519,F,GSWNJNNYKUTAWSB,kingbe01
70,Jason Kidd,1994-95,2012-13,21-39,1391,1350,10,36.0,4.5,11.2,3.0,7.1,1.4,4.1,2.2,2.8,1.3,5.0,6.3,8.7,1.9,0.3,2.9,1.8,12.6,.400,.429,.349,.785,.507,.464,G,DALNJNNYKPHO,kiddja01
71,Michael Jordan,1984-85,2002-03,21-39,1072,1039,14,38.3,11.4,22.9,10.8,21.2,0.5,1.7,6.8,8.2,1.6,4.7,6.2,5.3,2.3,0.8,2.7,2.6,30.1,.497,.510,.327,.835,.569,.509,G-F,CHIWAS,jordami01
72,Sam Jones,1957-58,1968-69,24-35,871,,5,27.9,7.2,15.8,7.2,15.8,,,3.3,4.1,,,4.9,2.5,,,,2.0,17.7,.456,.456,,.803,.503,.456,G-F,BOS,jonessa01
73,Bobby Jones,1976-77,1985-86,25-34,774,138,4,26.1,4.4,8.0,4.4,8.0,0.0,0.0,2.7,3.5,1.7,3.8,5.5,2.4,1.4,1.3,1.6,2.7,11.5,.550,.552,.000,.780,.604,.550,F,DENPHI,jonesbo01
74,Neil Johnston,1951-52,1958-59,22-29,516,,6,35.5,6.4,14.4,6.4,14.4,,,6.6,8.6,,,11.3,2.5,,,,3.3,19.4,.444,.444,,.768,.534,.444,C,PHW,johnsne01
75,Magic Johnson,1979-80,1995-96,20-36,906,763,11,36.7,6.9,13.2,6.5,12.0,0.4,1.2,5.5,6.5,1.8,5.5,7.2,11.2,1.9,0.4,3.9,2.3,19.5,.520,.541,.303,.848,.610,.533,G-F,LAL,johnsma02
76,Gus Johnson,1963-64,1972-73,25-34,581,,5,34.7,7.1,16.1,7.1,16.1,,,2.9,4.2,,,12.7,2.7,,,,3.5,17.1,.440,.440,,.699,.476,.440,F-C,BALPHO,johnsgu01
77,Dennis Johnson,1976-77,1989-90,22-35,1100,673,5,32.7,5.3,11.9,5.2,11.5,0.1,0.4,3.4,4.3,1.3,2.5,3.9,5.0,1.3,0.6,2.2,2.8,14.1,.445,.455,.172,.797,.511,.448,G,BOSPHOSEA,johnsde01
78,Allen Iverson,1996-97,2009-10,21-34,914,901,11,41.1,9.3,21.8,8.1,18.1,1.2,3.7,7.0,8.9,0.8,2.9,3.7,6.2,2.2,0.2,3.6,1.9,26.7,.425,.448,.313,.780,.518,.452,G,DENDETMEMPHI,iversal01
79,Dan Issel,1976-77,1984-85,28-36,718,236,1,31.1,7.6,14.9,7.5,14.8,0.0,0.1,5.3,6.6,2.3,5.6,7.9,2.5,1.0,0.6,1.8,2.8,20.4,.506,.508,.253,.797,.572,.507,C-F,DEN,isselda01
80,Lou Hudson,1966-67,1978-79,22-34,890,,6,33.5,8.3,17.0,8.3,17.0,,,3.5,4.4,0.5,0.8,4.4,2.7,0.6,0.1,0.3,2.7,20.2,.489,.489,,.797,.532,.489,F-G,ATLLALSTL,hudsolo01
81,Bailey Howell,1959-60,1970-71,23-34,950,,6,32.2,6.9,14.3,6.9,14.3,,,5.0,6.6,,,9.9,2.0,,,,3.7,18.7,.480,.480,,.762,.544,.480,F,BALBOSDETPHI,howelba01
82,Grant Hill,1994-95,2012-13,22-40,1026,972,7,33.9,6.2,12.8,6.0,12.1,0.2,0.7,4.1,5.4,1.1,4.9,6.0,4.1,1.2,0.6,2.4,2.3,16.7,.483,.493,.314,.769,.551,.492,F-G,DETLACORLPHO,hillgr01
83,Tom Heinsohn,1956-57,1964-65,22-30,654,,6,29.4,7.3,18.0,7.3,18.0,,,4.0,5.1,,,8.8,2.0,,,,3.8,18.6,.405,.405,,.790,.460,.405,F-C,BOS,heinsto01
84,Spencer Haywood,1970-71,1982-83,21-33,760,88,4,33.7,7.6,16.4,7.6,16.4,0.0,0.0,4.0,5.0,2.0,4.2,9.3,1.8,0.5,0.8,0.9,2.9,19.2,.465,.465,.125,.800,.517,.465,F-C,LALNOJNYKSEAWSB,haywosp01
85,Elvin Hayes,1968-69,1983-84,23-38,1303,129,12,38.4,8.4,18.6,8.4,18.6,0.0,0.0,4.1,6.1,2.1,5.4,12.5,1.8,0.7,1.4,1.0,3.2,21.0,.452,.453,.147,.670,.491,.452,F-C,BALCAPHOUSDRWSB,hayesel01
86,Connie Hawkins,1969-70,1975-76,27-33,499,,4,34.5,6.0,12.9,6.0,12.9,,,4.4,5.6,0.7,1.8,8.0,4.1,0.5,0.3,,2.9,16.5,.467,.467,,.785,.535,.467,F-C,ATLLALPHO,hawkico01
87,John Havlicek,1962-63,1977-78,22-37,1270,,13,36.6,8.3,18.8,8.3,18.8,,,4.2,5.2,0.5,1.1,6.3,4.8,0.4,0.1,0.2,2.6,20.8,.439,.439,,.815,.492,.439,F-G,BOS,havlijo01
88,Tim Hardaway,1989-90,2002-03,23-36,867,770,5,35.3,6.5,15.1,4.7,10.1,1.8,5.0,2.9,3.8,0.6,2.7,3.3,8.2,1.6,0.1,2.9,2.3,17.7,.431,.469,.355,.782,.530,.490,G,DALDENGSWINDMIA,hardati01
89,Cliff Hagan,1956-57,1965-66,25-34,745,,5,29.2,7.0,15.6,7.0,15.6,,,4.0,5.0,,,6.9,3.0,,,,3.2,18.0,.450,.450,,.798,.507,.450,F-G,STL,hagancl01
90,Richie Guerin,1956-57,1969-70,24-37,848,,6,32.4,6.1,14.7,6.1,14.7,,,5.1,6.5,,,5.0,5.0,,,,3.3,17.3,.416,.416,,.780,.493,.416,G,ATLNYKSTL,gueriri01
