Rk,Player,ORtg,DRtg,PER,TRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
172,Zeke Nnaji,120,115,12.5,10.9,3.3,1.1,2.8,12.2,15.2,2022-23,2022-23,22,53,5,13.7,2.1,3.7,1.8,2.5,0.3,1.2,0.8,1.2,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2,.561,.710,.262,.645,.620,.605,F,DEN,nnajize01
173,Daishen Nix,88,121,5.3,5.9,19.2,1.6,0.7,25.4,15.4,2022-23,2022-23,20,57,7,16.0,1.4,4.2,0.7,1.7,0.7,2.5,0.4,0.6,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,.342,.423,.286,.667,.447,.426,G,HOU,nixda01
174,Georges Niang,114,116,10.9,7.2,7.3,1.0,0.9,9.4,17.0,2022-23,2022-23,29,78,1,19.4,2.8,6.4,0.9,1.5,2.0,4.9,0.5,0.6,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,.442,.576,.401,.867,.610,.596,F,PHI,niangge01
175,Raul Neto,126,113,12.6,5.4,21.0,1.7,0.7,16.1,13.2,2022-23,2022-23,30,48,1,10.5,1.2,2.3,0.9,1.4,0.3,0.9,0.6,0.7,0.2,0.8,1.0,1.6,0.4,0.1,0.5,1.0,3.3,.518,.662,.286,.912,.628,.573,G,CLE,netora01
176,Aaron Nesmith,111,119,10.5,8.5,7.4,1.4,1.6,10.3,16.8,2022-23,2022-23,23,73,60,24.9,3.5,8.1,1.9,3.8,1.6,4.3,1.6,1.9,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,.427,.496,.366,.838,.566,.525,G-F,IND,nesmiaa01
177,Andrew Nembhard,108,120,10.0,5.3,22.4,1.6,0.5,15.8,16.1,2022-23,2022-23,23,75,63,27.6,3.8,8.6,2.6,5.1,1.2,3.5,0.7,0.8,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,.441,.504,.350,.790,.528,.512,G,IND,nembhan01
178,Larry Nance Jr.,134,110,16.0,14.5,11.7,2.0,2.6,11.0,11.9,2022-23,2022-23,30,65,1,21.2,2.9,4.7,2.6,4.0,0.2,0.6,0.8,1.2,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,.610,.654,.333,.696,.649,.633,F-C,NOP,nancela02
179,Svi Mykhailiuk,115,118,14.0,6.1,16.5,1.5,0.7,11.2,19.3,2022-23,2022-23,25,32,8,14.6,2.4,5.4,1.1,2.3,1.3,3.1,0.8,1.2,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,.445,.473,.424,.667,.584,.566,G-F,CHONYK,mykhasv01
180,Mike Muscala,124,113,13.0,11.6,7.1,0.8,2.3,6.8,15.1,2022-23,2022-23,31,63,9,15.0,2.1,4.6,0.8,1.3,1.3,3.3,0.6,0.8,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,.449,.588,.391,.769,.608,.587,F-C,BOSOKC,muscami01
181,Keegan Murray,119,117,12.3,8.9,5.5,1.2,1.5,6.8,15.8,2022-23,2022-23,22,80,78,29.8,4.4,9.8,1.9,3.5,2.6,6.3,0.8,1.0,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,.453,.527,.411,.765,.597,.584,F,SAC,murrake02
182,Jamal Murray,116,116,18.0,6.9,27.5,1.5,0.7,11.3,26.1,2022-23,2022-23,25,65,65,32.8,7.3,16.0,4.6,9.4,2.6,6.6,2.8,3.3,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,.454,.494,.398,.833,.571,.537,G,DEN,murraja01
183,Dejounte Murray,112,116,17.0,7.9,24.0,2.0,0.6,10.2,24.4,2022-23,2022-23,26,74,74,36.4,8.3,17.8,6.5,12.6,1.8,5.2,2.1,2.6,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,.464,.514,.344,.832,.540,.514,G,ATL,murrade01
184,Trey Murphy III,128,114,15.2,6.5,6.4,1.8,1.7,6.5,16.6,2022-23,2022-23,22,79,65,31.0,4.9,10.1,2.3,3.8,2.6,6.3,2.2,2.4,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,.484,.611,.406,.905,.650,.610,F,NOP,murphtr02
185,Monte Morris,125,118,15.0,6.9,26.4,1.2,0.6,9.9,15.6,2022-23,2022-23,27,62,61,27.3,4.0,8.3,2.7,5.0,1.3,3.3,1.0,1.2,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,.480,.543,.382,.831,.579,.555,G,WAS,morrimo01
186,Markieff Morris,108,115,10.4,11.3,12.2,1.2,1.2,13.1,17.2,2022-23,2022-23,33,35,2,10.1,1.3,3.3,0.5,1.3,0.8,2.0,0.3,0.3,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,.409,.432,.394,1.000,.553,.530,F,BRKDAL,morrima02
187,Marcus Morris,108,116,10.5,7.9,8.9,1.1,1.0,7.6,17.6,2022-23,2022-23,33,65,65,28.1,4.2,9.9,2.5,5.2,1.7,4.7,1.0,1.3,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,.426,.484,.364,.782,.534,.513,F,LAC,morrima03
188,Ja Morant,114,112,23.3,9.7,41.1,1.6,0.7,12.6,34.9,2022-23,2022-23,23,61,59,31.9,9.3,19.9,7.8,15.0,1.5,4.9,6.1,8.1,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,.466,.519,.307,.748,.557,.504,G,MEM,moranja01
189,Wendell Moore Jr.,98,113,9.3,6.6,15.3,2.5,2.8,15.0,14.9,2022-23,2022-23,21,29,2,5.3,0.6,1.5,0.6,0.9,0.1,0.6,0.1,0.2,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,.419,.615,.118,.800,.465,.442,G-F,MIN,moorewe01
190,Xavier Moon,96,119,7.2,8.4,35.7,0.0,0.0,10.0,21.8,2022-23,2022-23,28,4,0,5.0,0.8,2.3,0.5,1.5,0.3,0.8,0.0,0.0,0.0,0.8,0.8,1.3,0.0,0.0,0.3,0.5,1.8,.333,.333,.333,,.389,.389,G,LAC,moonxa01
191,Moses Moody,116,117,10.3,7.1,8.2,1.0,0.8,12.0,14.6,2022-23,2022-23,20,63,3,13.0,1.7,3.6,0.9,1.5,0.8,2.1,0.6,0.8,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,.476,.641,.363,.698,.603,.584,G,GSW,moodymo01
192,Malik Monk,114,118,16.6,6.7,25.0,1.4,1.0,14.1,25.8,2022-23,2022-23,24,77,0,22.3,4.6,10.3,2.8,5.2,1.9,5.2,2.4,2.7,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,.448,.538,.359,.889,.587,.538,G,SAC,monkma01
193,Isaiah Mobley,114,106,14.1,14.0,5.0,2.4,3.3,3.3,16.4,2022-23,2022-23,23,13,0,6.5,0.9,2.2,0.7,1.5,0.2,0.6,0.3,0.3,0.3,1.2,1.5,0.2,0.3,0.2,0.1,0.6,2.4,.429,.450,.375,1.000,.521,.482,F,CLE,mobleis01
194,Evan Mobley,117,108,17.9,15.4,12.4,1.1,4.0,11.9,20.2,2022-23,2022-23,21,79,79,34.4,6.6,12.0,6.4,10.7,0.3,1.3,2.6,3.8,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,.554,.595,.216,.674,.591,.566,F-C,CLE,mobleev01
195,Donovan Mitchell,118,111,22.9,7.0,21.4,2.0,1.0,10.3,32.1,2022-23,2022-23,26,68,68,35.8,10.0,20.6,6.4,11.3,3.6,9.3,4.7,5.4,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,.484,.566,.386,.867,.614,.572,G,CLE,mitchdo01
196,Davion Mitchell,111,119,9.4,4.1,16.5,1.5,0.9,13.1,14.1,2022-23,2022-23,24,80,9,18.1,2.3,5.0,1.5,2.5,0.8,2.5,0.3,0.4,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,.454,.584,.320,.806,.545,.533,G,SAC,mitchda01
197,Josh Minott,119,109,17.9,14.6,7.5,2.0,5.4,7.1,18.9,2022-23,2022-23,20,15,0,6.4,1.2,2.4,1.1,2.0,0.1,0.4,0.5,0.5,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,.500,.533,.333,1.000,.582,.528,F,MIN,minotjo01
198,Justin Minaya,77,117,4.0,9.7,5.9,1.1,5.0,14.6,13.4,2022-23,2022-23,23,4,0,22.3,1.8,5.8,1.0,2.8,0.8,3.0,0.0,0.3,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,.304,.364,.250,.000,.363,.370,F,POR,minayju01
199,Shake Milton,115,117,12.7,7.2,22.3,0.8,0.8,14.5,18.5,2022-23,2022-23,26,76,11,20.6,3.2,6.6,2.4,4.7,0.7,1.9,1.3,1.5,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,.479,.521,.378,.853,.575,.535,G,PHI,miltosh01
200,Patty Mills,106,118,10.6,4.4,13.9,1.3,0.5,11.9,19.7,2022-23,2022-23,34,40,2,14.2,2.2,5.2,0.9,1.9,1.2,3.4,0.6,0.8,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,.411,.493,.366,.833,.554,.529,G,BRK,millspa02
201,Khris Middleton,113,113,17.4,9.1,30.7,1.4,0.5,13.6,27.4,2022-23,2022-23,31,33,19,24.3,5.4,12.3,3.8,7.4,1.5,4.9,2.8,3.1,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,.436,.516,.315,.902,.551,.499,F-G,MIL,middlkh01
202,Chimezie Metu,124,113,17.3,16.4,8.1,1.5,2.7,11.3,17.6,2022-23,2022-23,25,66,0,10.4,2.0,3.3,1.8,2.7,0.1,0.6,0.8,1.1,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.9,.589,.663,.237,.740,.639,.610,F-C,SAC,metuch01
203,Sam Merrill,121,107,15.5,9.0,12.0,3.4,0.0,0.0,17.3,2022-23,2022-23,26,5,0,11.8,1.8,4.4,0.8,0.8,1.0,3.6,0.4,0.4,0.0,1.8,1.8,1.0,0.8,0.0,0.0,0.6,5.0,.409,1.000,.278,1.000,.546,.523,G,CLE,merrisa01
204,De'Anthony Melton,111,111,12.7,8.6,12.9,2.9,1.8,12.9,16.4,2022-23,2022-23,24,77,58,27.9,3.6,8.5,1.6,3.2,2.0,5.2,0.9,1.1,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,.425,.484,.390,.793,.566,.546,G,PHI,meltode01
205,Jordan McLaughlin,118,115,11.8,5.1,27.4,2.2,0.5,17.7,11.7,2022-23,2022-23,26,43,0,15.8,1.4,3.4,0.9,1.6,0.6,1.8,0.3,0.4,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,.421,.552,.308,.833,.526,.503,G,MIN,mclaujo01
206,Rodney McGruder,119,121,10.7,7.8,7.6,1.5,0.2,6.4,14.0,2022-23,2022-23,31,32,12,16.4,1.9,4.8,0.7,1.7,1.3,3.0,0.6,0.7,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,.408,.382,.423,.818,.566,.543,G,DET,mcgruro01
207,Bryce McGowens,100,119,7.2,6.3,9.1,0.9,0.7,15.3,15.0,2022-23,2022-23,20,46,7,17.1,1.7,4.4,1.2,2.7,0.6,1.7,1.3,1.7,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,.396,.443,.325,.750,.519,.460,G-F,CHO,mcgowbr01
208,JaVale McGee,108,112,17.2,17.5,5.2,0.6,6.5,20.1,22.8,2022-23,2022-23,35,42,7,8.5,1.9,3.0,1.9,2.9,0.0,0.1,0.6,1.0,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,.640,.650,.400,.585,.650,.648,C,DAL,mcgeeja01
209,Doug McDermott,113,124,11.2,5.8,9.8,0.5,0.4,9.5,19.2,2022-23,2022-23,31,64,0,20.5,3.7,8.2,1.8,3.5,1.9,4.7,0.8,1.1,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,.457,.516,.413,.757,.590,.575,F,SAS,mcderdo01
210,Jalen McDaniels,108,114,11.8,9.9,9.6,2.1,1.6,12.1,17.2,2022-23,2022-23,25,80,24,23.9,3.5,7.7,2.6,4.8,1.0,2.9,1.5,1.7,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,.455,.530,.332,.841,.557,.518,F,CHOPHI,mcdanja01
211,Jaden McDaniels,115,115,12.0,7.1,8.4,1.5,2.7,12.6,15.8,2022-23,2022-23,22,79,79,30.6,4.7,9.1,3.3,5.7,1.4,3.4,1.3,1.8,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,.517,.588,.398,.736,.611,.591,F,MIN,mcdanja02
212,T.J. McConnell,116,117,16.8,8.5,37.9,2.5,0.6,20.6,19.1,2022-23,2022-23,30,75,6,20.3,3.8,6.9,3.4,6.2,0.3,0.8,0.8,0.9,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,.543,.556,.441,.853,.590,.568,G,IND,mccontj01
213,CJ McCollum,110,115,15.6,7.0,25.1,1.3,1.4,11.2,26.4,2022-23,2022-23,31,75,75,35.3,7.8,17.9,5.0,10.7,2.8,7.2,2.4,3.2,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,.437,.469,.389,.769,.541,.515,G,NOP,mccolcj01
214,Mac McClung,119,117,19.2,14.4,35.3,0.0,0.0,11.9,27.5,2022-23,2022-23,24,2,0,20.5,4.5,10.0,2.5,4.5,2.0,5.5,1.5,2.5,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,.450,.556,.364,.600,.563,.550,G,PHI,mccluma01
215,Miles McBride,106,116,8.4,3.6,12.4,2.4,1.0,9.7,14.6,2022-23,2022-23,22,64,2,11.9,1.2,3.4,0.6,1.3,0.6,2.1,0.4,0.7,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,.358,.457,.299,.667,.475,.451,G,NYK,mcbrimi01
216,Skylar Mays,132,121,19.4,5.8,40.0,1.5,0.5,11.9,19.3,2022-23,2022-23,25,6,6,31.5,5.7,11.3,3.7,7.0,2.0,4.3,2.0,2.2,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,.500,.524,.462,.923,.624,.588,G,POR,mayssk01
217,Tyrese Maxey,120,117,17.0,5.2,16.9,1.2,0.4,7.4,24.1,2022-23,2022-23,22,60,41,33.6,7.3,15.2,4.7,9.1,2.7,6.2,3.0,3.6,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,.481,.513,.434,.845,.605,.568,G,PHI,maxeyty01
218,Wesley Matthews,113,114,7.0,7.2,5.1,1.2,1.3,9.5,9.8,2022-23,2022-23,36,52,0,15.8,1.1,3.1,0.4,0.7,0.8,2.4,0.5,0.5,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,.363,.528,.315,.857,.519,.484,G,MIL,matthwe02
219,Bennedict Mathurin,109,121,13.1,7.9,7.6,1.0,0.5,11.7,24.6,2022-23,2022-23,20,78,17,28.5,5.3,12.2,4.0,8.2,1.3,4.0,4.8,5.8,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,.434,.488,.323,.828,.566,.487,G-F,IND,mathube01
220,Garrison Mathews,119,121,9.7,5.8,5.1,1.7,0.7,7.8,14.7,2022-23,2022-23,26,54,0,12.7,1.4,3.7,0.2,0.4,1.2,3.3,0.9,1.0,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,.363,.476,.350,.906,.573,.520,G,ATLHOU,mathega01
221,Tyrese Martin,98,120,7.7,10.0,3.9,0.7,0.0,7.7,16.5,2022-23,2022-23,23,16,0,4.1,0.6,1.4,0.5,1.0,0.1,0.4,0.1,0.1,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3,.391,.500,.143,1.000,.440,.413,G,ATL,martity01
222,Kenyon Martin Jr.,126,121,15.4,10.8,8.1,0.9,1.3,10.0,16.4,2022-23,2022-23,22,82,49,28.0,5.0,8.8,4.2,6.1,0.8,2.6,1.8,2.7,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,.569,.679,.315,.680,.635,.617,F,HOU,martike04
223,Cody Martin,108,117,8.7,9.5,11.0,1.4,0.6,4.9,12.9,2022-23,2022-23,27,7,0,19.1,2.0,5.1,1.6,3.1,0.4,2.0,0.6,1.0,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,.389,.500,.214,.571,.448,.431,G-F,CHO,martico01
224,Caleb Martin,113,113,11.4,9.7,8.2,1.7,1.5,11.5,14.4,2022-23,2022-23,27,71,49,29.3,3.6,7.7,2.4,4.4,1.2,3.3,1.3,1.6,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,.464,.545,.356,.805,.571,.540,F,MIA,martica02
225,Naji Marshall,109,114,11.4,8.8,14.4,1.5,0.7,13.0,17.8,2022-23,2022-23,25,77,21,23.3,3.2,7.4,2.4,4.6,0.9,2.8,1.8,2.3,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,.433,.513,.303,.789,.539,.490,F,NOP,marshna01
226,Lauri Markkanen,125,116,22.1,13.6,8.6,0.9,1.4,8.8,26.6,2022-23,2022-23,25,66,66,34.4,8.7,17.3,5.6,9.6,3.0,7.7,5.3,6.0,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,.499,.585,.391,.875,.640,.586,F-C,UTA,markkla01
227,Boban Marjanović,127,117,23.4,19.3,8.7,1.4,1.1,16.3,20.8,2022-23,2022-23,34,31,0,5.5,1.3,1.9,1.3,1.9,0.0,0.0,0.6,0.9,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3,.683,.695,.000,.741,.710,.683,C,HOU,marjabo01
228,Tre Mann,101,116,10.0,7.0,14.0,1.6,0.9,10.6,20.7,2022-23,2022-23,21,67,5,17.7,2.9,7.5,1.7,3.6,1.2,3.8,0.6,0.8,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,.393,.475,.315,.764,.492,.474,G,OKC,manntr01
229,Terance Mann,123,117,13.4,8.3,14.0,1.1,1.0,12.2,15.3,2022-23,2022-23,26,81,36,23.1,3.4,6.5,2.4,4.0,1.0,2.4,1.1,1.5,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,.519,.598,.389,.780,.619,.593,G-F,LAC,mannte01
230,Sandro Mamukelashvili,111,117,13.4,15.1,12.8,1.0,1.5,12.1,18.2,2022-23,2022-23,23,43,7,15.3,2.3,5.3,1.6,3.0,0.7,2.3,0.9,1.3,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,.422,.511,.303,.684,.516,.487,C-F,MILSAS,mamuksa01
231,Théo Maledon,105,115,11.6,7.7,24.2,2.1,1.2,17.1,17.0,2022-23,2022-23,21,44,7,19.4,2.3,5.8,1.7,3.6,0.6,2.2,1.4,1.7,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,.402,.465,.295,.851,.515,.457,G,CHO,maledth01
232,Trey Lyles,117,116,14.2,13.7,7.0,1.0,2.2,12.2,18.1,2022-23,2022-23,27,74,0,16.9,2.5,5.5,1.4,2.3,1.2,3.2,1.4,1.7,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,.458,.595,.363,.815,.607,.565,F,SAC,lylestr01
233,Kyle Lowry,114,114,12.6,7.7,23.4,1.7,1.2,15.9,16.7,2022-23,2022-23,36,55,44,31.2,3.6,8.8,1.6,3.2,1.9,5.6,2.1,2.5,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,.404,.509,.345,.859,.565,.514,G,MIA,lowryky01
234,Kevin Love,110,110,13.1,18.9,13.2,0.6,0.9,13.1,19.2,2022-23,2022-23,34,62,20,20.0,2.7,6.8,1.1,2.1,1.6,4.8,1.3,1.5,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,.389,.516,.334,.879,.548,.506,F,CLEMIA,loveke01
235,Robin Lopez,114,114,11.6,10.0,9.1,0.3,2.5,23.2,16.1,2022-23,2022-23,34,37,2,8.1,1.3,2.0,1.2,1.9,0.1,0.1,0.4,0.5,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,.640,.648,.500,.778,.675,.653,C,CLE,lopezro01
236,Brook Lopez,122,109,18.4,11.4,6.1,0.7,6.7,9.8,19.3,2022-23,2022-23,34,78,78,30.4,6.1,11.5,4.4,6.9,1.7,4.7,1.9,2.4,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,.531,.637,.374,.784,.630,.606,C,MIL,lopezbr01
237,Kevon Looney,147,111,17.8,21.4,13.8,1.3,2.2,9.1,10.6,2022-23,2022-23,26,82,70,23.9,3.0,4.7,3.0,4.7,0.0,0.0,1.1,1.9,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,.630,.632,.000,.606,.639,.630,F-C,GSW,looneke01
238,Kenneth Lofton Jr.,116,111,20.2,15.4,18.1,1.3,1.0,10.3,27.6,2022-23,2022-23,20,24,1,7.3,2.0,3.9,1.8,3.2,0.3,0.7,0.7,1.1,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,.527,.566,.353,.593,.572,.559,F,MEM,loftoke01
239,Isaiah Livers,113,120,8.4,6.6,4.8,1.1,2.1,9.0,11.9,2022-23,2022-23,24,52,22,23.1,2.3,5.5,0.9,1.6,1.4,3.9,0.6,0.8,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,.417,.541,.365,.821,.567,.545,F,DET,liveris01
240,Nassir Little,108,120,10.2,8.3,7.3,1.0,1.8,10.0,16.0,2022-23,2022-23,22,54,4,18.1,2.5,5.6,1.4,2.7,1.1,2.9,0.6,0.9,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,.442,.524,.367,.717,.555,.538,F,POR,littlna01
241,Damian Lillard,126,121,26.7,7.6,35.0,1.2,0.8,11.7,33.8,2022-23,2022-23,32,58,58,36.3,9.6,20.7,5.4,9.4,4.2,11.3,8.8,9.6,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,.463,.574,.371,.914,.645,.564,G,POR,lillada01
242,Kira Lewis Jr.,118,113,14.5,8.0,14.0,2.1,0.8,9.3,19.7,2022-23,2022-23,21,25,0,9.4,1.6,3.5,1.0,2.2,0.6,1.4,0.8,0.9,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,.455,.463,.441,.864,.584,.540,G,NOP,lewiski01
243,Caris LeVert,111,112,12.4,7.4,18.0,1.6,1.0,12.4,18.7,2022-23,2022-23,28,74,30,30.2,4.3,10.0,2.6,5.6,1.7,4.4,1.8,2.4,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,.431,.462,.392,.722,.546,.517,G-F,CLE,leverca01
244,Meyers Leonard,123,113,12.0,15.5,1.2,0.8,0.0,15.4,14.4,2022-23,2022-23,30,9,2,12.7,1.6,3.2,0.8,1.2,0.8,2.0,0.9,1.0,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,.483,.636,.389,.889,.652,.603,C-F,MIL,leoname01
245,Kawhi Leonard,125,113,23.9,10.8,19.6,2.0,1.4,8.1,27.0,2022-23,2022-23,31,52,50,33.6,8.6,16.8,6.6,11.9,2.0,4.8,4.7,5.4,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,.512,.551,.416,.871,.623,.572,F,LAC,leonaka01
246,Alex Len,109,112,12.8,21.3,9.3,1.2,6.0,30.2,14.1,2022-23,2022-23,29,26,2,6.2,0.6,1.2,0.6,1.1,0.0,0.1,0.4,0.6,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,.533,.571,.000,.688,.580,.533,C,SAC,lenal01
247,Saben Lee,111,113,13.1,6.7,24.3,2.5,0.2,14.1,19.5,2022-23,2022-23,23,25,1,14.9,2.0,4.8,1.5,3.6,0.4,1.2,1.7,2.3,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0,.405,.418,.367,.737,.517,.450,G,PHIPHO,leesa01
248,Damion Lee,114,116,10.7,8.3,8.9,1.0,0.4,13.5,16.3,2022-23,2022-23,30,74,5,20.4,2.7,6.1,1.2,2.8,1.5,3.3,1.3,1.4,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,.442,.439,.445,.904,.607,.564,G,PHO,leeda03
249,A.J. Lawson,112,118,13.9,11.3,3.0,0.9,0.0,5.9,21.1,2022-23,2022-23,22,15,0,7.2,1.5,2.9,0.8,1.3,0.7,1.7,0.1,0.5,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,.500,.632,.400,.250,.589,.614,G,DALMIN,lawsoaj01
250,Zach LaVine,116,115,19.0,7.1,18.7,1.2,0.6,11.0,28.3,2022-23,2022-23,27,77,77,35.9,8.7,18.0,6.1,11.0,2.6,7.1,4.7,5.6,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,.485,.556,.375,.848,.607,.558,G-F,CHI,lavinza01
251,Jake LaRavia,105,114,6.7,8.1,6.2,1.4,0.9,15.4,11.7,2022-23,2022-23,21,35,0,11.8,1.1,2.7,0.4,0.7,0.7,2.0,0.2,0.3,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,.389,.542,.338,.778,.531,.516,F,MEM,laravja01
252,Romeo Langford,110,122,10.4,7.4,7.9,1.3,1.3,9.6,15.4,2022-23,2022-23,23,43,21,19.6,2.8,6.0,2.4,4.6,0.4,1.4,0.9,1.3,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,.467,.530,.262,.696,.524,.498,G,SAS,langfro01
253,Jock Landale,119,113,16.4,15.8,10.1,0.8,2.7,13.3,19.3,2022-23,2022-23,27,69,4,14.2,2.6,4.9,2.3,3.7,0.3,1.2,1.1,1.5,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,.528,.621,.250,.752,.595,.559,C,PHO,landajo01
254,Anthony Lamb,119,115,10.9,9.9,10.5,1.1,1.5,13.7,13.8,2022-23,2022-23,25,62,4,19.3,2.4,5.1,1.2,1.9,1.2,3.2,0.7,1.0,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,.471,.652,.367,.767,.610,.588,F,GSW,lamban01
255,Kyle Kuzma,103,117,14.3,11.5,16.5,0.8,1.1,13.2,27.9,2022-23,2022-23,27,64,64,35.0,8.0,17.8,5.5,10.3,2.5,7.5,2.7,3.7,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,.448,.533,.333,.730,.544,.518,F,WAS,kuzmaky01
256,Jonathan Kuminga,112,115,13.3,9.1,12.7,1.4,2.0,14.6,19.6,2022-23,2022-23,20,67,16,20.8,3.9,7.4,3.1,5.2,0.8,2.2,1.3,2.1,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,.525,.590,.370,.652,.597,.579,F,GSW,kuminjo01
