Rk,Player,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
523,Deni Avdija,2022-23,2022-23,22,76,40,26.6,3.3,7.6,2.4,4.6,0.9,3.1,1.6,2.2,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,.437,.530,.297,.739,.535,.497,G-F,WAS,avdijde01
524,Ryan Arcidiacono,2022-23,2022-23,28,20,4,8.6,0.5,1.9,0.1,0.7,0.4,1.2,0.0,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,.243,.071,.348,,.351,.351,G,NYKPOR,arcidry01
525,OG Anunoby,2022-23,2022-23,25,67,67,35.6,6.3,13.2,4.2,7.7,2.1,5.5,2.1,2.5,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,.476,.539,.387,.838,.586,.556,F,TOR,anunoog01
526,Cole Anthony,2022-23,2022-23,22,60,4,25.9,4.6,10.2,3.4,6.7,1.3,3.4,2.5,2.8,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,.454,.500,.364,.894,.570,.516,G,ORL,anthoco01
527,Thanasis Antetokounmpo,2022-23,2022-23,30,37,0,5.6,0.5,1.2,0.5,1.0,0.0,0.2,0.3,0.6,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,.435,.526,.000,.500,.458,.435,F,MIL,antetth01
528,Giannis Antetokounmpo,2022-23,2022-23,28,63,63,32.1,11.2,20.3,10.5,17.6,0.7,2.7,7.9,12.3,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,.553,.596,.275,.645,.605,.572,F-G,MIL,antetgi01
529,Kyle Anderson,2022-23,2022-23,29,69,46,28.4,3.7,7.2,3.0,5.7,0.6,1.5,1.4,2.0,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,.509,.536,.410,.735,.583,.553,F-G,MIN,anderky01
530,Jose Alvarado,2022-23,2022-23,24,61,10,21.5,3.3,8.0,1.9,4.0,1.4,4.0,1.1,1.3,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,.411,.488,.336,.813,.525,.496,G,NOP,alvarjo01
531,Jarrett Allen,2022-23,2022-23,24,68,68,32.6,5.9,9.2,5.9,9.1,0.0,0.1,2.4,3.3,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,.644,.653,.100,.733,.670,.645,C-F,CLE,allenja01
532,Grayson Allen,2022-23,2022-23,27,72,70,27.4,3.4,7.7,1.4,2.7,2.0,5.1,1.6,1.8,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,.440,.518,.399,.905,.612,.571,G,MIL,allengr01
533,Nickeil Alexander-Walker,2022-23,2022-23,24,59,3,15.0,2.2,5.0,1.2,2.3,1.0,2.7,0.7,1.0,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,.444,.515,.384,.667,.565,.547,G,MINUTA,alexani01
534,Santi Aldama,2022-23,2022-23,22,77,20,21.8,3.2,6.8,2.0,3.4,1.2,3.5,1.4,1.9,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,.470,.591,.353,.750,.591,.560,F,MEM,aldamsa01
535,Ochai Agbaji,2022-23,2022-23,22,59,22,20.5,2.8,6.5,1.4,2.7,1.4,3.9,0.9,1.2,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,.427,.532,.355,.812,.561,.532,G,UTA,agbajoc01
536,Bam Adebayo,2022-23,2022-23,25,75,75,34.6,8.0,14.9,8.0,14.7,0.0,0.2,4.3,5.4,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,.540,.545,.083,.806,.592,.541,C-F,MIA,adebaba01
537,Steven Adams,2022-23,2022-23,29,42,42,27.0,3.7,6.3,3.7,6.2,0.0,0.0,1.1,3.1,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,.597,.599,.000,.364,.564,.597,C,MEM,adamsst01
538,Precious Achiuwa,2022-23,2022-23,23,55,12,20.7,3.6,7.3,3.0,5.4,0.5,2.0,1.6,2.3,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,.485,.564,.269,.702,.554,.521,F,TOR,achiupr01
