,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
1231,Alex Caruso,2.8,10.8,16.7,2.7,1.7,17.8,13.6,23-28,292,73,3.6,8.3,2.2,4.6,1.3,3.6,1.8,2.4,0.9,3.5,4.5,4.6,2.0,0.7,2.0,3.3,10.2,0.429,0.479,0.365,0.749,0.547,0.509,G
1232,Michael Carter-Williams,4.0,15.1,27.8,2.5,1.8,17.7,22.7,22-31,395,217,5.4,13.5,4.8,10.9,0.7,2.6,3.1,4.4,1.4,4.8,6.2,6.2,1.8,0.8,3.3,3.5,14.6,0.402,0.436,0.256,0.705,0.473,0.426,G
1233,Wendell Carter Jr.,9.1,25.5,11.5,1.1,2.6,13.4,19.4,19-23,260,246,6.3,12.2,5.4,9.5,0.9,2.7,3.1,4.2,3.0,8.3,11.4,2.6,0.8,1.0,2.2,3.9,16.5,0.516,0.572,0.321,0.733,0.589,0.552,C
1234,Vince Carter,2.9,13.2,12.0,1.7,1.7,9.6,19.0,36-43,555,36,5.1,12.7,2.5,5.8,2.5,6.9,2.1,2.6,0.9,4.2,5.1,2.8,1.2,0.7,1.5,3.6,14.8,0.399,0.437,0.367,0.798,0.532,0.499,G-F
1235,Jevon Carter,2.4,10.3,14.0,1.9,1.4,11.2,14.9,23-27,304,48,4.3,10.7,1.7,4.1,2.6,6.6,0.7,0.9,0.8,3.5,4.3,3.8,1.4,0.6,1.4,3.1,11.9,0.4,0.405,0.397,0.811,0.537,0.523,G
1236,DeMarre Carroll,5.2,14.8,8.2,2.0,0.9,9.6,17.1,26-33,471,329,4.8,11.1,2.9,5.9,1.9,5.2,2.4,3.2,1.6,4.8,6.5,1.9,1.4,0.4,1.3,2.8,13.9,0.432,0.497,0.359,0.744,0.554,0.517,F
1238,Clint Capela,14.7,29.2,5.8,1.3,4.7,9.9,17.7,20-28,536,473,7.3,11.6,7.3,11.6,0.0,0.0,2.1,3.9,4.8,9.6,14.4,1.3,0.9,2.0,1.5,3.2,16.6,0.627,0.628,0.0,0.533,0.625,0.627,C
1240,Vlatko Čančar,4.0,13.7,10.6,1.3,1.3,14.0,14.1,22-25,130,11,4.4,9.2,2.8,4.9,1.6,4.3,1.6,1.9,1.2,4.4,5.7,3.0,0.9,0.5,1.6,3.3,11.9,0.479,0.582,0.361,0.847,0.596,0.563,F
1241,Isaiah Canaan,1.4,8.7,14.8,1.5,0.4,12.4,18.9,22-27,235,77,4.6,12.5,1.9,4.6,2.7,7.8,2.4,2.8,0.5,2.8,3.3,3.4,1.1,0.2,1.9,2.7,14.4,0.371,0.404,0.351,0.836,0.524,0.481,G
1242,Facundo Campazzo,1.9,8.7,22.0,2.7,1.3,17.0,13.9,29-31,138,23,3.1,8.4,1.3,2.8,1.9,5.7,1.9,2.3,0.6,2.8,3.4,6.2,2.0,0.5,1.9,3.5,10.0,0.369,0.456,0.326,0.825,0.528,0.478,G
1244,Kentavious Caldwell-Pope,2.2,9.3,8.6,1.9,0.7,8.9,17.0,20-29,759,617,5.0,11.8,2.9,6.1,2.1,5.7,1.9,2.4,0.7,3.1,3.8,2.1,1.4,0.3,1.3,2.3,14.1,0.424,0.479,0.365,0.814,0.546,0.512,G
1245,José Calderón,1.5,9.2,26.3,1.4,0.3,15.6,14.8,31-37,415,298,4.3,9.5,2.4,4.9,2.0,4.6,0.9,1.0,0.5,2.9,3.4,6.2,1.0,0.1,1.8,2.3,11.5,0.457,0.484,0.428,0.866,0.579,0.56,G
1246,Nick Calathes,2.4,11.7,26.5,3.4,0.5,21.0,17.7,24-25,129,7,4.4,10.0,3.9,8.1,0.5,1.9,1.2,2.1,0.8,3.6,4.4,6.3,2.3,0.2,2.9,3.9,10.6,0.441,0.476,0.288,0.581,0.484,0.468,G
1249,Bruno Caboclo,6.9,16.1,8.2,1.4,4.2,13.8,17.0,19-25,105,20,4.5,11.2,2.8,5.6,1.7,5.6,1.6,1.9,2.3,5.2,7.5,2.0,1.0,1.6,1.9,3.8,12.3,0.403,0.498,0.308,0.836,0.512,0.48,F-C
1250,Will Bynum,2.5,7.3,34.0,1.9,0.4,17.5,25.6,30-32,128,3,6.9,15.4,6.2,13.1,0.7,2.3,3.2,3.9,0.8,2.3,3.1,7.2,1.3,0.2,3.6,4.0,17.6,0.447,0.472,0.299,0.801,0.513,0.469,G
1253,Rasual Butler,1.8,12.2,6.9,1.1,1.8,8.0,16.5,34-36,171,3,4.9,11.4,2.9,6.0,2.1,5.4,1.1,1.5,0.6,4.0,4.6,1.6,0.8,0.8,1.0,2.2,13.1,0.435,0.483,0.382,0.742,0.543,0.525,F-G
1255,Jimmy Butler,5.4,12.5,20.9,2.5,1.2,9.4,23.0,23-33,712,649,6.5,13.8,5.6,11.1,0.9,2.7,6.1,7.2,1.7,4.1,5.8,4.6,1.8,0.5,1.8,1.5,19.8,0.468,0.503,0.323,0.843,0.585,0.499,F-G
1257,Caron Butler,2.0,13.1,7.7,1.5,0.5,9.2,17.7,32-35,229,113,5.0,12.1,2.8,6.3,2.2,5.8,1.4,1.7,0.6,4.1,4.7,1.8,1.1,0.2,1.3,2.8,13.6,0.41,0.436,0.382,0.853,0.528,0.501,F
1259,Alec Burks,2.5,14.8,14.5,1.6,0.8,11.0,21.6,21-31,617,143,5.6,13.5,3.8,8.7,1.8,4.8,3.9,4.8,0.8,4.7,5.5,3.3,1.1,0.3,1.9,3.0,17.0,0.418,0.437,0.385,0.806,0.546,0.487,G
1260,Trey Burke,1.8,7.8,24.4,1.3,0.4,10.4,23.1,21-29,498,130,6.4,15.6,4.4,9.9,2.0,5.7,1.8,2.3,0.6,2.5,3.0,5.3,0.9,0.2,1.9,2.2,16.6,0.41,0.448,0.345,0.81,0.5,0.473,G
1261,Reggie Bullock,1.6,11.0,7.5,1.3,0.6,7.8,13.6,22-31,512,294,4.2,9.8,1.6,3.3,2.5,6.6,0.8,1.0,0.5,3.5,4.1,1.9,0.9,0.2,0.9,2.2,11.7,0.425,0.506,0.384,0.827,0.57,0.553,G-F
1262,Chase Budinger,3.5,13.6,8.2,1.6,0.7,10.7,16.5,24-27,197,15,4.7,11.1,3.2,6.7,1.5,4.5,1.8,2.3,1.1,4.3,5.4,1.9,1.1,0.3,1.5,2.3,12.6,0.421,0.478,0.335,0.78,0.521,0.488,F
1264,Thomas Bryant,8.3,23.4,8.4,0.8,3.3,9.5,18.1,20-25,229,134,7.4,12.4,6.5,9.8,0.9,2.6,2.7,3.6,2.7,7.7,10.5,2.0,0.6,1.4,1.5,3.3,18.5,0.598,0.659,0.366,0.757,0.661,0.636,C
1265,Kobe Bryant,2.3,13.5,26.7,1.8,0.6,12.6,32.5,34-37,185,185,8.2,20.1,6.4,13.9,1.9,6.2,5.6,6.7,0.8,4.4,5.2,5.1,1.3,0.3,3.3,2.1,23.9,0.41,0.459,0.3,0.831,0.519,0.456,G-F
1268,Jalen Brunson,1.9,11.0,24.9,1.2,0.3,10.6,22.3,22-26,345,195,7.3,14.8,5.7,10.6,1.6,4.2,3.0,3.7,0.6,3.6,4.2,5.7,0.9,0.1,2.0,2.4,19.2,0.493,0.536,0.386,0.812,0.585,0.548,G
1269,Troy Brown Jr.,4.2,16.8,10.2,1.7,0.6,10.0,14.5,19-23,297,84,4.5,10.4,2.9,6.0,1.6,4.4,1.3,1.6,1.4,5.5,6.9,2.7,1.3,0.2,1.2,2.5,11.8,0.429,0.485,0.354,0.772,0.529,0.505,G-F
1270,Sterling Brown,3.7,17.4,8.2,1.5,0.9,11.7,14.5,22-27,268,29,4.3,10.2,2.3,4.7,2.0,5.5,1.0,1.2,1.2,6.0,7.2,2.2,1.1,0.4,1.4,3.1,11.6,0.419,0.485,0.363,0.796,0.536,0.517,G
1271,Shannon Brown,3.3,8.4,11.3,2.3,0.6,11.7,21.0,27-29,93,25,5.6,13.6,4.7,10.5,0.9,3.1,2.4,3.1,1.1,2.6,3.7,2.5,1.6,0.3,2.0,2.6,14.5,0.413,0.453,0.28,0.773,0.485,0.445,G
1272,Moses Brown,16.9,28.2,1.5,1.3,4.3,11.8,18.6,20-23,128,39,6.2,10.9,6.2,10.9,0.0,0.0,3.6,6.3,5.7,9.5,15.2,0.4,1.0,1.8,1.8,4.3,16.0,0.571,0.571,0.0,0.565,0.585,0.571,C
1273,Markel Brown,2.5,12.2,11.0,2.0,1.2,12.1,17.2,23-26,113,35,4.1,10.8,3.0,7.0,1.1,3.8,2.4,3.0,0.8,3.9,4.7,2.6,1.4,0.5,1.7,3.2,11.7,0.38,0.427,0.295,0.781,0.482,0.432,G
1274,Lorenzo Brown,2.6,11.7,22.7,2.5,1.0,17.2,15.7,23-28,103,7,3.7,10.3,3.2,7.0,0.5,3.2,0.9,1.2,0.9,3.7,4.6,5.6,1.9,0.5,2.2,3.1,8.9,0.364,0.453,0.17,0.707,0.411,0.391,G
1277,Jaylen Brown,3.5,15.5,12.5,1.6,1.1,11.4,26.0,20-26,470,363,8.1,17.1,5.9,10.8,2.3,6.2,3.2,4.4,1.1,5.2,6.3,2.7,1.2,0.4,2.4,3.0,21.7,0.477,0.541,0.365,0.723,0.572,0.543,F-G
1282,Bruce Brown,5.1,14.1,13.6,1.8,2.0,12.4,15.5,22-26,349,212,4.9,10.2,4.1,7.7,0.9,2.5,1.8,2.4,1.6,4.6,6.2,3.5,1.4,0.8,1.6,3.6,12.5,0.482,0.528,0.341,0.749,0.555,0.524,G
1285,MarShon Brooks,3.9,10.4,14.7,2.0,1.2,13.7,23.7,24-30,144,3,6.8,14.6,5.5,11.3,1.2,3.3,2.9,3.9,1.2,3.2,4.5,3.0,1.4,0.5,2.6,3.0,17.6,0.464,0.49,0.373,0.742,0.541,0.506,G-F
1286,Dillon Brooks,2.7,9.0,11.1,1.6,0.9,10.0,23.2,22-27,345,318,6.8,16.4,4.7,10.3,2.1,6.1,2.5,3.1,0.9,3.0,3.9,2.7,1.2,0.4,2.0,4.2,18.2,0.416,0.459,0.342,0.795,0.512,0.479,F-G
1288,Aaron Brooks,2.3,7.2,22.6,1.5,0.7,15.4,21.6,28-33,373,54,5.7,13.9,3.6,8.2,2.1,5.6,1.9,2.4,0.7,2.4,3.1,5.1,1.1,0.3,2.7,3.7,15.5,0.414,0.44,0.377,0.819,0.522,0.491,G
1289,Malcolm Brogdon,3.0,12.5,23.5,1.4,0.7,11.4,22.3,24-30,400,258,7.0,14.9,5.0,9.8,2.0,5.1,2.9,3.3,1.0,4.2,5.1,5.6,1.0,0.3,2.1,2.3,18.8,0.467,0.508,0.388,0.879,0.575,0.533,G
1291,Oshae Brissett,6.9,17.2,5.8,1.5,1.6,8.2,16.5,21-24,172,43,4.5,11.0,2.7,5.7,1.8,5.3,3.0,4.2,2.3,5.6,7.8,1.5,1.1,0.7,1.1,2.7,13.9,0.412,0.474,0.344,0.719,0.541,0.495,F
1294,Miles Bridges,4.1,17.1,11.7,1.2,2.4,10.6,19.3,20-23,291,188,6.2,13.2,4.4,7.9,1.8,5.3,2.3,2.8,1.4,5.6,7.0,2.8,0.9,0.9,1.7,2.5,16.6,0.473,0.559,0.346,0.809,0.575,0.543,G-F
1295,Mikal Bridges,3.1,10.7,10.1,1.9,1.7,8.5,15.9,22-26,392,325,5.4,11.0,3.7,6.5,1.7,4.5,2.2,2.5,1.0,3.5,4.5,2.6,1.4,0.7,1.1,2.3,14.7,0.495,0.578,0.376,0.857,0.609,0.573,F-G
1296,Ronnie Brewer,5.1,12.6,8.5,2.5,0.6,8.0,11.5,27-28,84,37,2.6,7.6,1.7,4.6,0.9,3.0,0.6,1.5,1.6,3.9,5.5,2.1,1.7,0.2,0.7,1.3,6.6,0.343,0.38,0.286,0.39,0.403,0.399,G-F
1297,Corey Brewer,3.3,9.7,9.9,2.8,0.9,11.2,18.2,26-33,515,144,5.3,12.1,4.2,8.2,1.1,4.0,2.3,3.2,1.1,3.2,4.2,2.4,2.0,0.4,1.7,3.3,13.9,0.433,0.509,0.277,0.723,0.514,0.478,F-G
1302,Elton Brand,8.3,21.1,7.8,1.6,4.6,12.0,15.2,33-36,198,38,4.7,9.6,4.7,9.6,0.0,0.0,1.4,2.2,2.6,6.8,9.4,1.8,1.1,2.1,1.4,4.6,10.9,0.489,0.492,0.0,0.671,0.514,0.489,F-C
1303,Tony Bradley,15.5,24.5,6.8,1.0,4.3,14.2,15.5,20-25,179,18,6.2,9.9,6.1,9.7,0.1,0.2,1.7,2.5,5.0,8.2,13.2,1.6,0.8,1.8,1.8,4.5,14.3,0.631,0.634,0.5,0.681,0.651,0.637,F-C
1304,Avery Bradley,2.4,9.1,9.5,1.8,0.6,10.6,19.3,22-31,565,516,5.8,13.5,4.0,8.6,1.8,5.0,1.1,1.4,0.8,3.0,3.7,2.2,1.3,0.3,1.7,2.8,14.6,0.431,0.469,0.365,0.787,0.516,0.498,G
1309,Chris Boucher,10.8,21.8,3.9,1.4,5.8,6.5,19.0,25-30,307,23,6.3,13.0,4.6,7.9,1.7,5.2,3.4,4.4,3.7,6.9,10.5,0.9,1.0,2.1,1.0,4.0,17.8,0.486,0.586,0.334,0.78,0.595,0.552,F
1311,Chris Bosh,4.9,19.6,9.1,1.4,2.4,10.0,24.2,28-31,250,250,7.3,14.6,6.2,11.6,1.0,3.0,3.7,4.6,1.4,6.1,7.5,1.9,1.0,1.0,1.8,2.3,19.3,0.498,0.535,0.35,0.797,0.579,0.533,F-C
1312,Carlos Boozer,7.4,26.2,11.7,1.3,0.8,11.9,25.4,31-33,226,181,7.7,16.2,7.7,16.1,0.0,0.0,2.5,3.4,2.4,8.3,10.6,2.2,0.9,0.3,2.4,3.6,17.8,0.476,0.476,0.0,0.717,0.505,0.476,F-C
1313,Trevor Booker,10.7,20.1,9.2,1.6,1.8,14.2,16.3,25-30,417,116,5.2,10.1,4.9,9.1,0.3,1.0,1.6,2.5,3.4,6.5,9.9,2.1,1.2,0.8,1.9,3.4,12.3,0.51,0.533,0.305,0.635,0.545,0.525,F
1314,Devin Booker,1.8,11.2,23.7,1.2,0.7,12.9,30.3,19-26,530,505,9.0,19.4,6.8,13.3,2.2,6.1,5.4,6.2,0.6,3.6,4.2,5.1,0.9,0.3,3.3,3.2,25.5,0.461,0.509,0.356,0.868,0.575,0.517,G
1315,Matt Bonner,3.2,13.1,6.4,0.9,1.1,6.1,12.6,32-35,231,25,4.0,8.9,2.0,4.0,2.0,5.0,0.7,0.9,1.0,4.3,5.3,1.6,0.6,0.6,0.6,2.8,10.8,0.452,0.502,0.413,0.779,0.58,0.567,F
1316,Isaac Bonga,5.7,12.9,8.0,1.8,1.7,17.6,11.1,19-22,143,57,3.0,6.9,2.3,4.4,0.8,2.5,1.7,2.2,2.0,4.2,6.2,2.3,1.4,0.7,1.7,4.6,8.4,0.432,0.506,0.3,0.759,0.533,0.486,G
1322,Bol Bol,4.8,24.0,7.0,1.0,5.4,17.6,18.6,20-23,123,35,6.2,11.6,5.3,8.7,0.9,2.9,2.0,2.7,1.5,7.7,9.2,1.7,0.7,2.0,2.7,2.4,15.2,0.533,0.615,0.293,0.739,0.595,0.57,F-C
1323,Andrew Bogut,10.4,27.7,12.7,1.2,5.2,21.5,12.3,28-34,298,261,4.2,7.4,4.2,7.4,0.0,0.0,0.5,1.2,3.3,9.4,12.7,3.3,0.9,2.5,2.2,4.7,9.0,0.574,0.574,0.667,0.452,0.571,0.575,C
1324,Bojan Bogdanović,2.1,11.5,8.8,0.9,0.2,11.3,22.0,25-33,662,545,6.6,14.4,4.1,7.9,2.6,6.5,3.4,3.9,0.7,3.8,4.5,2.0,0.7,0.1,2.0,2.0,19.1,0.46,0.515,0.394,0.865,0.595,0.549,G-F
1325,Bogdan Bogdanović,1.7,11.4,17.2,1.7,0.8,10.3,21.2,25-30,370,161,6.6,14.9,3.5,7.1,3.0,7.8,1.8,2.2,0.6,3.7,4.3,4.2,1.3,0.3,1.8,2.6,17.9,0.44,0.499,0.387,0.823,0.565,0.542,G
1331,Eric Bledsoe,2.8,12.4,26.3,2.4,1.4,16.0,23.8,23-32,635,542,6.6,14.5,5.0,9.9,1.6,4.6,3.8,4.8,0.9,4.2,5.1,6.1,1.7,0.6,3.2,2.5,18.6,0.454,0.508,0.34,0.789,0.558,0.508,G
1332,Andray Blatche,10.5,19.8,11.7,2.7,2.3,13.1,26.0,26-27,155,15,7.6,15.3,7.4,14.5,0.2,0.9,3.5,5.0,3.2,6.0,9.2,2.2,1.8,1.0,2.6,3.7,18.9,0.494,0.509,0.237,0.714,0.539,0.501,F
1334,Steve Blake,1.2,9.5,26.6,1.5,0.3,21.8,13.6,32-35,239,43,3.2,8.3,1.3,3.0,1.9,5.2,0.7,1.0,0.4,3.2,3.6,6.7,1.1,0.2,2.4,2.5,9.1,0.388,0.415,0.373,0.755,0.523,0.506,G
1335,DeJuan Blair,11.5,21.5,8.1,2.3,1.1,14.9,19.1,23-26,197,29,5.9,11.5,5.9,11.5,0.0,0.1,1.9,3.1,3.5,6.9,10.4,1.9,1.6,0.5,2.3,5.8,13.8,0.515,0.517,0.0,0.619,0.534,0.515,F-C
1336,Tarik Black,12.7,21.7,5.1,1.2,2.9,14.7,14.6,23-26,220,57,4.8,8.7,4.7,8.5,0.0,0.2,2.1,3.6,4.3,6.9,11.2,1.2,0.9,1.3,1.8,5.6,11.7,0.55,0.557,0.143,0.582,0.569,0.551,C-F
1337,Nemanja Bjelica,5.8,19.2,12.8,1.5,1.8,13.5,16.1,27-33,449,162,5.0,10.8,3.1,5.7,2.0,5.1,1.4,1.8,1.9,6.1,8.1,3.2,1.1,0.7,1.8,4.2,13.4,0.466,0.539,0.384,0.759,0.578,0.556,F
1338,Bismack Biyombo,11.1,23.5,4.8,0.7,5.5,16.3,12.5,20-30,736,283,3.7,6.8,3.7,6.8,0.0,0.0,2.2,3.8,3.6,7.5,11.1,1.2,0.5,2.4,1.7,4.0,9.5,0.541,0.541,0.0,0.563,0.56,0.541,C-F
1339,Goga Bitadze,11.2,17.2,9.8,1.2,6.4,12.1,18.1,20-23,187,22,5.7,11.7,4.8,8.0,0.9,3.7,2.5,3.7,3.7,5.6,9.3,2.5,0.9,2.7,1.8,5.4,14.9,0.49,0.599,0.251,0.678,0.559,0.529,C
1341,Khem Birch,11.7,16.1,8.0,1.4,2.9,11.1,12.4,25-30,282,75,4.0,7.7,3.9,7.2,0.1,0.5,2.3,3.4,4.1,5.2,9.3,2.0,1.0,1.1,1.1,3.4,10.5,0.52,0.544,0.2,0.698,0.57,0.527,C-F
1346,Saddiq Bey,3.9,14.7,10.3,1.4,0.6,7.2,20.2,21-23,229,172,5.8,14.2,2.9,6.3,2.9,7.9,2.9,3.4,1.3,4.7,6.0,2.4,1.0,0.2,1.2,1.9,17.3,0.406,0.464,0.361,0.844,0.55,0.507,F
1347,Patrick Beverley,4.3,12.2,17.5,2.0,1.6,13.5,14.2,24-34,593,505,3.9,9.5,1.9,4.1,2.0,5.4,1.4,1.8,1.4,4.1,5.5,4.5,1.5,0.7,1.6,4.0,11.2,0.413,0.464,0.373,0.754,0.545,0.519,G
1348,Dāvis Bertāns,1.9,13.5,7.4,1.1,1.7,7.7,16.5,24-30,432,40,5.0,11.8,1.3,2.5,3.7,9.3,1.7,2.0,0.6,4.4,5.0,1.9,0.8,0.7,1.1,3.3,15.4,0.425,0.526,0.398,0.86,0.609,0.582,F
1351,Anthony Bennett,7.6,20.5,6.5,1.5,1.1,12.1,19.0,20-23,151,4,4.7,12.1,4.1,9.5,0.7,2.6,2.3,3.4,2.5,6.4,8.9,1.5,1.1,0.5,1.9,3.9,12.4,0.392,0.427,0.261,0.67,0.457,0.42,F
1353,Dragan Bender,3.2,17.7,8.9,0.7,2.3,16.9,13.5,19-22,187,67,3.6,9.0,1.8,3.5,1.8,5.4,0.8,1.2,1.1,5.8,6.9,2.3,0.5,1.0,1.9,3.6,9.7,0.399,0.518,0.323,0.654,0.512,0.497,F
1354,DeAndre' Bembry,3.5,14.7,13.2,2.4,1.9,18.1,15.0,22-27,296,55,4.6,9.6,3.9,7.3,0.7,2.4,1.3,2.1,1.2,4.9,6.0,3.4,1.8,0.8,2.3,3.4,11.1,0.474,0.537,0.283,0.611,0.525,0.509,F
1355,Jordan Bell,8.9,18.6,13.7,1.5,5.1,18.6,14.1,23-27,161,17,4.8,8.7,4.7,8.3,0.1,0.4,1.4,2.2,2.8,6.4,9.2,3.7,1.2,2.3,2.2,3.7,11.0,0.552,0.567,0.2,0.636,0.572,0.556,F
1356,Marco Belinelli,1.0,9.4,11.8,1.2,0.3,9.8,19.3,26-33,573,71,5.5,12.9,3.2,6.7,2.3,6.2,2.4,2.8,0.3,3.1,3.4,2.8,0.9,0.1,1.5,2.1,15.7,0.424,0.473,0.37,0.867,0.554,0.512,G-F
1359,Michael Beasley,5.1,19.3,11.4,1.3,2.1,13.6,26.8,24-30,330,61,8.2,17.1,7.4,14.8,0.8,2.3,2.6,3.4,1.6,6.1,7.7,2.4,0.9,0.9,2.9,3.4,19.7,0.477,0.498,0.341,0.76,0.53,0.5,F
1360,Malik Beasley,1.9,11.3,8.8,1.3,0.5,7.6,20.4,20-26,417,114,6.5,15.4,2.9,5.9,3.6,9.5,1.2,1.5,0.6,3.7,4.4,2.1,1.0,0.2,1.3,2.0,17.8,0.422,0.491,0.378,0.808,0.554,0.538,G
1361,Bradley Beal,2.8,10.3,20.6,1.6,1.0,11.1,27.7,19-29,695,661,8.4,18.3,6.1,12.2,2.3,6.1,3.9,4.8,0.9,3.3,4.2,4.4,1.2,0.4,2.6,2.3,23.0,0.46,0.503,0.372,0.823,0.564,0.522,G
1362,Darius Bazley,3.6,20.3,7.6,1.2,2.9,12.2,18.6,19-22,228,118,5.0,12.3,3.5,7.3,1.6,5.0,2.2,3.2,1.2,6.9,8.1,1.8,0.9,1.1,1.9,1.5,13.8,0.411,0.48,0.31,0.673,0.504,0.474,F
1363,Kent Bazemore,1.9,14.6,12.8,2.4,1.9,14.8,19.5,23-32,657,310,5.1,12.4,3.3,7.2,1.8,5.2,2.3,3.2,0.6,4.9,5.5,3.1,1.7,0.8,2.4,3.6,14.4,0.413,0.454,0.356,0.724,0.521,0.488,G-F
1364,Aron Baynes,10.5,21.1,7.5,0.7,2.5,13.6,17.2,26-34,522,168,5.3,10.9,4.9,9.4,0.5,1.5,2.2,2.8,3.5,6.8,10.3,1.8,0.5,1.1,1.9,5.0,13.4,0.489,0.519,0.308,0.794,0.55,0.511,C
1365,Jerryd Bayless,1.6,9.8,19.4,1.6,0.6,14.3,18.6,24-30,357,63,4.8,11.7,3.2,7.4,1.6,4.4,1.9,2.4,0.5,3.1,3.6,4.5,1.2,0.2,2.1,3.3,13.2,0.411,0.438,0.365,0.814,0.515,0.479,G
1366,Nicolas Batum,3.2,15.9,19.5,1.6,1.6,15.8,16.4,24-34,738,623,4.4,10.3,2.5,4.9,1.9,5.4,1.8,2.1,1.0,5.2,6.3,4.7,1.1,0.7,2.1,1.9,12.5,0.429,0.501,0.363,0.832,0.559,0.524,F-G
1367,Shane Battier,2.8,8.5,5.8,1.5,2.4,7.7,10.6,34-35,145,76,2.8,7.0,0.5,1.2,2.3,5.8,0.5,0.7,0.8,2.6,3.4,1.5,1.0,1.0,0.6,3.0,8.5,0.403,0.432,0.397,0.77,0.58,0.568,F
1368,Keita Bates-Diop,4.7,15.8,7.1,1.5,1.7,9.5,15.6,23-27,230,59,5.2,10.8,4.0,7.4,1.2,3.4,2.3,3.1,1.6,5.2,6.8,1.9,1.1,0.7,1.3,1.9,13.8,0.48,0.545,0.339,0.749,0.569,0.533,F
1371,Brandon Bass,7.7,15.4,7.2,1.0,2.2,10.5,17.2,27-31,363,185,5.4,10.8,5.4,10.6,0.1,0.2,3.0,3.6,2.5,4.9,7.4,1.6,0.7,1.0,1.4,3.0,14.0,0.505,0.51,0.267,0.84,0.565,0.508,F
1372,Will Barton,3.1,15.1,15.7,1.5,1.4,11.7,20.6,22-32,679,286,5.9,13.8,4.1,8.5,1.9,5.3,2.3,2.9,1.0,4.9,5.9,3.8,1.1,0.6,2.0,2.2,16.0,0.43,0.477,0.355,0.787,0.532,0.498,G
1374,RJ Barrett,2.9,14.7,13.5,1.0,0.7,10.9,25.4,19-22,271,270,6.9,16.4,5.2,11.3,1.8,5.1,3.7,5.2,1.0,4.8,5.8,3.0,0.7,0.3,2.3,2.5,19.4,0.422,0.459,0.343,0.709,0.517,0.476,G-F
1375,Scottie Barnes,7.4,15.5,17.4,1.5,2.1,11.9,19.7,20-21,151,150,6.3,13.2,5.4,10.4,0.8,2.8,2.4,3.1,2.5,4.7,7.3,4.3,1.1,0.8,2.0,2.5,15.7,0.473,0.523,0.29,0.755,0.538,0.504,G-F
1376,Matt Barnes,4.3,15.7,10.7,1.7,1.9,13.2,16.7,32-36,369,181,4.6,10.7,2.6,4.9,2.0,5.8,1.5,1.9,1.3,5.0,6.3,2.6,1.2,0.8,1.8,3.9,12.5,0.424,0.523,0.34,0.771,0.542,0.516,F
1377,Harrison Barnes,3.6,14.0,8.4,1.1,0.5,8.9,19.1,20-30,829,768,5.7,12.5,4.1,8.4,1.5,4.1,3.2,3.9,1.2,4.5,5.7,2.0,0.8,0.2,1.4,1.8,16.1,0.455,0.492,0.378,0.811,0.566,0.517,F
1379,Andrea Bargnani,4.8,13.6,7.1,0.6,2.6,9.5,23.8,27-30,152,86,6.7,15.3,5.8,12.5,0.8,2.8,2.8,3.4,1.5,4.1,5.6,1.4,0.4,1.1,1.8,2.7,17.0,0.436,0.466,0.299,0.825,0.505,0.463,F-C
1380,J.J. Barea,1.6,10.8,36.0,1.0,0.1,14.4,24.4,28-35,475,51,6.6,15.8,4.6,9.8,2.1,5.9,2.0,2.5,0.5,3.4,4.0,7.8,0.7,0.0,2.8,2.4,17.3,0.421,0.464,0.349,0.787,0.513,0.486,G
1381,Leandro Barbosa,2.3,8.7,13.6,1.8,0.7,10.4,19.8,30-34,262,3,6.1,13.6,4.8,10.0,1.3,3.6,2.0,2.4,0.7,2.9,3.6,3.2,1.3,0.3,1.7,3.3,15.5,0.452,0.484,0.362,0.812,0.531,0.5,G
1383,Dalano Banton,5.2,14.4,19.6,2.1,2.3,16.4,19.0,22-23,95,3,5.1,12.3,4.1,8.5,1.0,3.8,1.6,2.5,1.8,4.4,6.2,5.0,1.5,0.8,2.6,3.8,12.8,0.416,0.478,0.275,0.632,0.479,0.458,G-F
1384,Desmond Bane,2.2,13.6,15.1,1.6,1.1,9.8,22.2,22-24,202,151,7.6,16.2,4.4,8.6,3.3,7.7,2.3,2.6,0.8,4.6,5.3,3.7,1.2,0.4,1.9,3.0,20.8,0.469,0.509,0.425,0.883,0.599,0.57,G
1386,Mo Bamba,9.5,25.1,7.7,1.0,6.7,11.1,17.9,20-24,275,82,5.8,12.2,4.0,7.2,1.8,5.1,1.5,2.2,3.2,8.4,11.6,1.8,0.7,2.7,1.7,4.3,15.0,0.476,0.56,0.359,0.681,0.567,0.551,C
1387,Lonzo Ball,3.4,15.4,26.1,2.3,1.7,17.9,18.2,20-24,252,239,4.9,12.3,2.3,5.1,2.6,7.2,0.7,1.3,1.2,5.2,6.4,6.9,1.7,0.7,2.8,2.4,13.2,0.4,0.451,0.364,0.578,0.513,0.507,G
1388,LaMelo Ball,4.3,17.3,35.9,2.3,1.1,15.3,28.0,19-21,162,142,7.9,18.5,4.7,10.0,3.2,8.4,3.1,3.7,1.5,5.7,7.2,8.3,1.7,0.4,3.6,3.4,22.0,0.426,0.467,0.377,0.828,0.547,0.512,G
